II,V,PLETH,ABP
-1959,-262,1079,2914
-2466,314,1441,3954
-2175,1083,1494,4075
-1562,1482,1438,3794
-1187,1438,1457,3688
-1162,1309,1533,3798
-1235,1333,1608,3877
-1195,1415,1668,3815
-1071,1424,1751,3741
-1004,1389,1848,3752
-1031,1403,1949,3800
-1050,1448,2048,3780
-969,1458,2172,3725
-828,1427,2308,3710
-739,1439,2437,3741
-752,1526,2545,3739
-822,1620,2676,3705
-862,1634,2826,3682
-829,1589,2962,3696
-754,1553,3059,3698
-701,1549,3176,3684
-703,1545,3326,3664
-738,1541,3465,3666
-744,1537,3550,3658
-697,1517,3648,3660
-608,1475,3781,3658
-528,1466,3907,3678
-498,1515,3971,3695
-521,1581,4046,3737
-552,1586,4163,3794
-550,1541,4280,3896
-504,1494,4332,4020
-455,1482,4392,4189
-445,1487,4501,4377
-477,1507,4622,4601
-510,1542,4678,4826
-499,1595,4735,5064
-442,1624,4833,5282
-372,1622,4948,5503
-325,1618,5002,5707
-305,1677,5053,5915
-289,1788,5142,6103
-248,1879,5258,6294
-182,1877,5323,6466
-103,1818,5374,6645
-28,1781,5439,6804
41,1822,5524,6963
107,1896,5569,7093
181,1954,5601,7220
260,1982,5639,7322
347,2033,5700,7423
446,2133,5734,7500
579,2272,5761,7578
754,2397,5781,7636
958,2486,5815,7702
1161,2541,5828,7752
1345,2588,5842,7813
1496,2623,5844,7856
1624,2640,5859,7905
1747,2628,5855,7931
1889,2598,5858,7966
2042,2548,5852,7985
2190,2488,5863,8015
2323,2414,5864,8024
2460,2340,5875,8039
2597,2260,5878,8036
2705,2164,5896,8048
2763,2035,5904,8045
2795,1894,5924,8054
2824,1785,5931,8044
2834,1744,5950,8047
2787,1732,5960,8032
2694,1675,5985,8028
2601,1526,5992,8005
2537,1336,5996,7995
2475,1173,5979,7970
2369,1073,5974,7958
2205,1004,5960,7929
2026,936,5948,7915
1872,849,5915,7885
1746,766,5900,7866
1603,716,5882,7826
1410,732,5867,7797
1175,790,5823,7752
950,843,5794,7720
772,849,5770,7667
655,837,5755,7623
574,841,5712,7560
505,871,5680,7510
415,886,5653,7442
308,872,5640,7383
212,849,5604,7303
181,854,5580,7232
204,867,5560,7141
231,851,5552,7059
218,807,5519,6958
200,794,5495,6866
212,843,5474,6757
249,910,5466,6658
261,927,5433,6543
250,891,5409,6439
248,845,5389,6319
288,819,5381,6215
357,802,5345,6103
429,781,5308,6011
475,760,5268,5913
491,760,5247,5841
484,795,5208,5773
482,865,5170,5736
502,930,5123,5698
550,941,5098,5681
608,893,5066,5655
659,833,5043,5646
691,796,5009,5627
714,768,4994,5624
737,712,4973,5609
763,640,4961,5607
776,592,4936,5593
764,589,4924,5594
732,590,4911,5586
703,559,4912,5591
698,509,4902,5581
710,493,4906,5582
706,525,4903,5569
671,559,4908,5565
632,543,4899,5544
636,481,4908,5532
680,413,4909,5507
707,363,4904,5496
680,331,4872,5476
626,318,4859,5468
593,316,4848,5448
586,311,4824,5438
575,280,4759,5414
546,230,4709,5401
495,182,4674,5375
422,151,4637,5358
339,132,4555,5329
281,115,4481,5315
263,90,4430,5293
262,51,4389,5280
242,-3,4307,5253
205,-59,4225,5238
168,-94,4165,5214
142,-89,4128,5203
124,-58,4065,5177
125,-36,4004,5161
148,-43,3957,5134
167,-66,3936,5118
151,-86,3899,5090
100,-97,3865,5074
53,-93,3837,5050
43,-66,3829,5038
64,-35,3809,5013
83,-40,3797,4997
82,-93,3783,4971
72,-146,3784,4958
69,-157,3774,4937
71,-138,3774,4925
59,-130,3774,4902
31,-139,3782,4890
2,-125,3771,4867
-9,-66,3760,4855
1,-3,3746,4834
