II,V,PLETH,RESP
358,204,32767,-1299
440,244,32767,-1701
346,154,32767,-1757
161,-35,32767,-1749
37,-216,32767,-1851
51,-277,32767,-1973
179,-180,32767,-2021
360,0,32767,-2040
517,140,32767,-2121
544,180,32767,-2234
385,161,32767,-2296
133,139,32767,-2286
-42,104,32767,-2284
-109,4,32767,-2332
-180,-126,32767,-2385
-273,-139,32767,-2378
-224,67,32767,-2344
52,396,32767,-2341
372,611,32767,-2368
480,599,32767,-2371
372,464,32767,-2354
270,374,32767,-2347
258,351,32767,-2361
144,302,32767,-2363
-196,176,32767,-2357
-468,71,32767,-2351
-251,98,32767,-2359
375,241,32767,-2359
811,368,32767,-2358
691,437,32767,-2354
343,479,32767,-2358
266,432,32767,-2357
477,178,32767,-2358
664,-183,32767,-2355
739,-446,32767,-2358
863,-726,32767,-2356
1045,-1337,32767,-2358
1056,-2096,32767,-2355
721,-2297,32767,-2358
103,-1714,32767,-2356
-592,-1102,32767,-2358
-1154,-1274,32767,-2356
-1486,-2058,32767,-2358
-1642,-2664,32767,-2356
-1720,-2746,32767,-2358
-1703,-2591,32767,-2356
-1456,-2429,32767,-2358
-919,-2082,32767,-2356
-291,-1409,32767,-2358
70,-708,32767,-2356
16,-401,32767,-2358
-160,-452,32767,-2356
-69,-410,32767,-2358
203,-76,32767,-2356
229,244,32767,-2358
-38,250,32767,-2356
-147,95,32767,-2358
76,56,32767,-2356
202,80,32767,-2358
-101,-20,32767,-2356
-463,-141,32767,-2358
-388,-21,32767,-2356
-34,282,32767,-2358
38,419,32767,-2356
-245,246,32767,-2358
-346,68,32767,-2356
41,203,32767,-2358
469,535,32767,-2356
379,681,32767,-2358
-6,595,32767,-2356
41,604,32767,-2358
609,819,32767,-2356
929,884,32767,-2358
524,576,32767,-2356
-8,246,32767,-2358
117,313,32767,-2356
723,629,32767,-2358
1030,744,32767,-2356
836,585,32767,-2358
650,440,32767,-2356
819,442,32767,-2358
1105,446,32767,-2356
1140,351,32767,-2358
900,235,32767,-2356
674,207,32767,-2358
747,278,32767,-2356
1057,356,32767,-2358
1157,279,32767,-2356
730,-5,32767,-2358
141,-268,32767,-2356
85,-206,32767,-2358
618,113,32767,-2356
1060,286,32767,-2358
1010,142,32767,-2356
893,-5,32767,-2358
1158,145,32767,-2356
1485,416,32767,-2358
1290,414,32767,-2356
665,112,32767,-2358
278,-136,32767,-2356
467,-69,32767,-2358
873,180,32767,-2356
981,311,32767,-2358
668,221,32767,-2356
203,48,32767,-2358
-121,-78,32767,-2356
-178,-131,32767,-2358
13,-68,32767,-2356
330,164,32767,-2358
519,409,32767,-2356
388,396,32767,-2358
102,159,32767,-2356
76,75,32767,-2358
412,283,32767,-2356
712,430,32767,-2358
627,248,32767,-2356
