II,V,PLETH,ABP
484,12,6273,6470
934,-393,8515,8795
1437,-1342,8757,9079
1857,-2623,8116,8459
1993,-3675,7859,8226
1696,-4008,8090,8482
1042,-3573,8255,8674
355,-2704,8093,8547
-25,-1790,7900,8397
-35,-1070,7914,8448
101,-623,8024,8584
154,-407,7976,8563
110,-312,7816,8455
76,-249,7726,8440
82,-202,7743,8533
75,-187,7712,8555
39,-183,7620,8499
5,-159,7564,8466
-10,-124,7592,8508
-20,-109,7599,8524
-19,-112,7553,8501
1,-107,7491,8478
22,-85,7478,8500
8,-66,7456,8499
-29,-71,7427,8501
-53,-84,7371,8488
-43,-85,7344,8500
-25,-55,7319,8494
-21,-21,7299,8501
-33,6,7244,8491
-37,23,7212,8501
-24,45,7186,8493
-7,65,7169,8501
-5,75,7115,8491
-13,69,7079,8500
-9,58,7053,8492
21,49,7039,8500
58,41,6985,8490
77,27,6947,8499
75,9,6922,8492
81,-8,6909,8501
111,-23,6850,8490
153,-43,6794,8498
180,-71,6746,8494
188,-110,6722,8509
191,-149,6665,8502
207,-185,6620,8506
233,-227,6584,8492
263,-282,6576,8499
285,-346,6531,8492
297,-403,6477,8502
308,-441,6413,8492
327,-464,6385,8500
353,-477,6349,8491
377,-482,6321,8501
396,-483,6280,8493
420,-488,6276,8500
444,-503,6273,8491
446,-514,6278,8500
410,-498,6255,8492
353,-447,6255,8500
301,-378,6267,8490
260,-312,6316,8499
219,-254,6349,8492
174,-194,6392,8500
130,-126,6435,8490
93,-63,6524,8499
59,-18,6601,8492
27,4,6674,8502
4,8,6734,8491
-3,0,6860,8493
0,-8,7005,8475
7,-1,7138,8478
13,19,7223,8466
27,28,7367,8478
42,27,7551,8477
51,31,7721,8494
45,59,7809,8492
41,80,7944,8502
49,66,8145,8492
59,22,8352,8500
47,-12,8460,8491
17,-19,8583,8501
-12,-4,8759,8492
-23,8,8943,8500
-14,-4,9024,8491
0,-41,9116,8500
-11,-64,9274,8491
-60,-18,9464,8500
-88,87,9559,8491
-11,175,9644,8498
183,173,9770,8491
457,-11,9931,8508
