II,V,PLETH,ABP
27,142,11877,3566
44,190,16139,4859
27,173,16648,5034
-26,107,15499,4709
-70,33,15059,4590
-54,-22,15516,4731
22,-48,15847,4832
101,-45,15578,4752
131,-21,15255,4657
111,0,15307,4670
85,-7,15528,4730
81,-38,15474,4703
87,-59,15253,4633
75,-46,15189,4619
33,-16,15319,4672
-32,-12,15320,4694
-107,-47,15167,4681
-174,-85,15046,4688
-213,-80,15066,4739
-222,-52,15047,4778
-216,-50,14965,4801
-234,-68,14873,4830
-263,-62,14866,4889
-291,-22,14837,4933
-304,-14,14843,4974
-322,-57,14824,5004
-349,-112,14829,5048
-387,-124,14797,5080
-428,-122,14838,5109
-451,-129,14868,5116
-448,-92,14895,5123
-473,95,14868,5117
-550,408,14955,5115
-563,672,15089,5093
-355,787,15223,5064
37,921,15259,5014
475,1226,15415,4966
1087,1397,15710,4902
2222,823,16090,4833
3854,-651,16344,4739
5283,-2395,16585,4646
5720,-3632,16832,4544
5046,-4165,17092,4453
3803,-4284,17208,4353
2586,-4201,17314,4256
1674,-3917,17450,4146
1120,-3479,17659,4045
915,-3031,17773,3938
975,-2628,17865,3842
1133,-2203,17939,3744
1200,-1736,18068,3663
1070,-1314,18128,3581
762,-1011,18178,3516
409,-801,18197,3446
147,-606,18272,3390
10,-404,18310,3333
-67,-238,18352,3296
-149,-151,18333,3261
-234,-110,18336,3240
-291,-64,18298,3214
-306,-2,18288,3202
-310,38,18229,3192
-313,44,18189,3196
-317,55,18108,3195
-291,81,18070,3204
-245,106,17999,3211
-194,95,17947,3235
-166,74,17853,3253
-165,79,17811,3277
-188,118,17748,3293
-224,148,17704,3326
-267,154,17603,3360
-295,166,17553,3401
-283,211,17493,3428
-219,259,17457,3461
-135,280,17353,3492
-84,291,17295,3533
-89,331,17236,3563
-127,389,17209,3596
-161,429,17107,3624
-184,440,17039,3666
-205,434,16975,3698
-220,419,16963,3730
-213,400,16890,3748
-176,389,16850,3772
-119,384,16807,3790
-65,360,16816,3818
-32,293,16766,3836
-22,202,16730,3862
-14,118,16675,3878
22,67,16684,3906
72,48,16662,3928
103,58,16670,3969
71,94,16646,4013
15,118,16669,4075
-19,99,16667,4137
-9,28,16711,4217
0,-40,16726,4299
-27,-70,16774,4398
-75,-75,16776,4494
-108,-101,16803,4606
-130,-121,16789,4718
-191,-53,16804,4842
-331,154,16784,4955
-483,412,16802,5072
-485,582,16789,5176
-234,668,16806,5280
195,860,16783,5365
720,1214,16798,5447
1493,1349,16787,5515
2752,704,16810,5580
4341,-802,16783,5619
5576,-2539,16770,5643
5793,-3730,16719,5640
4951,-4144,16708,5629
3590,-4107,16666,5596
2307,-3968,16649,5552
1406,-3772,16594,5483
941,-3418,16582,5406
858,-2929,16540,5311
1019,-2451,16512,5212
1219,-2063,16425,5094
1272,-1721,16374,4974
1119,-1386,16307,4838
831,-1100,16274,4705
517,-886,16181,4559
238,-682,16112,4420
14,-456,16037,4275
-147,-277,16039,4142
-240,-211,16015,4002
-288,-191,16010,3876
-318,-125,15973,3747
-322,-31,16014,3634
-310,17,16026,3519
-306,23,16017,3421
-341,44,15945,3323
-369,68,16010,3244
-343,76,16180,3166
-253,89,16426,3107
-155,146,16587,3047
-95,218,16778,3006
-86,273,16969,2966
-102,312,17164,2945
-111,348,17234,2924
-87,357,17338,2915
-38,356,17489,2901
5,402,17708,2902
15,497,17830,2903
-10,551,17955,2920
-53,518,18088,2931
-100,468,18285,2954
-133,474,18401,2974
-137,489,18509,3009
-116,435,18585,3037
-89,338,18708,3073
-69,285,18766,3103
-42,292,18827,3145
5,296,18850,3183
58,250,18921,3230
77,174,18950,3267
42,104,18996,3310
-15,59,18994,3345
-47,40,19025,3390
-44,30,19019,3430
-42,16,19044,3483
-73,-10,19017,3529
-117,-27,19006,3583
-146,-36,18954,3632
-151,-48,18949,3694
-169,-60,18906,3755
-197,-57,18874,3826
-223,-32,18782,3890
-224,-11,18740,3960
-215,4,18677,4023
-208,13,18636,4094
-198,32,18532,4156
-159,46,18479,4227
-91,42,18419,4292
-53,54,18390,4360
-119,189,18287,4413
-263,479,18222,4466
-333,786,18156,4505
-179,959,18144,4545
191,1106,18071,4568
669,1421,18031,4584
1273,1728,17983,4580
2202,1466,17998,4575
3551,344,17971,4554
4995,-1232,17978,4531
5881,-2585,17961,4489
5740,-3441,17986,4448
4705,-3956,17949,4393
3365,-4253,17923,4340
2249,-4249,17862,4271
1511,-3907,17864,4201
1083,-3405,17854,4121
927,-2957,17895,4052
1017,-2585,17902,3975
1188,-2171,17950,3903
1195,-1691,17965,3823
938,-1282,18020,3757
554,-1049,18034,3691
237,-913,18081,3635
40,-731,18085,3572
-116,-495,18117,3518
-285,-320,18100,3464
-424,-249,18114,3425
-473,-209,18097,3377
-449,-117,18135,3337
-430,9,18153,3294
-439,106,18209,3270
-452,150,18208,3248
-424,158,18214,3236
-379,189,18162,3215
-338,258,18147,3206
-316,336,18107,3195
-314,364,18117,3197
-335,361,18096,3192
-371,380,18117,3198
-395,451,18098,3201
-372,527,18101,3211
-300,572,18046,3209
-219,597,18023,3214
-186,626,17979,3214
-212,639,17992,3224
-256,610,17971,3227
-267,561,17981,3243
-234,533,17957,3255
-186,527,17989,3272
-154,514,18000,3271
-142,477,18046,3275
-131,422,18049,3272
-102,357,18101,3283
-56,290,18125,3286
-9,238,18174,3299
25,204,18171,3309
41,171,18227,3337
47,128,18294,3360
54,88,18426,3403
65,52,18501,3454
68,9,18580,3539
54,-33,18601,3641
28,-36,18646,3778
1,6,18633,3925
-25,44,18640,4102
-46,32,18614,4288
-61,-3,18641,4498
-80,-16,18631,4706
-112,-1,18645,4930
-141,9,18614,5149
-139,0,18635,5382
-112,-19,18634,5605
-105,-36,18655,5828
-142,-44,18601,6027
-187,-38,18560,6218
-186,-18,18481,6385
-137,-3,18448,6542
-82,-11,18377,6665
-54,-39,18344,6766
-46,-68,18285,6830
-40,-84,18278,6877
-28,-92,18235,6894
-12,-103,18218,6888
3,-118,18161,6840
18,-130,18153,6770
37,-139,18107,6671
62,-150,18076,6559
87,-162,17984,6417
96,-168,17938,6266
94,-170,17877,6096
93,-180,17853,5924
97,-194,17780,5730
87,-190,17758,5535
51,-167,17724,5329
-15,-154,17721,5136
-112,-159,17657,4939
-236,-150,17632,4752
-336,-116,17596,4556
-339,-95,17596,4376
-241,-114,17533,4196
-135,-139,17506,4036
-114,-136,17469,3875
-175,-119,17469,3735
-239,-117,17407,3601
-261,-117,17379,3488
-259,-101,17340,3372
