II,V,PLETH
1769,-11558,11587
1677,-13373,15732
932,-10511,16227
332,-6594,15125
90,-4488,14730
-191,-3895,15204
-720,-3266,15551
-1229,-2137,15317
-1439,-1091,15040
-1376,-527,15124
-1224,-189,15367
-1097,269,15339
-1010,767,15159
-953,1009,15132
-926,1010,15286
-936,1057,15314
-970,1235,15213
-998,1338,15165
-1012,1283,15250
-1023,1243,15278
-1036,1359,15235
-1048,1540,15192
-1066,1618,15234
-1094,1589,15233
-1098,1501,15234
-1062,1454,15211
-1006,1472,15234
-963,1526,15223
-926,1567,15234
-881,1588,15217
-829,1587,15235
-785,1576,15219
-737,1573,15234
-672,1600,15217
-594,1658,15233
-536,1742,15217
-503,1855,15233
-458,1984,15217
-341,2065,15233
-142,1998,15217
110,1725,15233
389,1304,15217
693,882,15233
1010,582,15218
1303,417,15234
1566,301,15219
1838,146,15235
2136,-73,15219
2412,-313,15234
2610,-516,15219
2748,-668,15234
2887,-818,15219
3045,-1027,15234
3165,-1286,15219
3190,-1517,15235
3120,-1661,15219
2995,-1733,15234
2841,-1781,15218
2649,-1810,15233
2406,-1795,15217
2131,-1730,15233
1876,-1647,15217
1678,-1573,15233
1537,-1523,15217
1425,-1492,15233
1311,-1466,15217
1192,-1420,15233
1093,-1331,15218
1046,-1212,15234
1035,-1120,15219
1013,-1107,15235
941,-1149,15219
841,-1172,15234
747,-1138,15219
683,-1080,15234
646,-1016,15219
645,-919,15234
660,-785,15219
672,-684,15234
660,-651,15219
650,-623,15235
648,-528,15219
641,-397,15234
601,-309,15218
545,-284,15233
500,-270,15217
473,-236,15233
440,-192,15217
387,-155,15233
323,-113,15217
278,-54,15233
274,24,15217
315,122,15233
357,248,15218
353,393,15234
292,514,15219
224,547,15235
189,472,15219
182,347,15234
161,263,15219
117,267,15234
82,330,15219
83,398,15234
100,436,15219
92,444,15235
57,442,15219
34,438,15234
49,442,15218
81,459,15233
92,495,15217
82,540,15233
79,565,15217
91,556,15233
104,545,15217
105,584,15233
94,682,15217
73,791,15233
34,859,15218
-26,888,15234
-97,906,15219
-155,903,15235
-184,816,15219
-186,572,15234
-170,163,15219
-147,-321,15234
-132,-716,15219
