II,V,ABP,RESP
2651,1641,3292,1682
3158,1755,3668,1897
3005,1461,3134,1665
2911,1381,2811,1547
3005,1576,2975,1665
2925,1635,3071,1731
2651,1444,2896,1649
2473,1307,2761,1590
2475,1412,2816,1632
2530,1565,2861,1662
2651,1543,2816,1632
2859,1409,2799,1604
3005,1379,2856,1615
2990,1477,2895,1624
3005,1527,2896,1615
3190,1444,2902,1602
3359,1379,2935,1598
3260,1429,2961,1596
3005,1477,2975,1598
2890,1419,2977,1600
3005,1379,2975,1598
3155,1448,2967,1588
3182,1494,2975,1581
3089,1409,2979,1576
3005,1362,2975,1581
2980,1470,2951,1588
3005,1576,2935,1598
3017,1532,2930,1600
3005,1494,2935,1598
2983,1576,2921,1592
3005,1609,2896,1598
3074,1450,2865,1607
3182,1297,2856,1615
3281,1321,2855,1612
3359,1379,2856,1615
3388,1320,2838,1622
3359,1313,2816,1632
3221,1482,2791,1630
3005,1625,2777,1632
2817,1559,2757,1637
2828,1477,2737,1649
3060,1569,2710,1650
3359,1674,2697,1649
3474,1588,2693,1646
3359,1461,2697,1649
3186,1489,2683,1646
3182,1576,2658,1649
3301,1545,2625,1654
3359,1494,2618,1665
3310,1558,2619,1667
3359,1641,2618,1665
3558,1600,2594,1661
3712,1543,2578,1665
3642,1603,2574,1667
3535,1691,2578,1665
3626,1640,2561,1654
3889,1527,2539,1649
4064,1519,2524,1646
4066,1609,2539,1649
3963,1610,2548,1642
3889,1477,2539,1632
3906,1363,2509,1619
4066,1412,2499,1615
4240,1532,2500,1613
4242,1543,2499,1615
4041,1434,2474,1608
3889,1395,2459,1598
3930,1490,2458,1585
4066,1576,2459,1581
4143,1555,2437,1581
4242,1559,2420,1581
4429,1663,2416,1571
4596,1723,2420,1564
4604,1639,2400,1561
4596,1576,2380,1564
4774,1643,2372,1558
5126,1691,2380,1548
5405,1589,2377,1534
5480,1510,2380,1531
5396,1579,2383,1530
5303,1625,2380,1531
5271,1491,2355,1523
5303,1362,2340,1514
5279,1417,2339,1502
5126,1510,2340,1497
4856,1447,2317,1489
4596,1346,2301,1480
4246,1356,2298,1467
3712,1379,2301,1464
3030,1289,2279,1463
2651,1231,2261,1464
2766,1322,2257,1454
3182,1412,2261,1447
3431,1352,2242,1443
3359,1297,2221,1447
3132,1378,2213,1441
3005,1444,2221,1430
2959,1332,2220,1416
2828,1198,2221,1413
2577,1229,2223,1413
2475,1346,2221,1413
2787,1394,2199,1404
3712,1461,2182,1396
5491,1655,2177,1391
8308,1871,2182,1396
11822,1949,2165,1399
15555,1953,2142,1396
19550,1991,2129,1384
23687,1986,2142,1379
26067,1793,2149,1384
24040,1477,2142,1396
17661,1227,2117,1399
10606,1116,2102,1396
6286,1064,2097,1391
4596,1034,2102,1396
3574,1082,2100,1403
2651,1231,2102,1413
2415,1345,2103,1419
2651,1297,2102,1430
2498,1159,2083,1438
1944,1149,2063,1447
1565,1287,2051,1451
1414,1362,2063,1464
1227,1269,2071,1479
1237,1182,2063,1497
1682,1207,2036,1510
2121,1198,2023,1531
1906,1050,2023,1555
1237,952,2023,1581
773,1033,2002,1598
884,1116,1983,1615
1252,1045,1977,1631
1591,1001,1983,1649
1743,1144,1981,1661
1768,1297,1983,1682
1679,1267,1985,1709
1591,1198,1983,1733
1705,1253,1961,1740
2121,1297,1944,1750
2521,1193,1938,1764
2475,1116,1944,1783
2025,1211,1941,1791
1768,1297,1944,1800
2029,1197,1948,1810
2475,1083,1944,1817
2663,1122,1919,1808
2651,1149,1904,1800
2615,999,1904,1798
2475,854,1904,1800
2188,909,1881,1786
2121,1018,1864,1766
2504,968,1862,1747
3005,854,1864,1733
3153,826,1842,1710
3005,788,1825,1682
2866,621,1821,1653
2828,476,1825,1632
2821,515,1803,1609
3005,624,1785,1581
3508,610,1778,1546
4066,525,1785,1514
4166,507,1766,1481
3712,509,1745,1447
3132,398,1732,1404
3005,213,1745,1363
3487,107,1757,1321
4242,98,1785,1278
4697,60,1825,1227
4596,-66,1904,1178
4202,-161,2012,1133
4066,-115,2182,1093
4401,-19,2407,1045
4949,-49,2697,993
5298,-185,3026,944
