II,V,PLETH,RESP
3213,5383,7836,1634
3639,5434,8876,1798
3213,2836,7836,1505
2990,971,7292,1325
3213,2489,7836,1377
3346,5312,8162,1383
3213,5325,7836,1249
3125,2767,7616,1143
3213,2084,7836,1121
3265,4411,7991,1072
3213,5499,7895,961
3200,3343,7837,864
3311,2026,7953,801
3462,4124,8028,727
3603,5730,8012,641
3718,3799,8007,573
3797,2084,8070,512
3814,3947,8128,436
3797,5846,8187,352
3784,4180,8246,284
3797,2257,8304,224
3826,3714,8326,160
3895,5499,8363,96
4039,4062,8400,35
4284,2373,8480,-32
4505,3743,8542,-113
4576,5209,8597,-192
4532,3629,8612,-258
4576,2142,8655,-320
4724,3790,8705,-387
4771,5325,8772,-448
4565,3684,8798,-496
4284,2257,8830,-545
4137,4072,8851,-607
4090,5614,8889,-673
3918,3717,8906,-724
3603,2026,8947,-769
3289,3831,8978,-817
3116,5556,9006,-865
3012,3730,8992,-899
2921,1852,9006,-929
2799,3494,9029,-961
2726,5383,9064,-993
2725,3813,9054,-1021
2824,1794,9064,-1057
2912,3121,9086,-1097
2921,5209,9123,-1121
2873,4144,9098,-1120
2921,1968,9064,-1121
3040,2649,9038,-1138
3116,4920,9064,-1153
3158,4805,9071,-1151
3408,2720,9064,-1153
3910,2698,9023,-1171
4479,5730,9006,-1185
5058,7967,8974,-1172
5940,6425,8947,-1153
7253,3385,8899,-1150
8763,3010,8889,-1153
10219,4802,8884,-1139
11587,4399,8889,-1121
12528,959,8851,-1117
12366,-984,8830,-1121
10924,720,8816,-1110
9056,2084,8830,-1089
7700,316,8804,-1069
6913,-984,8772,-1057
6153,1113,8726,-1040
5258,3068,8713,-1025
4489,1607,8681,-1010
3992,174,8655,-993
3598,2253,8609,-971
3213,4630,8597,-961
2898,3632,8585,-961
2726,2142,8597,-961
2647,3606,8571,-944
2629,5325,8538,-929
2627,4099,8485,-925
2629,2720,8480,-929
2611,4130,8478,-918
2629,5441,8480,-897
2670,3852,8438,-884
2726,2547,8421,-897
2729,4314,8412,-918
2726,5788,8421,-929
2742,4034,8387,-925
2824,2547,8363,-929
2898,4379,8344,-944
2921,6019,8363,-961
2896,4233,8358,-962
2921,2489,8363,-961
2985,4159,8353,-970
3019,5962,8363,-993
2993,4379,8353,-1011
3019,2489,8363,-1025
3124,3903,8360,-1038
3213,5904,8363,-1057
3181,4696,8327,-1074
3116,2547,8304,-1089
3126,3383,8285,-1102
3213,5672,8304,-1121
