II,V,PLETH,ABP
967,45,1277,32767
1035,21,1424,32767
908,-23,1340,32767
920,-33,1457,32767
859,-39,1517,32767
760,-40,1545,32767
645,-34,1573,32767
547,-23,1621,32767
449,-12,1669,32767
345,-6,1695,32767
248,-2,1717,32767
172,5,1745,32767
105,17,1778,32767
38,34,1806,32767
-28,59,1840,32767
-88,91,1881,32767
-145,120,1921,32767
-197,141,1952,32767
-241,151,1976,32767
-275,152,1994,32767
-306,150,2004,32767
-332,148,2009,32767
-355,149,2013,32767
-377,152,2013,32767
-398,152,2013,32767
-420,146,2013,32767
-444,135,2014,32767
-472,125,2013,32767
-501,120,2013,32767
-525,125,2009,32767
-548,135,2005,32767
-568,140,1993,32767
-589,134,1978,32767
-606,112,1951,32767
-620,77,1923,32767
-628,34,1884,32767
-630,-2,1852,32767
-625,-23,1818,32767
-619,-25,1799,32767
-613,-12,1776,32767
-611,11,1766,32767
-609,38,1744,32767
-609,65,1729,32767
-605,85,1699,32767
-601,101,1676,32767
-594,113,1642,32767
-589,122,1616,32767
-582,129,1582,32767
-580,137,1557,32767
-574,148,1523,32767
-570,161,1497,32767
-560,175,1464,32767
-546,185,1437,32767
-524,185,1405,32767
-501,176,1379,32767
-479,159,1351,32767
-466,139,1333,32767
-465,119,1317,32767
-477,103,1308,32767
-498,91,1298,32767
-520,77,1289,32767
-536,56,1273,32767
-544,29,1252,32767
-544,0,1221,32767
-543,-28,1184,32767
-544,-49,1139,32767
-555,-63,1091,32767
-572,-68,1039,32767
-591,-73,992,32767
-600,-85,947,32767
-599,-107,909,32767
-590,-134,874,32767
-579,-167,844,32767
-569,-197,814,32767
-567,-224,785,32767
-574,-243,754,32767
-584,-256,726,32767
-586,-265,695,32767
-583,-271,667,32767
-571,-276,636,32767
-554,-285,608,32767
-528,-298,577,32767
-505,-319,549,32767
-487,-344,517,32767
-482,-374,490,32767
-483,-400,458,32767
-497,-422,430,32767
-513,-432,399,32767
-529,-437,371,32767
-532,-440,340,32767
-528,-451,312,32767
-513,-469,281,32767
-498,-496,252,32767
-483,-522,222,32767
-479,-544,193,32767
-484,-558,163,32767
-496,-568,134,32767
-509,-576,103,32767
-520,-586,74,32767
-525,-596,44,32767
-526,-605,15,32767
-522,-609,-15,32767
-517,-612,-45,32767
-508,-615,-74,32767
-501,-619,-103,32767
-499,-618,-133,32767
-504,-615,-164,32767
-515,-608,-193,32767
-529,-604,-220,32767
-539,-603,-244,32767
-541,-615,-264,32767
-533,-636,-279,32767
-522,-666,-294,32767
-511,-693,-311,32767
-504,-719,-333,32767
-497,-738,-356,32767
-495,-755,-385,32767
-498,-761,-414,32767
-512,-765,-445,32767
-537,-759,-473,32767
-578,-755,-504,32767
-621,-748,-532,32767
-659,-755,-564,32767
-676,-772,-591,32767
-674,-812,-623,32767
-651,-861,-650,32767
-626,-922,-682,32767
-603,-973,-709,32767
-593,-1020,-741,32767
-592,-1049,-769,32767
-600,-1070,-800,32767
-608,-1076,-825,32767
-619,-1082,-856,32767
-624,-1086,-891,32767
-631,-1103,-939,32767
-635,-1128,-996,32767
-640,-1170,-1064,32767
-639,-1218,-1133,32767
-640,-1264,-1198,32767
-647,-1295,-1248,32767
-663,-1310,-1288,32767
-683,-1308,-1320,32767
-705,-1304,-1349,32767
-718,-1304,-1376,32767
-717,-1311,-1405,32767
-699,-1318,-1435,32767
-676,-1319,-1466,32767
-661,-1312,-1494,32767
-661,-1298,-1524,32767
-670,-1280,-1553,32767
-680,-1273,-1585,32767
-678,-1274,-1613,32767
-662,-1283,-1644,32767
-637,-1282,-1672,32767
-619,-1277,-1704,32767
-615,-1263,-1731,32767
-628,-1249,-1763,32767
-641,-1229,-1790,32767
-645,-1217,-1823,32767
-630,-1203,-1849,32767
-606,-1196,-1882,32767
-577,-1183,-1909,32767
-559,-1183,-1942,32767
-546,-1183,-1968,32767
-544,-1194,-2001,32767
-542,-1197,-2026,32767
-548,-1207,-2055,32767
-550,-1210,-2070,32767
-557,-1232,-2085,32767
-557,-1262,-2081,32767
-555,-1316,-2075,32767
-539,-1368,-2052,32767
-524,-1424,-2030,32767
-512,-1464,-1998,32767
-511,-1496,-1971,32767
-513,-1511,-1939,32767
-518,-1529,-1912,32767
-516,-1545,-1880,32767
-509,-1568,-1851,32767
-495,-1582,-1815,32767
-487,-1594,-1778,32767
-491,-1595,-1732,32767
-510,-1592,-1682,32767
-536,-1584,-1621,32767
-567,-1581,-1555,32767
-597,-1583,-1480,32767
-621,-1593,-1401,32767
-637,-1606,-1321,32767
-645,-1624,-1243,32767
-647,-1639,-1169,32767
-643,-1655,-1101,32767
-631,-1662,-1037,32767
-619,-1668,-977,32767
-610,-1662,-917,32767
-609,-1656,-858,32767
-617,-1645,-799,32767
-632,-1641,-740,32767
-647,-1635,-681,32767
-658,-1637,-621,32767
-655,-1633,-562,32767
-640,-1630,-504,32767
-612,-1606,-444,32767
-582,-1573,-383,32767
-557,-1515,-320,32767
-547,-1450,-252,32767
-545,-1370,-177,32767
-549,-1314,-97,32767
-538,-1282,-18,32767
-510,-1313,56,32767
-456,-1391,118,32767
-393,-1525,165,32767
-324,-1670,199,32767
-267,-1819,229,32767
-214,-1931,265,32767
-174,-2018,313,32767
