II,V,PLETH
2191,9954,8987
2444,11371,10175
2152,10108,8987
2053,9362,8370
2271,9954,8987
2412,10336,9349
2391,9954,8987
2419,9696,8775
2510,9954,9053
2475,10114,9212
2351,9954,9053
2337,9843,8948
2470,9954,9053
2592,10017,9108
2630,9954,9053
2625,9897,9017
2630,9954,9053
2649,10059,9062
2709,10185,9053
2804,10263,9046
2909,10262,9053
3019,10180,9040
3187,10108,9053
3381,9981,9053
3506,9799,9053
3497,9599,9010
3426,9568,8987
3360,9660,8970
3307,9722,8987
3253,9591,8980
3267,9414,8987
3356,9295,8978
3426,9259,8987
3370,9198,8974
3227,9182,8987
3063,9193,8987
2909,9182,8987
2779,9067,8943
2749,9028,8920
2789,9139,8905
2789,9336,8920
2717,9411,8911
2709,9414,8920
2789,9419,8918
2789,9491,8920
2584,9531,8878
2351,9568,8854
2295,9576,8837
2391,9568,8854
2424,9504,8845
2351,9491,8854
2281,9516,8850
2311,9568,8854
2372,9600,8813
2391,9722,8787
2336,9878,8767
2271,9954,8787
2242,9837,8784
2271,9722,8787
2260,9763,8774
2152,9954,8787
1979,10041,8782
1912,9954,8787
2008,9783,8774
2191,9722,8787
2322,9731,8783
2391,9722,8787
2432,9670,8769
2470,9722,8787
2464,9862,8810
2430,9954,8854
2420,9871,8855
2470,9799,8854
2532,9845,8837
2630,9954,8854
2925,9927,8853
3626,9799,8854
4679,9546,8832
5737,9105,8854
6399,8404,8881
6534,7639,8920
6246,6854,8916
5698,6018,8920
4975,5176,8912
4184,4630,8920
3466,4294,8904
2948,3858,8920
2605,3378,8944
2351,3627,8987
2151,4946,8983
2072,6713,8987
2096,7956,8996
2112,8565,9053
2036,8945,9088
1952,9336,9120
1922,9542,9130
1912,9568,9187
1883,9539,9247
1912,9568,9320
1987,9560,9347
1992,9568,9386
1889,9617,9429
1873,9722,9519
1992,9777,9590
2072,9799,9653
1980,9777,9673
1912,9722,9719
2012,9596,9771
2152,9491,9852
2158,9477,9893
2152,9568,9919
2264,9574,9905
2391,9414,9919
2345,9206,9937
2231,9259,9985
2268,9508,9995
2470,9645,9985
2600,9467,9935
2550,9259,9919
2470,9218,9909
2550,9259,9919
2698,9173,9885
2709,9105,9852
2586,9142,9805
2590,9182,9786
2800,9052,9745
2988,8951,9719
2956,9001,9674
2869,9105,9653
2931,9060,9611
3068,9028,9586
3066,9122,9542
2988,9259,9519
3044,9228,9477
3267,9182,9453
3439,9300,9409
3426,9568,9386
3290,9696,9344
3187,9645,9320
3170,9542,9276
3187,9568,9253
3134,9630,9211
2988,9645,9187
2821,9572,9142
2749,9568,9120
2769,9660,9080
2789,9799,9053
2717,9812,9004
2590,9722,8987
2478,9600,8971
2430,9568,8987
2405,9564,8980
2391,9568,8987
2375,9543,8976
2391,9568,8987
2390,9634,8978
2351,9722,8987
2247,9745,8977
2152,9722,8987
2100,9688,8975
2112,9722,8987
2143,9772,9000
2191,9799,9053
2230,9748,9089
2231,9722,9120
2151,9773,9108
2032,9954,9120
1968,10152,9137
2152,10339,9187
2789,10440,9213
3944,10417,9253
5304,10035,9278
6375,9105,9320
6908,7543,9322
7052,5710,9320
6943,4128,9297
6494,3241,9320
5661,2954,9346
4741,3009,9386
4071,3299,9383
3666,4089,9386
3301,5394,9375
2909,6867,9386
2575,7997,9377
2351,8719,9386
2176,9187,9379
2032,9568,9386
1921,9784,9373
1833,9877,9386
1740,9901,9386
1673,9954,9386
1634,9920,9342
1594,9799,9320
1530,9667,9306
1514,9722,9320
1550,9877,9291
1594,9954,9253
1576,9857,9199
1554,9799,9187
1562,9872,9176
1594,9954,9187
1596,9876,9160
1594,9799,9120
1607,9880,9041
1634,10108,8987
1621,10284,8938
1594,10417,8920
1595,10489,8880
1634,10494,8854
1606,10404,8810
