II,V,PLETH
2292,8340,3882
2609,9232,4346
2363,7835,3766
2298,7030,3451
2504,7498,3689
2542,7791,3818
2292,7413,3613
2033,7187,3464
1869,7498,3536
1637,7807,3568
1269,7919,3459
898,8117,3370
599,8508,3382
335,8823,3388
71,9014,3344
-173,9197,3293
-388,9435,3267
-579,9624,3234
-741,9772,3190
-861,9893,3144
-952,10025,3113
-1028,10165,3091
-1093,10362,3075
-1143,10522,3036
-1164,10615,2998
-1164,10647,2968
-1164,10783,2959
-1182,11024,2942
-1199,11288,2921
-1174,11438,2893
-1093,11541,2882
-1009,11627,2867
-987,11710,2844
-1036,11734,2801
-1093,11794,2767
-1107,11867,2741
-1093,11878,2729
-1084,11683,2708
-1093,11373,2690
-1115,11023,2669
-1164,10699,2652
-1220,10335,2627
-1234,10025,2613
-1174,9820,2608
-1093,9772,2613
-1063,9738,2600
-1093,9688,2575
-1119,9608,2545
-1093,9604,2537
-1011,9609,2536
-917,9604,2537
-864,9555,2517
-882,9604,2498
-923,9704,2487
-917,9772,2498
-845,9685,2503
-776,9604,2498
-761,9626,2476
-776,9772,2460
-757,9871,2440
-705,9941,2421
-657,10021,2393
-635,10193,2383
-609,10369,2381
-564,10530,2383
-516,10619,2362
-494,10699,2344
-483,10785,2334
-458,10951,2344
-422,11091,2354
-423,11120,2383
-472,10987,2417
-529,10867,2460
-544,10830,2489
-529,10867,2537
-519,10824,2602
-529,10699,2690
-552,10453,2766
-599,10109,2844
-672,9633,2928
-741,9182,3036
-761,8882,3136
-741,8845,3228
-726,8946,3310
-741,9098,3420
-771,9216,3549
-776,9351,3689
-759,9456,3807
-741,9519,3920
-750,9528,4028
-776,9604,4151
-767,9730,4264
-705,9856,4381
-648,9888,4492
-670,9941,4612
-725,10052,4713
-705,10193,4804
-603,10214,4875
-529,10193,4958
-485,10263,5035
-282,10530,5111
263,10778,5166
1128,10699,5227
2184,9965,5282
3315,8593,5342
4333,6873,5379
4831,5391,5419
4395,4581,5453
3033,4633,5496
1323,5323,5516
0,6318,5534
-596,7209,5545
-670,7835,5573
-607,8181,5589
-599,8424,5611
-617,8567,5624
-635,8593,5650
-694,8497,5656
-811,8508,5650
-906,8702,5619
-917,9014,5611
-882,9227,5610
-882,9351,5611
-916,9400,5574
-917,9435,5534
-874,9413,5500
-846,9435,5496
-874,9505,5479
-882,9604,5457
-823,9641,5414
-741,9688,5380
-708,9788,5337
-705,9941,5304
-677,10014,5260
-635,10025,5227
-606,10042,5183
-564,10193,5150
-480,10409,5106
-388,10615,5073
-339,10738,5030
-317,10867,4996
-275,10980,4953
-212,11036,4919
-165,10959,4876
-141,10867,4842
-115,10816,4799
-71,10783,4766
-20,10584,4723
35,10193,4689
100,9669,4644
176,9182,4612
232,8755,4571
247,8424,4535
244,8178,4487
282,8087,4458
367,8076,4433
458,8087,4420
543,8037,4383
670,8003,4343
859,7947,4294
1058,7835,4266
1227,7601,4241
1410,7413,4228
1641,7353,4193
1869,7413,4151
2042,7381,4099
2186,7245,4074
2339,7084,4055
2468,7076,4035
2548,7158,3991
2609,7245,3959
2675,7255,3935
2680,7329,3920
2563,7545,3880
2363,7919,3843
2165,8304,3814
1975,8677,3805
1732,9030,3784
1410,9435,3766
1062,9828,3742
741,10193,3728
453,10468,3704
176,10699,3689
-80,10855,3670
-282,10951,3651
-428,10919,3610
-564,10783,3574
-723,10542,3544
-882,10278,3536
-1013,9979,3518
-1128,9688,3497
-1255,9390,3469
-1375,9182,3459
-1463,9097,3444
-1516,9182,3420
-1559,9319,3376
-1587,9435,3344
-1593,9469,3320
-1587,9519,3305
-1588,9567,3278
-1587,9604,3267
-1563,9573,3264
-1516,9604,3267
-1471,9706,3245
-1446,9856,3228
-1430,9916,3222
-1410,9941,3228
-1378,9955,3213
-1340,10025,3190
-1293,10089,3163
-1234,10193,3151
-1161,10307,3132
-1093,10446,3113
-1036,10554,3088
-987,10699,3075
-933,10863,3054
-882,11036,3036
-832,11104,3012
-776,11120,2998
-707,11153,2978
-635,11288,2959
-587,11402,2931
-564,11373,2921
-562,11170,2918
-564,10951,2921
-561,10759,2903
-564,10530,2882
-578,10111,2856
-599,9604,2844
-636,9185,2834
-705,9014,2844
-750,8936,2849
-705,8845,2844
-632,8787,2814
-635,9014,2806
-550,9416,2817
-71,9604,2844
794,9134,2854
1728,8003,2882
2690,6338,2930
3844,4465,2998
4740,2867,3049
4373,2275,3113
2565,2896,3195
564,4296,3305
-364,5735,3402
-353,6992,3497
-319,8108,3596
-564,9098,3728
-714,9732,3862
-635,10025,3997
-592,10158,4109
-705,10362,4228
-798,10570,4340
-776,10699,4458
-723,10714,4554
-705,10783,4650
-691,10932,4739
-670,11120,4842
-647,11218,4937
-599,11288,5035
-525,11341,5123
-458,11373,5227
-436,11332,5323
-423,11288,5419
-403,11197,5492
-388,10951,5573
-406,10485,5646
-458,10025,5726
-527,9728,5783
-599,9604,5842
-664,9492,5891
-705,9435,5957
-714,9447,6012
-705,9519,6072
-703,9525,6111
-705,9519,6149
-698,9535,6165
-670,9604,6188
-625,9617,6201
-564,9604,6226
-497,9577,6229
-423,9604,6226
-344,9607,6210
-247,9604,6226
-140,9577,6246
-35,9604,6264
63,9619,6243
176,9604,6226
311,9509,6216
458,9435,6226
610,9384,6209
776,9351,6188
965,9236,6157
1164,9098,6149
1359,8973,6130
1552,8930,6111
1751,8889,6068
1939,8845,6034
2089,8753,5989
2186,8677,5957
2257,8607,5913
2327,8593,5880
2388,8563,5836
2398,8508,5803
2340,8375,5760
2222,8256,5726
2047,8186,5670
1798,8256,5611
1496,8418,5539
1199,8677,5496
938,8938,5455
670,9182,5419
356,9310,5355
35,9351,5304
-228,9344,5258
-423,9435,5227
-579,9595,5169
-705,9772,5111
-803,9862,5057
-882,9941,5035
-950,10017,5001
-987,10109,4958
-990,10144,4890
-987,10193,4842
-1007,10261,4799
-1023,10362,4766
-1012,10405,4717
-987,10446,4689
-982,10502,4666
-987,10615,4650
-979,10679,4607
-952,10699,4573
-928,10672,4547
-917,10699,4535
-904,10741,4497
