II,V,PLETH
2534,1649,19041
2713,1855,21628
2204,1649,19193
1970,1598,17956
2204,1814,19346
2357,1989,20207
2204,2011,19498
2052,2032,19050
2093,2110,19650
2120,2144,20050
1983,2110,19803
1885,2082,19652
2204,2077,19955
3158,2051,20165
4738,2011,20107
6773,1999,20025
9035,2011,20107
11158,2002,20196
12560,1945,20260
12568,1825,20263
10908,1616,20260
8061,1306,20226
5068,956,20260
2828,665,20247
1653,528,20260
1310,546,20234
1432,659,20260
1718,784,20242
1983,890,20260
2105,969,20236
2093,1022,20260
2024,1035,20241
1983,1022,20260
1973,1000,20236
1983,989,20260
1983,977,20242
1983,956,20260
1970,919,20234
1983,890,20260
2014,886,20248
2093,923,20260
2159,976,20225
2204,1022,20260
2198,1042,20265
2204,1055,20260
2243,1068,20154
2314,1088,20107
2373,1111,20083
2424,1154,20107
2472,1215,20031
2534,1286,19955
2588,1350,19852
2644,1418,19803
2695,1488,19700
2754,1550,19650
2807,1584,19615
2865,1616,19650
2914,1676,19593
2975,1781,19498
3056,1894,19360
3195,1978,19346
3365,2011,19346
3526,2011,19346
3639,2004,19240
3746,2011,19193
3855,2018,19173
3966,2011,19193
4064,1980,19107
4187,1945,19041
4315,1921,18999
4407,1912,19041
4446,1900,18988
4517,1879,18889
4637,1855,18751
4738,1847,18736
4749,1847,18736
4738,1847,18736
4747,1829,18637
4738,1814,18584
4640,1806,18550
4517,1814,18584
4441,1816,18565
4407,1814,18584
4322,1807,18578
4187,1814,18584
4053,1826,18493
3966,1847,18432
3875,1862,18389
3746,1879,18432
3573,1885,18425
3415,1879,18432
3289,1858,18405
3195,1847,18432
3089,1842,18417
2975,1847,18432
2852,1850,18409
2754,1879,18432
2677,1928,18414
2644,1978,18432
2635,2000,18411
2644,2011,18432
2641,2023,18413
2644,2044,18432
2642,2057,18412
2644,2077,18432
2636,2113,18413
2644,2176,18432
2649,2242,18413
2644,2308,18432
2625,2361,18413
2644,2407,18432
2698,2439,18413
2754,2473,18432
2760,2514,18413
2754,2572,18432
2783,2626,18413
2865,2671,18432
2938,2701,18413
2975,2737,18432
2972,2763,18413
2975,2770,18432
2977,2739,18413
2975,2704,18432
2962,2688,18413
2975,2704,18432
2990,2715,18412
2975,2704,18432
2910,2668,18413
2865,2638,18432
2857,2599,18411
2865,2539,18432
2851,2457,18414
2865,2407,18432
2919,2397,18409
2975,2407,18432
2978,2402,18417
2975,2407,18432
3012,2426,18404
3085,2440,18432
3140,2420,18425
3195,2407,18432
3285,2426,18388
3415,2473,18432
3506,2508,18495
3526,2539,18584
3509,2563,18570
3526,2572,18584
3523,2541,18617
3415,2506,18736
3187,2485,18804
2975,2473,18889
2811,2431,18939
2644,2374,19041
2398,2317,19098
2204,2275,19193
2115,2225,19252
2093,2176,19346
2035,2133,19394
1983,2110,19498
2010,2099,19572
2093,2110,19650
2100,2145,19632
1983,2209,19650
1827,2277,19683
1763,2341,19803
1791,2389,19873
1983,2440,19955
2665,2489,19998
4187,2539,20107
6323,2573,20181
8484,2605,20260
10425,2637,20250
12230,2671,20260
13280,2652,20234
12340,2539,20260
9151,2325,20242
5289,2077,20260
2593,1849,20237
1432,1682,20260
1047,1601,20241
992,1649,20260
1292,1792,20237
1763,1945,20260
1973,2033,20241
1873,2077,20260
1752,2106,20237
1763,2110,20260
1786,2054,20242
1763,1978,20260
1743,1936,20234
1763,1945,20260
1767,1956,20246
1763,1945,20260
1747,1910,20228
1763,1879,20260
1791,1862,20260
1873,1879,20260
1947,1922,20161
1983,1978,20107
1973,2011,20073
1983,2011,20107
2031,1971,20045
2093,1912,19955
2136,1841,19825
2204,1781,19803
2309,1733,19791
2424,1715,19803
2490,1709,19717
2534,1715,19650
2582,1721,19594
2644,1748,19650
2691,1791,19668
2754,1847,19650
2850,1885,19536
2975,1912,19498
3086,1936,19484
3195,1978,19498
3303,2025,19406
3415,2077,19346
3514,2131,19309
3636,2209,19346
3791,2297,19286
3966,2374,19193
4101,2406,19063
4187,2407,19041
4239,2397,19029
4297,2407,19041
4355,2432,18961
4407,2473,18889
4420,2508,18780
4407,2539,18736
4390,2564,18695
4407,2605,18736
4428,2654,18743
4407,2704,18736
4311,2737,18636
4187,2770,18584
4067,2794,18549
3966,2803,18584
3855,2784,18567
3746,2770,18584
3636,2766,18573
3526,2770,18584
3372,2754,18501
3195,2737,18432
3042,2718,18376
2975,2704,18432
2939,2680,18450
2865,2671,18432
2732,2671,18320
2644,2671,18279
2632,2648,18263
2644,2638,18279
2596,2657,18195
2534,2704,18127
2510,2730,18078
2534,2737,18127
