II,V,PLETH,RESP
444,359,470,2359
834,326,505,2537
1197,197,452,2263
1526,121,478,2393
1795,-18,482,2409
1982,-213,475,2373
2070,-444,469,2336
2084,-676,473,2349
2023,-874,477,2363
1897,-1007,475,2344
1729,-1047,472,2321
1489,-978,473,2319
1235,-850,475,2320
912,-678,474,2302
604,-534,473,2283
298,-413,473,2273
27,-357,474,2261
-190,-348,473,2243
-381,-378,473,2225
-507,-432,473,2213
-639,-482,474,2196
-738,-526,473,2178
-840,-509,473,2160
-915,-424,473,2139
-934,-245,474,2121
-770,-36,473,2100
-188,87,473,2082
1153,-92,473,2061
3574,-799,475,2042
7197,-2218,473,2016
11766,-4378,471,1994
16602,-7110,463,1967
20744,-10060,461,1946
23252,-12765,472,1918
23510,-14775,514,1896
21437,-15769,583,1868
17474,-15622,679,1847
12446,-14422,778,1816
7287,-12416,866,1795
2831,-9956,920,1764
-403,-7404,948,1743
-2250,-5074,953,1711
-2922,-3179,953,1690
-2824,-1805,946,1660
-2426,-916,946,1640
-2043,-401,946,1611
-1828,-120,949,1591
-1733,39,947,1562
-1702,156,947,1542
-1641,244,946,1514
-1574,333,949,1494
-1497,402,947,1468
-1439,473,947,1450
-1427,540,947,1428
-1380,598,948,1413
-1390,669,947,1395
-1324,702,947,1382
-1330,754,947,1366
-1279,758,947,1352
-1281,789,946,1335
-1251,780,947,1320
-1241,792,947,1301
-1224,782,948,1284
-1203,786,947,1265
-1185,784,946,1247
-1162,785,947,1227
-1138,784,949,1207
-1116,784,948,1184
-1098,784,943,1161
-1075,784,925,1135
-1052,784,889,1110
-1023,784,827,1083
-990,783,749,1056
-950,776,661,1026
-911,765,584,998
-869,746,521,966
-834,723,485,937
-801,694,467,904
-771,662,467,877
-732,625,467,846
-688,585,472,822
-637,542,472,794
-595,502,476,772
-567,467,471,746
-564,444,474,728
-577,430,472,705
-602,422,477,690
-619,415,472,672
-626,401,470,662
-617,376,465,650
-598,344,474,644
-566,310,499,637
-528,280,557,635
-484,251,640,631
-437,219,742,633
-387,179,837,633
-343,128,910,637
-305,68,947,641
-271,13,956,648
-229,-27,950,654
-179,-55,950,664
-119,-84,972,673
-51,-125,1028,686
24,-181,1115,698
100,-257,1217,712
173,-343,1311,725
249,-429,1381,740
329,-496,1421,752
415,-555,1435,765
504,-609,1431,776
595,-671,1424,788
683,-736,1421,798
766,-821,1421,809
840,-918,1420,820
908,-1031,1421,834
971,-1144,1425,845
1029,-1266,1434,858
1075,-1386,1434,867
1111,-1510,1422,878
1131,-1628,1382,884
1144,-1751,1311,893
1150,-1868,1212,897
1161,-1991,1111,905
1174,-2111,1029,907
1194,-2235,980,912
1212,-2352,947,911
