II,V,PLETH,ABP
-35,323,3952,3721
-47,448,5366,5032
-15,459,5512,5160
38,402,5087,4779
80,352,4895,4628
90,362,5014,4753
84,432,5094,4829
95,496,4967,4718
126,483,4820,4601
160,403,4806,4609
173,342,4857,4670
165,355,4814,4643
149,419,4706,4563
154,488,4651,4533
269,502,4668,4562
680,292,4647,4555
1539,-392,4571,4509
2787,-1639,4506,4480
4177,-3132,4494,4489
5459,-4244,4477,4480
6384,-4431,4424,4452
6534,-3605,4358,4431
5463,-2119,4328,4435
3238,-494,4303,4420
696,821,4269,4405
-1090,1495,4208,4388
-1653,1448,4168,4387
-1358,990,4141,4371
-889,645,4113,4358
-631,644,4054,4342
-569,767,4009,4339
-568,750,3981,4323
-594,671,3957,4312
-662,734,3898,4294
-733,907,3850,4290
-750,996,3822,4277
-738,968,3799,4266
-754,939,3734,4239
-787,953,3674,4218
-792,944,3634,4187
-767,882,3607,4163
-776,836,3548,4133
-820,837,3494,4123
-859,865,3460,4119
-845,873,3441,4133
-803,859,3388,4132
-771,843,3326,4131
-760,828,3273,4115
-759,806,3246,4109
-750,760,3204,4090
-742,698,3162,4077
-753,646,3121,4053
-781,622,3106,4046
-804,616,3087,4040
-804,615,3069,4055
-780,605,3043,4067
-744,579,3039,4100
-714,526,3041,4139
-702,454,3050,4218
-690,389,3046,4322
-648,359,3055,4477
-580,353,3072,4654
-520,331,3111,4863
-471,260,3143,5062
-392,162,3179,5261
-265,80,3213,5430
-139,33,3270,5588
-66,0,3320,5718
-30,-41,3366,5849
27,-86,3401,5966
124,-115,3468,6086
223,-136,3547,6180
288,-173,3620,6269
329,-233,3665,6337
374,-283,3738,6412
432,-289,3834,6474
481,-250,3926,6543
504,-191,3976,6601
505,-136,4043,6678
489,-97,4134,6749
452,-70,4225,6822
403,-41,4267,6864
362,20,4320,6898
342,108,4404,6913
321,177,4501,6934
287,187,4549,6935
256,158,4595,6938
243,139,4662,6925
231,157,4739,6923
197,197,4771,6908
158,228,4802,6900
141,226,4852,6873
151,193,4917,6854
161,170,4943,6817
153,200,4970,6787
136,266,5015,6741
123,306,5085,6706
114,295,5127,6657
107,277,5165,6613
87,301,5199,6546
70,328,5241,6484
45,322,5255,6406
28,283,5269,6338
4,258,5285,6253
-12,263,5318,6178
-12,274,5332,6092
0,282,5350,6023
27,280,5364,5945
66,268,5395,5880
93,244,5410,5805
75,226,5430,5746
31,231,5443,5678
-1,285,5472,5623
-38,410,5488,5558
-80,579,5510,5509
62,633,5522,5452
684,290,5548,5408
1856,-684,5567,5352
3322,-2202,5593,5311
4782,-3763,5602,5266
6032,-4677,5618,5238
6733,-4496,5619,5200
6322,-3266,5625,5171
4520,-1459,5617,5127
1865,290,5625,5092
-507,1417,5628,5041
-1722,1673,5646,4999
-1753,1266,5649,4950
-1229,728,5660,4919
-778,489,5659,4882
-619,570,5666,4856
-633,705,5659,4821
-673,710,5664,4804
-693,635,5659,4783
-707,612,5665,4773
-711,653,5656,4746
-707,677,5663,4725
-704,646,5665,4700
-699,617,5681,4694
-680,631,5682,4683
-649,645,5697,4683
-637,612,5704,4674
-639,553,5721,4672
-658,553,5721,4658
-674,605,5736,4650
-697,633,5744,4629
-709,581,5762,4616
-693,492,5760,4596
-657,453,5774,4590
-626,488,5787,4577
-631,558,5814,4575
-666,621,5822,4561
-681,665,5844,4559
-635,668,5862,4547
-540,595,5893,4541
-451,452,5902,4519
-410,318,5923,4510
-394,256,5940,4496
-351,237,5972,4496
-262,187,5981,4482
-158,87,5999,4477
-66,-30,6017,4465
24,-143,6063,4471
131,-256,6097,4472
239,-368,6137,4492
331,-470,6165,4512
417,-566,6217,4559
515,-667,6256,4612
617,-762,6297,4697
703,-828,6321,4790
766,-851,6381,4904
815,-843,6446,5010
849,-821,6512,5128
862,-791,6546,5234
853,-746,6609,5345
831,-680,6682,5438
795,-591,6754,5538
737,-482,6783,5627
655,-355,6842,5725
566,-233,6925,5805
489,-141,7014,5887
427,-80,7051,5950
371,-19,7111,6015
316,44,7197,6056
273,70,7292,6098
244,32,7329,6122
220,-35,7386,6153
188,-57,7476,6170
164,-8,7586,6190
150,78,7638,6195
158,126,7696,6207
170,136,7774,6203
203,132,7871,6203
236,138,7908,6182
252,141,7949,6166
230,148,8021,6136
188,184,8143,6113
177,226,8230,6073
229,222,8298,6034
294,182,8342,5975
298,173,8400,5920
256,197,8421,5849
249,176,8436,5783
303,91,8434,5704
405,24,8454,5635
688,-59,8456,5555
1405,-464,8461,5491
2618,-1529,8443,5420
4075,-3137,8442,5363
5454,-4578,8429,5297
6489,-5034,8430,5248
6784,-4256,8406,5192
5850,-2687,8389,5145
3659,-993,8353,5085
1027,364,8337,5040
-891,1131,8301,4994
-1526,1203,8269,4964
-1220,776,8214,4920
-714,357,8186,4883
-488,332,8149,4837
-550,601,8112,4810
-676,794,8043,4775
-716,752,7999,4749
-684,617,7958,4709
-659,546,7925,4683
-669,535,7860,4653
-686,518,7821,4634
-684,495,7790,4602
-659,504,7767,4575
-625,533,7703,4540
-593,533,7662,4521
-594,520,7633,4495
-616,545,7609,4475
-644,634,7536,4444
-633,704,7482,4428
-601,694,7447,4408
-577,638,7418,4396
-580,595,7340,4368
-592,555,7283,4349
-581,481,7250,4326
-548,408,7224,4317
-523,401,7134,4297
-514,449,7053,4285
-503,472,6996,4264
-472,428,6957,4255
-420,346,6866,4233
-365,274,6780,4221
-321,221,6716,4204
-281,161,6678,4207
-219,71,6593,4204
-113,-54,6509,4210
30,-199,6437,4202
178,-341,6394,4209
303,-458,6323,4217
410,-540,6259,4252
520,-601,6205,4290
641,-672,6177,4355
754,-774,6120,4427
837,-882,6059,4530
893,-945,5990,4637
945,-939,5946,4758
1002,-901,5889,4867
1038,-872,5840,4983
1025,-844,5787,5084
967,-768,5761,5190
900,-635,5721,5278
855,-503,5672,5374
811,-428,5601,5455
732,-399,5553,5541
612,-379,5500,5609
499,-357,5434,5679
446,-352,5333,5734
450,-349,5257,5789
466,-299,5196,5821
459,-187,5127,5852
436,-68,5010,5870
425,-21,4914,5899
429,-47,4843,5915
426,-75,4780,5934
401,-48,4664,5934
376,3,4554,5935
369,23,4475,5920
388,-5,4429,5908
403,-43,4339,5878
417,-83,4237,5849
416,-103,4156,5804
415,-108,4139,5760
402,-99,4119,5701
393,-107,4081,5648
378,-136,4035,5582
349,-154,4059,5519
331,-161,4109,5437
363,-189,4139,5366
422,-250,4121,5289
430,-298,4171,5229
380,-288,4321,5160
337,-244,4533,5102
322,-231,4703,5039
316,-268,4863,4993
437,-354,5035,4941
938,-597,5215,4900
1932,-1264,5331,4848
3231,-2491,5417,4805
4560,-3934,5511,4751
5742,-4867,5641,4709
6529,-4752,5744,4659
6437,-3628,5817,4627
5075,-1943,5869,4590
2682,-201,5945,4564
190,1124,6015,4527
-1410,1649,6068,4503
-1789,1350,6081,4473
-1383,691,6091,4452
-858,254,6097,4420
-566,229,6107,4400
-476,379,6078,4375
-461,432,6015,4361
-479,366,5935,4334
-527,315,5881,4317
-566,338,5812,4297
-563,371,5693,4289
-541,364,5527,4269
-546,355,5403,4256
-588,399,5302,4235
-629,460,5156,4225
-643,491,4930,4205
-626,480,4742,4193
-619,454,4615,4175
-621,383,4468,4172
-637,271,4223,4162
-653,176,3994,4159
-668,145,3848,4142
-677,130,3731,4131
-667,69,3523,4112
-650,-11,3303,4107
-643,-55,3158,4095
-651,-81,3085,4094
-660,-142,2964,4081
-650,-236,2814,4076
-613,-324,2703,4063
-563,-390,2683,4062
-530,-440,2666,4054
-527,-476,2625,4059
-515,-516,2579,4055
-443,-594,2612,4065
-315,-705,2691,4072
-195,-799,2771,4099
-119,-853,2813,4126
-45,-918,2896,4180
84,-1031,3032,4243
250,-1146,3190,4335
373,-1188,3300,4431
409,-1164,3411,4548
412,-1163,3559,4660
463,-1251,3744,4785
573,-1386,3892,4900
676,-1479,4015,5023
716,-1481,4136,5134
704,-1432,4282,5249
684,-1383,4405,5347
665,-1353,4504,5452
632,-1326,4581,5542
584,-1303,4675,5636
