II,V,ABP,RESP
4585,-474,1778,2999
5082,-439,2015,3413
4408,-343,1817,3050
4144,-375,1783,2880
4585,-425,2049,3118
4925,-351,2296,3265
4937,-262,2436,3169
5001,-295,2657,3122
5113,-343,3054,3237
4926,-288,3492,3313
4585,-245,3905,3288
4569,-334,4330,3282
4937,-409,4794,3339
5260,-313,5230,3372
5290,-147,5606,3373
5172,-59,5910,3388
5113,16,6147,3424
5077,151,6297,3438
4937,229,6379,3441
4713,187,6391,3453
4585,213,6341,3476
4595,421,6222,3484
4585,622,6070,3493
4418,631,5893,3497
4232,572,5722,3510
4138,590,5554,3510
4056,589,5413,3510
3871,487,5293,3499
3703,458,5219,3493
3626,616,5179,3474
3527,769,5181,3459
3273,730,5193,3437
2998,638,5219,3424
2810,661,5234,3406
2645,703,5258,3390
2419,624,5274,3364
2292,556,5297,3339
2358,663,5297,3309
2469,851,5297,3288
2412,921,5276,3262
2292,932,5258,3237
2308,1057,5220,3201
2469,1292,5181,3169
2545,1438,5120,3127
2469,1423,5065,3084
2385,1365,5010,3028
2469,1407,4987,2981
2618,1512,4968,2937
2645,1570,4949,2896
2526,1542,4904,2838
2469,1537,4871,2777
2553,1648,4846,2717
2645,1865,4833,2675
2586,2100,4796,2627
2469,2339,4755,2573
2432,2597,4710,2506
2469,2862,4678,2453
2462,3054,4626,2408
2469,3140,4562,2368
2645,3148,4480,2316
2998,3140,4407,2266
3241,3135,4318,2218
3174,3140,4214,2181
2970,3139,4088,2136
2998,3140,3982,2096
3249,3137,3885,2056
3350,3140,3789,2027
3102,3139,3667,1993
2821,3140,3557,1959
2822,3137,3458,1920
2998,3140,3364,1891
3051,3138,3242,1863
2998,3140,3132,1840
2991,3137,3042,1811
2998,3140,2977,1789
2856,3138,2896,1768
2645,3140,2822,1755
2563,3137,2767,1737
2645,3140,2745,1721
2703,3137,2722,1701
2645,3140,2706,1687
2525,3137,2695,1669
2469,3140,2706,1653
2514,3137,2720,1631
2645,3140,2745,1619
2761,3137,2763,1608
2821,3140,2784,1601
2871,3137,2796,1591
2998,3140,2822,1584
3099,3137,2844,1576
2998,3140,2861,1567
2690,3137,2857,1549
2469,3140,2861,1533
2545,3137,2863,1521
2821,3140,2861,1516
3000,3137,2837,1507
2998,3140,2822,1499
2951,3137,2819,1488
2998,3140,2822,1482
3058,3137,2803,1472
2998,3140,2784,1465
2798,3137,2775,1455
2645,3140,2784,1448
2710,3137,2772,1438
2998,3140,2745,1431
3280,3137,2713,1422
3350,3140,2706,1414
3189,3137,2708,1402
2998,3140,2706,1397
2931,3137,2685,1394
2998,3140,2668,1397
3051,3137,2648,1395
2998,3140,2629,1397
2832,3139,2600,1396
2645,3140,2590,1397
2501,3134,2591,1393
2469,3140,2590,1397
2579,3143,2567,1403
2821,3140,2552,1414
3058,3128,2549,1419
3174,3140,2552,1431
3164,3153,2532,1445
3174,3140,2513,1465
3261,3112,2507,1479
3350,3140,2513,1499
3307,3181,2498,1522
3174,3140,2474,1550
3102,3032,2460,1573
