II,V,ABP,RESP
767,3720,5098,3024
828,4190,5725,3431
677,3660,4997,3024
592,3365,4616,2788
632,3599,4947,2969
653,3747,5127,3084
609,3599,4896,2969
583,3503,4760,2893
609,3599,4896,2969
625,3646,4955,3010
609,3569,4846,2969
597,3522,4789,2963
609,3569,4846,3024
618,3594,4851,3048
609,3569,4795,3024
598,3548,4774,3006
609,3569,4795,3024
628,3588,4778,3047
632,3599,4745,3079
614,3598,4736,3111
609,3599,4745,3134
632,3597,4722,3130
654,3599,4694,3134
655,3593,4677,3151
654,3599,4694,3189
669,3606,4700,3217
677,3599,4694,3244
670,3583,4664,3265
677,3599,4644,3299
704,3636,4629,3325
722,3660,4644,3354
750,3689,4650,3376
857,3811,4644,3409
1043,4004,4609,3435
1218,4174,4593,3464
1359,4315,4590,3485
1534,4537,4593,3519
1685,4723,4566,3548
1534,4537,4543,3574
875,3799,4532,3572
-113,2813,4543,3574
-980,1966,4527,3586
-1421,1331,4492,3628
-1489,685,4449,3664
-1421,-30,4442,3683
-1395,-687,4443,3677
-1421,-1119,4442,3683
-1441,-1309,4411,3704
-1421,-1270,4391,3738
-1404,-1089,4383,3746
-1421,-847,4391,3738
-1444,-591,4373,3723
-1421,-242,4341,3738
-1390,224,4300,3765
-1421,756,4291,3793
-1482,1245,4288,3795
-1421,1694,4291,3793
-1171,2101,4267,3787
-812,2480,4240,3793
-439,2832,4205,3791
-23,3236,4190,3793
457,3683,4179,3788
902,4083,4190,3793
1182,4317,4192,3791
1308,4416,4190,3793
1394,4469,4161,3788
1489,4537,4139,3793
1552,4578,4126,3791
1556,4567,4139,3793
1537,4525,4144,3787
1534,4506,4139,3793
1547,4508,4109,3793
1556,4506,4089,3793
1555,4485,4076,3782
1556,4476,4089,3793
1560,4478,4093,3817
1556,4476,4089,3848
1541,4450,4059,3852
1534,4446,4038,3848
1544,4463,4025,3841
1556,4476,4038,3848
1554,4442,4043,3847
1556,4416,4038,3848
1567,4418,4008,3843
1579,4446,3988,3848
1573,4434,3976,3845
1579,4416,3988,3848
1599,4412,3988,3844
1624,4446,3988,3848
1623,4464,3978,3844
1624,4476,3988,3848
1645,4479,3991,3846
1692,4506,3988,3848
1733,4539,3957,3842
1782,4597,3937,3848
1847,4662,3925,3848
1940,4748,3937,3848
2037,4829,3935,3838
2143,4930,3937,3848
2258,5038,3928,3871
2391,5172,3937,3903
2525,5304,3934,3908
2662,5444,3937,3903
2794,5568,3926,3893
2932,5686,3937,3903
3063,5763,3949,3905
3180,5807,3988,3903
3271,5808,4036,3891
3338,5807,4139,3903
3376,5802,4283,3927
3383,5807,4492,3958
3346,5802,4739,3963
3271,5807,5048,3958
3159,5785,5388,3948
3022,5716,5754,3958
2860,5566,6091,3961
2684,5383,6411,3958
2494,5193,6694,3945
2301,5021,6966,3958
2109,4835,7188,3984
1940,4658,7370,4013
1781,4488,7499,4014
1624,4355,7622,4013
1469,4236,7727,4008
1353,4143,7824,4013
1265,4057,7880,4006
1173,3992,7925,4013
1057,3923,7950,4033
970,3871,7975,4068
927,3818,7975,4077
902,3781,7975,4068
852,3739,7956,4051
812,3720,7925,4068
804,3710,7851,4096
812,3720,7773,4123
791,3718,7690,4122
767,3720,7622,4123
772,3711,7526,4120
812,3720,7420,4123
848,3737,7289,4113
880,3781,7168,4123
