II,V,PLETH,RESP
3861,2510,3855,249
3830,3470,4371,273
2702,3900,3855,231
2099,4181,3568,213
2239,4483,3817,231
2251,4650,3972,236
1930,4662,3817,213
1793,4669,3721,195
1930,4752,3855,196
1927,4820,3970,200
1699,4842,3967,196
1544,4852,3978,188
1544,4886,4079,178
1502,4912,4172,167
1390,4931,4229,160
1381,4937,4287,161
1544,4931,4379,160
1730,4902,4471,151
1776,4886,4566,142
1631,4896,4656,141
1390,4931,4753,142
1200,4956,4841,135
1158,4976,4940,125
1198,4974,5027,120
1235,4976,5127,125
1253,4978,5221,128
1313,5021,5314,125
1387,5083,5373,114
1390,5155,5427,107
1276,5201,5473,105
1158,5245,5539,107
1141,5273,5595,107
1235,5290,5651,107
1385,5280,5687,106
1621,5290,5726,107
1999,5300,5755,107
2471,5290,5801,107
2836,5233,5837,107
2934,5200,5876,107
2794,5199,5891,106
2625,5200,5913,107
2596,5140,5928,108
2702,5066,5950,107
2797,5009,5951,104
2780,4976,5950,107
2679,4914,5930,115
2625,4842,5913,125
2696,4756,5885,127
2857,4662,5876,125
2970,4537,5858,123
2934,4438,5838,125
2757,4379,5792,125
2548,4348,5763,125
2380,4284,5739,124
2239,4214,5726,125
2059,4156,5685,125
1853,4124,5651,125
1695,4077,5621,125
1621,4035,5614,125
1524,4000,5592,124
1313,3990,5576,125
1081,3969,5551,125
1081,3945,5539,125
1385,3888,5514,123
1776,3811,5501,125
1965,3732,5480,127
1930,3721,5464,125
1851,3750,5423,115
1853,3766,5389,107
1845,3730,5358,105
1699,3721,5352,107
1433,3751,5334,106
1235,3766,5314,107
1233,3688,5272,109
1390,3586,5239,107
1535,3531,5198,98
1544,3542,5165,89
1388,3545,5119,87
1158,3542,5090,89
997,3536,5063,88
1004,3542,5052,89
1087,3521,5020,91
1081,3497,4977,89
965,3481,4924,79
927,3497,4903,71
1044,3512,4887,71
1158,3542,4865,71
1087,3577,4805,63
927,3631,4753,53
901,3678,4708,52
1081,3721,4678,53
1311,3731,4632,47
1467,3721,4603,36
1563,3701,4581,31
1699,3721,4566,36
1893,3753,4523,40
2085,3766,4491,36
2164,3732,4467,26
2085,3721,4453,18
1880,3767,4412,16
1699,3855,4379,18
1669,3905,4353,19
1853,3900,4341,18
2146,3854,4302,17
2394,3811,4266,18
2419,3789,4237,19
2239,3811,4229,18
2011,3845,4206,16
1930,3855,4192,18
1974,3828,4181,20
2008,3811,4192,18
1999,3811,4189,14
2085,3811,4192,18
2275,3769,4196,28
2394,3721,4229,36
2357,3663,4262,35
2394,3586,4304,36
2727,3466,4333,44
3320,3362,4379,53
4036,3278,4426,55
4942,3138,4491,53
6137,2779,4544,58
7490,2197,4603,71
8644,1542,4653,83
9266,1031,4715,89
9085,657,4768,94
8030,314,4828,107
6410,-6,4878,125
4864,-45,4940,142
3810,395,4984,152
3166,1255,5015,160
2651,2218,5023,173
2239,3048,5052,196
2017,3642,5089,218
1930,4035,5127,231
1803,4257,5129,238
1621,4393,5127,249
1469,4474,5123,267
1390,4528,5127,285
1355,4544,5108,294
1390,4573,5090,302
1476,4613,5067,317
1544,4662,5052,338
1516,4692,5014,357
1467,4752,4977,374
1458,4853,4935,389
1544,4976,4903,409
1732,5047,4847,428
2085,5066,4790,445
2501,5055,4735,459
2780,5066,4715,480
2769,5098,4698,507
2625,5155,4678,534
2623,5203,4633,553
2857,5245,4603,569
3071,5275,4579,586
3011,5335,4566,605
2754,5403,4538,622
2625,5469,4528,640
2709,5506,4525,658
2780,5559,4528,676
2690,5625,4505,692
2625,5693,4491,712
2729,5707,4484,736
2857,5693,4491,765
2828,5678,4473,786
2780,5693,4453,801
2898,5688,4429,813
3089,5649,4416,836
3095,5582,4392,864
2934,5559,4379,890
2842,5563,4361,906
2934,5559,4341,925
3041,5486,4297,950
3011,5380,4266,978
2912,5259,4244,998
2934,5155,4229,1014
3077,5049,4189,1029
3166,4976,4154,1050
3072,4927,4127,1067
2934,4886,4117,1085
2938,4791,4094,1102
3089,4662,4079,1121
3196,4530,4061,1137
3166,4438,4042,1156
3047,4339,3998,1174
2934,4214,3967,1192
2808,4058,3944,1206
2625,3945,3930,1228
2358,3882,3890,1254
2085,3855,3855,1281
1921,3795,3828,1299
1930,3721,3817,1316
1965,3664,3782,1334
1853,3676,3742,1352
1630,3706,3708,1360
1544,3721,3705,1370
1638,3692,3694,1383
1699,3676,3668,1405
1595,3684,3619,1424
1544,3721,3593,1441
1743,3742,3585,1456
2085,3766,3593,1477
2331,3784,3577,1495
2471,3811,3555,1512
2579,3813,3529,1526
2625,3811,3518,1548
2547,3802,3498,1573
2471,3811,3480,1601
2521,3811,3457,1620
2625,3811,3443,1637
2606,3802,3422,1652
2471,3811,3406,1672
2348,3813,3382,1689
2316,3811,3368,1708
2295,3799,3347,1723
2239,3811,3331,1743
2147,3823,3308,1760
2085,3811,3293,1779
2016,3771,3272,1795
1930,3766,3256,1815
1867,3798,3232,1831
1930,3811,3218,1850
2092,3749,3199,1866
2239,3676,3181,1886
2300,3650,3153,1902
2316,3676,3144,1921
2245,3676,3141,1937
2008,3631,3144,1957
1735,3508,3123,1973
1853,3317,3106,1993
2629,3090,3094,2007
3861,2914,3106,2028
5133,2732,3118,2046
6332,2421,3144,2064
7585,1920,3171,2070
8802,1390,3218,2081
9451,938,3266,2095
9034,538,3331,2117
7631,115,3397,2133
5945,-179,3480,2153
4668,-123,3563,2169
3938,403,3668,2188
3362,1273,3774,2201
2625,2286,3892,2224
1845,3187,3997,2250
1390,3811,4117,2277
1332,4114,4240,2292
1390,4259,4379,2313
1284,4370,4496,2337
1081,4483,4603,2366
973,4540,4691,2382
1004,4573,4790,2402
1052,4608,4881,2425
1081,4662,4977,2455
1120,4700,5063,2472
1235,4752,5165,2491
1441,4819,5258,2512
1776,4886,5352,2544
2115,4914,5421,2564
2316,4931,5501,2580
2358,4953,5586,2590
2471,4976,5689,2615
2748,4972,5769,2642
3011,4976,5838,2669
3021,5007,5888,2683
2857,5066,5950,2704
2750,5108,6005,2727
2780,5155,6063,2758
2776,5212,6099,2775
2625,5290,6138,2793
2403,5344,6157,2807
2316,5380,6175,2829
2467,5382,6170,2844
2780,5380,6175,2864
3033,5368,6172,2880
3089,5380,6175,2900
2996,5399,6154,2912
2934,5424,6138,2935
2965,5413,6112,2959
3011,5380,6100,2989
2983,5327,6075,3005
2934,5290,6063,3024
2959,5235,6041,3039
3089,5155,6025,3060
