II,V,PLETH
1461,19951,7506
1370,22653,8437
835,20109,7369
500,18828,6806
418,20267,7301
235,21102,7580
-104,20267,7233
-368,19718,6995
-522,20267,7164
-712,20603,7248
-939,20267,7096
-1079,20041,7013
-1148,20267,7096
-1247,20385,7113
-1357,20267,7028
-1384,20188,6965
-1357,20267,6960
-1378,20289,6927
-1461,20267,6891
-1509,20246,6884
-1461,20267,6891
-1376,20247,6857
-1357,20267,6823
-1416,20246,6782
-1461,20267,6755
-1427,20247,6706
-1357,20267,6687
-1331,20246,6681
-1357,20267,6687
-1376,20248,6650
-1357,20267,6619
-1308,20243,6600
-1253,20267,6619
-1193,20252,6618
-1148,20267,6619
-1132,20238,6608
-1148,20267,6619
-1159,20260,6614
-1148,20267,6619
-1133,20225,6610
-1148,20267,6619
-1165,20285,6612
-1148,20267,6619
-1116,20135,6611
-1148,20109,6619
-1228,20167,6612
-1253,20267,6619
-1184,20200,6611
-1148,20109,6619
-1231,20049,6613
-1357,20109,6619
-1393,20111,6610
-1357,20109,6619
-1337,20072,6614
-1357,20109,6619
-1364,20101,6607
-1357,20109,6619
-1354,20077,6617
-1357,20109,6619
-1350,20101,6598
-1357,20109,6619
-1374,20071,6649
-1357,20109,6687
-1291,20118,6676
-1253,20109,6687
-1289,19992,6727
-1357,19951,6823
-1378,19982,6894
-1357,20109,6960
-1343,20134,7025
-1357,20109,7164
-1365,20003,7327
-1357,19951,7506
-1349,19900,7655
-1357,19951,7847
-1363,19968,8066
-1357,19951,8324
-1351,19821,8556
-1357,19792,8802
-1336,19840,9037
-1253,19951,9280
-1154,19947,9479
-1148,19951,9689
-1253,19939,9890
-1357,19951,10098
-1346,19857,10263
-1253,19792,10440
-1174,19748,10610
-1148,19792,10781
-1116,19813,10889
-1044,19951,10985
-941,20199,11056
-835,20584,11122
-701,20861,11125
-522,21059,11122
-307,21232,11110
-104,21534,11122
68,21623,11093
209,21217,11054
309,20292,10979
313,19476,10917
201,19109,10836
0,19159,10781
-220,19174,10708
-418,19159,10644
-587,19216,10555
-731,19476,10508
-879,19697,10467
-1044,19792,10440
-1255,19764,10363
-1461,19792,10303
-1574,19804,10249
-1566,19792,10235
-1530,19729,10194
-1566,19792,10167
-1614,19835,10121
-1566,19792,10098
-1473,19718,10052
-1566,20109,10030
-1932,20992,9992
-2296,22009,9962
-2183,22540,9887
-1357,22484,9825
26,21654,9768
1775,19792,9757
3965,16658,9726
6472,12984,9689
8332,9940,9610
8246,8550,9553
6057,8776,9498
3131,10134,9484
958,11975,9450
-209,14092,9416
-901,16190,9342
-1357,18051,9280
-1458,19327,9201
-1357,20109,9143
-1387,20543,9064
-1566,20901,9007
-1639,21109,8950
-1566,21217,8938
-1519,21189,8910
-1566,21217,8870
-1597,21263,8787
-1566,21376,8734
-1514,21391,8689
-1461,21376,8666
-1409,21320,8615
-1357,21376,8597
-1320,21458,8589
-1253,21534,8597
-1181,21519,8557
-1148,21534,8529
-1163,21535,8510
-1148,21534,8529
-1057,21431,8524
-939,21376,8529
-868,21348,8522
-835,21376,8529
-792,21295,8496
-731,21217,8461
-678,21156,8412
-626,21217,8393
-544,21233,8354
-418,21217,8324
-268,21114,8277
-104,21059,8256
84,20932,8219
313,20742,8188
576,20441,8137
835,20267,8120
1033,20215,8110
1148,20267,8120
1229,20203,8089
1357,20109,8051
1560,19988,8001
1775,19951,7983
1919,19863,7950
1983,19792,7915
2054,19682,7860
2192,19634,7847
2346,19537,7843
2401,19476,7847
2350,19417,7806
2296,19476,7779
2302,19495,7762
2296,19476,7779
2215,19391,7755
2088,19476,7710
1958,19642,7649
1775,19792,7642
1485,19763,7644
1148,19792,7642
889,19920,7596
731,20109,7574
570,20121,7565
313,20109,7574
-13,20139,7539
-313,20267,7506
-545,20285,7465
-731,20267,7437
-870,20226,7387
-939,20267,7369
-999,20262,7364
-1148,20267,7369
-1359,20195,7328
-1461,20109,7301
-1405,19966,7289
-1357,19951,7301
-1451,20010,7270
-1566,20109,7233
-1520,20049,7188
-1357,19951,7164
-1282,19875,7119
-1357,19951,7096
-1428,19986,7084
-1357,19951,7096
-1206,19809,7069
-1148,19792,7028
-1235,19854,6974
-1357,19951,6960
-1397,19889,6953
-1357,19792,6960
-1270,19668,6930
-1148,19634,6891
-1034,19633,6838
-1044,19792,6823
-1201,19982,6819
-1357,20109,6823
-1330,19978,6788
-1148,19792,6755
-978,19690,6731
-939,19792,6755
-1014,19841,6765
-1148,19792,6755
-1279,19684,6706
-1357,19792,6687
-1367,19989,6682
-1357,20109,6687
-1353,19998,6649
-1357,19951,6619
-1384,20018,6601
-1461,20109,6619
-1497,19965,6617
-1357,19792,6619
-1082,19713,6608
-939,19792,6619
-1083,19839,6613
-1357,19951,6619
-1497,20056,6610
-1461,20109,6619
-1384,19981,6612
-1357,19951,6619
-1358,20076,6593
-1357,20267,6550
-1328,20227,6466
-1253,20109,6414
-1161,20036,6388
-1148,20109,6414
-1215,20116,6433
-1253,20109,6482
-1196,20073,6550
-1148,20109,6687
-1218,20093,6841
-1357,20109,7028
-1419,20095,7209
-1357,20109,7437
-1242,20023,7688
-1148,19951,7983
-1082,19888,8255
-1044,19951,8529
-1060,20018,8784
-1148,20109,9075
-1240,20108,9353
-1253,20109,9621
-1190,20075,9827
-1148,20109,10030
-1160,20099,10225
-1148,20109,10440
-1030,20108,10599
-835,20267,10713
-626,20531,10770
-418,20901,10849
-194,21174,10921
0,21376,10985
122,21431,10986
209,21376,10985
352,20972,10976
522,20267,10985
551,19489,10952
313,19159,10917
-60,19210,10868
-313,19317,10849
-373,19182,10810
-418,19159,10781
-632,19419,10714
-939,19792,10644
-1169,19875,10551
-1253,19792,10508
-1296,19732,10472
-1357,19792,10440
-1333,19779,10356
-1148,19792,10303
-969,19841,10261
-1044,19951,10235
-1273,19960,10156
-1357,20109,10098
-1365,20570,10053
-1670,21376,10030
