II,V,PLETH
-970,1069,-1425
-1048,1163,-1508
-941,1057,-1309
-997,1124,-1357
-1005,1135,-1328
-991,1117,-1264
-977,1094,-1195
-982,1091,-1156
-988,1088,-1118
-982,1071,-1063
-975,1057,-1008
-977,1057,-969
-982,1061,-932
-980,1058,-882
-980,1058,-831
-984,1064,-786
-987,1070,-742
-988,1068,-700
-988,1061,-664
-989,1053,-639
-989,1039,-617
-988,1023,-599
-989,1011,-587
-988,1008,-575
-989,1012,-566
-987,1017,-556
-986,1023,-548
-981,1027,-538
-979,1028,-531
-975,1023,-526
-975,1021,-527
-975,1018,-531
-979,1018,-541
-981,1012,-552
-986,1009,-567
-985,1003,-577
-987,1002,-589
-983,997,-593
-983,999,-598
-979,997,-597
-979,1001,-598
-974,997,-595
-974,1000,-594
-967,997,-585
-967,1000,-577
-964,997,-562
-966,1000,-552
-963,998,-543
-964,998,-545
-961,992,-552
-961,988,-568
-959,977,-585
-960,971,-606
-960,963,-624
-961,961,-644
-958,957,-662
-956,958,-681
-953,957,-700
-952,959,-722
-952,957,-746
-953,956,-774
-953,952,-804
-953,946,-837
-950,938,-867
-949,930,-896
-946,923,-918
-945,918,-938
-942,922,-951
-937,935,-962
-923,962,-967
-900,1010,-974
-862,1081,-980
-814,1180,-993
-757,1297,-1004
-705,1435,-1021
-657,1578,-1035
-622,1721,-1054
-585,1839,-1070
-547,1925,-1095
-492,1957,-1123
-432,1924,-1164
-365,1808,-1206
-318,1624,-1257
-291,1382,-1307
-298,1121,-1361
-320,865,-1408
-360,653,-1453
-395,495,-1490
-434,399,-1522
-468,353,-1543
-514,360,-1558
-573,408,-1563
-654,495,-1560
-746,599,-1545
-845,704,-1520
-933,787,-1482
-1005,836,-1427
-1050,841,-1354
-1079,825,-1260
-1092,787,-1147
-1101,756,-1020
-1106,724,-883
-1108,708,-740
-1110,696,-593
-1103,689,-438
-1103,695,-277
-1090,683,-106
-1091,698,70
-1076,678,248
-1081,709,420
-1067,690,587
-1068,723,741
-1057,703,888
-1063,762,1022
-1081,856,1148
-1135,1131,1261
-1228,1600,1366
-1352,2306,1456
-1482,3192,1535
-1560,4119,1598
-1535,4929,1651
-1337,5395,1687
-922,5331,1716
-239,4546,1732
718,2946,1746
1938,503,1754
3342,-2675,1769
4814,-6394,1780
6177,-10353,1800
7263,-14224,1817
7923,-17630,1839
8092,-20217,1856
7775,-21659,1877
7065,-21749,1894
6083,-20432,1918
