II,V,ABP,RESP
337,2583,4794,94
257,2963,5416,123
120,2583,4761,132
118,2318,4411,139
192,2482,4727,150
194,2687,4909,160
144,2651,4693,169
169,2539,4546,186
240,2550,4659,207
227,2624,4721,221
144,2651,4626,226
222,2660,4558,231
673,2753,4592,244
1500,2890,4588,258
2548,2855,4524,263
3647,2408,4482,261
4591,1530,4491,263
5040,431,4486,272
4591,-612,4457,282
3138,-1449,4417,284
1130,-2006,4389,282
-621,-2226,4364,282
-1538,-2040,4356,282
-1681,-1478,4337,276
-1538,-680,4322,263
-1492,84,4298,251
-1538,646,4288,244
-1493,1060,4270,238
-1298,1530,4254,226
-1047,2061,4218,207
-817,2482,4187,188
-611,2693,4156,170
-433,2855,4153,150
-316,3076,4152,125
-264,3263,4153,94
-234,3292,4133,64
-192,3263,4119,38
-178,3282,4099,11
-216,3297,4085,-19
-288,3210,4060,-50
-313,3127,4052,-75
-280,3211,4047,-94
-240,3433,4052,-113
-228,3588,4034,-138
-216,3569,4018,-169
-200,3464,3996,-198
-240,3399,3984,-226
-334,3365,3961,-253
-385,3297,3950,-282
-347,3223,3943,-310
-313,3263,3950,-338
-341,3393,3937,-366
-361,3467,3917,-395
-323,3438,3886,-423
-313,3467,3883,-451
-373,3598,3882,-478
-385,3671,3883,-507
-257,3589,3859,-537
-96,3535,3849,-564
-35,3587,3843,-584
-24,3569,3849,-601
51,3387,3830,-619
168,3297,3815,-639
249,3432,3801,-657
313,3535,3815,-677
424,3370,3824,-695
553,3161,3849,-714
630,3144,3878,-732
673,3195,3950,-752
746,3117,4053,-771
841,3059,4220,-789
896,3129,4420,-800
889,3127,4659,-808
854,2917,4908,-816
817,2787,5200,-827
777,2910,5501,-837
721,3025,5807,-846
641,2888,6077,-853
529,2753,6348,-865
394,2835,6604,-875
264,2923,6854,-883
166,2785,7060,-884
96,2685,7259,-883
29,2887,7446,-882
-48,3195,7631,-883
-107,3274,7764,-883
-120,3229,7867,-883
-115,3294,7926,-882
-144,3399,7968,-883
-197,3309,7970,-883
-192,3127,7968,-883
-108,3124,7959,-882
-24,3331,7968,-883
4,3471,7964,-883
24,3399,7968,-883
78,3255,7962,-882
120,3263,7968,-883
114,3403,7953,-882
120,3501,7934,-883
183,3468,7885,-882
240,3433,7833,-883
228,3479,7760,-882
192,3535,7698,-883
186,3494,7624,-882
168,3433,7563,-883
101,3428,7479,-882
48,3433,7394,-883
75,3365,7286,-882
120,3297,7192,-883
96,3271,7086,-882
24,3229,6989,-883
-20,3145,6867,-882
-24,3161,6753,-883
-11,3277,6626,-882
24,3297,6516,-883
55,3124,6392,-882
24,2991,6280,-883
-85,3045,6162,-883
-168,3127,6077,-883
-182,3093,5998,-882
-192,3093,5942,-883
-255,3202,5879,-883
-313,3195,5841,-883
-298,2947,5801,-882
-264,2753,5774,-883
-296,2846,5729,-884
-385,3025,5706,-883
-436,3018,5683,-881
-433,2957,5672,-883
-457,3029,5635,-885
-529,3127,5605,-883
-445,3093,5565,-879
48,3093,5537,-883
974,3230,5493,-890
2139,3229,5470,-883
3399,2739,5448,-851
4591,1870,5436,-808
5214,944,5397,-768
4591,136,5368,-733
2694,-528,5343,-695
457,-884,5335,-658
-1036,-830,5300,-623
-1538,-476,5267,-583
-1551,-16,5235,-530
-1538,544,5233,-470
-1557,1175,5221,-413
-1538,1734,5200,-357
-1514,2118,5156,-294
-1538,2482,5132,-226
-1574,2933,5112,-159
-1538,3365,5098,-94
-1378,3592,5060,-24
-1130,3671,5031,56
-908,3745,5005,137
-817,3841,4997,207
-828,3863,4976,269
-817,3841,4963,338
-750,3869,4943,416
-697,3977,4929,489
-711,4052,4892,547
-721,4011,4862,601
-689,3876,4834,664
-673,3739,4828,733
-718,3647,4810,795
-769,3603,4794,846
-762,3608,4769,891
-745,3705,4761,940
-775,3873,4744,988
-817,4011,4727,1034
-809,4006,4688,1073
-793,3875,4659,1109
-840,3693,4633,1143
-938,3569,4626,1184
-1011,3597,4606,1226
-1034,3841,4592,1259
-1017,4136,4567,1278
-962,4215,4558,1297
-871,4009,4538,1322
-793,3773,4524,1353
-769,3663,4496,1376
-769,3603,4491,1391
-728,3532,4484,1399
-625,3603,4491,1410
-503,3781,4481,1418
-409,3773,4491,1428
-339,3453,4499,1436
-264,3161,4524,1447
-176,3150,4541,1457
-96,3229,4592,1466
-33,3123,4668,1467
24,2991,4794,1466
83,3063,4939,1462
120,3195,5132,1466
125,3029,5351,1473
120,2617,5605,1485
144,2384,5849,1487
192,2583,6111,1485
239,2921,6373,1479
264,2991,6651,1485
274,2778,6897,1495
264,2651,7124,1504
221,2744,7321,1501
144,2821,7529,1504
73,2706,7714,1511
48,2617,7867,1522
71,2706,7939,1523
96,2787,7968,1522
79,2674,7962,1526
24,2583,7968,1541
-22,2694,7963,1552
-24,2821,7968,1560
4,2769,7961,1564
24,2753,7968,1579
24,2945,7962,1597
24,3127,7968,1616
29,3070,7961,1625
24,2991,7968,1635
12,3104,7962,1644
24,3229,7968,1654
65,3139,7961,1659
96,3025,7968,1673
91,3084,7961,1691
72,3161,7968,1710
57,3062,7961,1719
24,2991,7968,1729
-29,3152,7953,1739
-48,3365,7934,1748
-3,3346,7873,1746
48,3195,7799,1748
35,3130,7695,1755
-24,3127,7597,1767
-54,3041,7477,1767
-24,2957,7360,1767
19,2983,7220,1766
24,3025,7090,1767
-11,2934,6949,1756
-48,2821,6820,1748
-63,2847,6675,1744
-48,2991,6550,1748
-33,3108,6430,1741
-24,3161,6348,1729
-22,3146,6268,1715
0,3025,6213,1710
38,2835,6150,1703
48,2753,6111,1692
22,2861,6068,1671
0,2991,6044,1654
-1,2915,6004,1634
-24,2685,5976,1616
-47,2550,5934,1594
-24,2651,5909,1579
-35,2826,5870,1562
-168,2889,5841,1541
-167,2878,5798,1510
409,2991,5774,1485
1549,3174,5737,1465
2740,3093,5706,1447
3708,2487,5659,1417
4591,1530,5639,1391
5161,574,5619,1370
4591,-170,5605,1353
2608,-706,5563,1325
240,-986,5537,1297
-1206,-945,5515,1275
-1538,-578,5503,1259
-1486,5,5464,1234
-1538,714,5436,1203
-1597,1410,5412,1171
-1538,1972,5402,1146
-1488,2374,5366,1118
-1538,2753,5335,1090
-1575,3132,5307,1060
-1466,3399,5301,1034
-1222,3500,5271,1005
-962,3603,5233,977
-794,3783,5185,947
-745,3909,5166,921
-741,3857,5147,893
-697,3773,5132,865
-633,3790,5093,833
-601,3841,5065,808
-607,3808,5037,787
-577,3773,5031,771
-498,3813,5012,751
-433,3841,4997,733
-428,3784,4972,714
-457,3773,4963,695
-456,3885,4944,673
-433,3977,4929,658
-427,3906,4904,648
-457,3807,4896,639
-502,3826,4879,621
-553,3909,4862,601
-593,3922,4822,587
-601,3943,4794,583
-580,4065,4769,576
-577,4215,4761,564
-607,4210,4738,549
-625,4079,4727,545
-590,3980,4706,546
-529,4011,4693,545
-478,4073,4664,535
-433,4079,4659,526
-371,4022,4656,523
-313,3977,4659,526
-276,3936,4634,525
-240,3875,4626,526
-183,3794,4628,532
-120,3773,4659,545
-72,3795,4688,556
-24,3773,4761,564
34,3652,4871,570
72,3535,5031,583
68,3478,5196,599
48,3433,5402,620
39,3333,5635,639
24,3263,5909,658
-7,3273,6173,675
-24,3297,6449,695
-15,3227,6705,715
-24,3127,6955,733
-74,3073,7179,748
-120,3059,7428,771
-113,3027,7669,798
-72,3025,7867,827
-42,3058,7950,846
-24,3059,7968,865
2,2986,7957,887
24,2957,7968,921
21,3012,7966,952
24,3059,7968,977
65,3014,7959,1000
144,2991,7968,1034
189,3067,7963,1074
168,3161,7968,1109
119,3180,7960,1128
120,3195,7968,1146
174,3265,7962,1170
192,3297,7968,1203
155,3208,7961,1231
144,3127,7968,1259
190,3183,7961,1286
192,3297,7968,1316
137,3274,7962,1336
120,3127,7968,1353
122,3036,7960,1369
96,3127,7968,1391
405,3280,7962,1411
1563,3297,7968,1428
3305,3045,7960,1438
4591,2550,7968,1447
4877,1866,7948,1455
4591,1054,7901,1466
3998,166,7789,1474
2596,-612,7664,1485
349,-1037,7522,1494
-1538,-918,7394,1504
-2004,-322,7241,1505
-1538,476,7090,1504
-1308,1110,6927,1499
-1538,1428,6786,1504
-1669,1562,6640,1506
-1538,1802,6516,1504
-1475,2201,6397,1491
-1538,2583,6314,1485
-1446,2802,6234,1484
-1130,2957,6179,1485
-823,3124,6117,1475
-673,3229,6077,1466
-622,3207,6034,1457
-601,3195,6010,1447
-599,3260,5971,1427
-577,3297,5942,1410
-508,3244,5900,1398
-409,3263,5875,1391
-343,3398,5836,1372
-337,3433,5807,1353
-376,3259,5764,1340
-433,3127,5740,1334
-481,3227,5705,1319
-529,3365,5672,1297
-573,3307,5615,1272
-601,3195,5571,1259
-614,3239,5527,1250
-649,3365,5503,1240
-725,3399,5466,1222
-817,3433,5436,1203
-877,3582,5396,1183
-889,3739,5368,1165
-859,3736,5328,1145
-793,3671,5301,1128
-713,3687,5262,1109
-649,3739,5233,1090
-600,3690,5190,1067
-529,3603,5166,1052
-421,3582,5142,1044
-313,3603,5132,1034
