II,V,PLETH,RESP
4782,-4167,3057,-326
5379,-5840,4149,-298
3914,-5757,4266,-304
1964,-4332,3953,-633
798,-2724,3827,-1280
340,-1656,3939,-1865
8,-1052,4018,-2006
-261,-628,3939,-1652
-147,-364,3844,-1100
349,-303,3850,-705
773,-265,3901,-621
779,-93,3878,-738
519,64,3805,-867
342,9,3771,-911
320,-142,3788,-916
289,-154,3775,-951
202,-51,3725,-1030
145,-25,3690,-1096
109,-102,3697,-1119
7,-146,3693,-1134
-122,-121,3662,-1208
-161,-102,3621,-1310
-110,-114,3605,-1364
-99,-86,3585,-1364
-149,-16,3564,-1411
-181,56,3528,-1519
-130,86,3502,-1592
-35,99,3477,-1584
40,126,3466,-1614
92,178,3441,-1725
167,227,3417,-1817
249,241,3392,-1810
264,208,3397,-1822
178,154,3402,-1931
93,104,3404,-2036
118,62,3393,-2034
244,11,3417,-2034
368,-46,3456,-2132
447,-99,3489,-2243
534,-147,3495,-2250
677,-207,3534,-2242
826,-288,3606,-2319
902,-364,3685,-2424
897,-399,3722,-2439
898,-398,3779,-2430
987,-417,3871,-2488
1151,-503,3979,-2579
1307,-629,4043,-2603
1404,-724,4107,-2597
1460,-759,4196,-2637
1502,-778,4310,-2711
1507,-825,4386,-2740
1434,-874,4451,-2741
1308,-872,4524,-2766
1202,-803,4619,-2826
1139,-702,4688,-2862
1056,-603,4744,-2871
885,-524,4792,-2878
655,-471,4857,-2912
473,-438,4905,-2940
409,-399,4946,-2955
431,-338,4970,-2956
455,-267,5002,-2977
418,-203,5024,-3004
323,-146,5047,-3026
213,-88,5052,-3019
132,-37,5055,-3011
92,7,5046,-3008
62,54,5046,-3018
-17,94,5034,-3017
-154,99,5023,-3024
-279,76,4999,-3036
-291,82,4989,-3056
-207,154,4974,-3053
-154,254,4961,-3038
-225,319,4932,-3017
-356,329,4919,-3016
-428,317,4906,-3015
-403,299,4895,-3013
-342,266,4865,-2999
-304,204,4851,-3000
-322,126,4840,-3000
-399,52,4829,-2996
-486,-8,4791,-2974
-493,-56,4767,-2966
-384,-101,4750,-2966
-214,-142,4733,-2964
-76,-154,4684,-2936
25,-129,4646,-2917
122,-83,4621,-2913
248,-77,4603,-2917
311,-96,4552,-2901
233,-99,4512,-2892
103,-71,4487,-2893
120,-67,4469,-2894
305,-96,4415,-2870
475,-99,4366,-2854
566,-53,4331,-2852
687,-11,4307,-2854
784,28,4250,-2829
655,182,4191,-2809
417,526,4142,-2804
470,947,4110,-2806
839,1219,4055,-2778
1108,1148,4001,-2747
1341,565,3954,-2729
2353,-662,3928,-2727
4501,-2429,3886,-2709
6643,-4251,3845,-2694
7066,-5463,3803,-2685
5336,-5642,3781,-2682
2742,-4845,3747,-2660
868,-3512,3703,-2634
145,-2176,3641,-2613
-27,-1193,3595,-2607
-154,-626,3554,-2587
-135,-330,3527,-2555
159,-139,3495,-2518
424,14,3477,-2504
333,128,3465,-2492
53,202,3466,-2472
-70,246,3457,-2447
-67,259,3457,-2451
-190,244,3454,-2440
-408,223,3461,-2383
-482,212,3456,-2329
-377,211,3459,-2366
-294,201,3457,-2374
-307,178,3458,-2099
-328,153,3444,-1481
-276,115,3438,-887
-207,84,3429,-754
-135,61,3425,-1152
-52,63,3404,-1725
63,61,3387,-2114
182,46,3369,-2204
280,26,3362,-2128
359,14,3340,-2042
426,-8,3319,-2031
443,-48,3297,-2047
391,-90,3294,-2031
354,-110,3283,-1975
478,-109,3269,-1944
758,-100,3246,-1948
1012,-90,3249,-1943
1117,-104,3259,-1890
1163,-174,3265,-1839
1276,-283,3252,-1823
1408,-368,3266,-1824
1457,-399,3301,-1798
1468,-426,3346,-1770
1565,-490,3366,-1762
1739,-565,3402,-1762
1838,-606,3462,-1733
1751,-624,3542,-1692
1520,-657,3595,-1669
1282,-695,3649,-1667
1149,-711,3719,-1648
1119,-704,3819,-1616
1061,-689,3902,-1588
854,-655,3977,-1580
548,-588,4046,-1570
333,-510,4140,-1551
292,-456,4226,-1524
302,-435,4301,-1512
203,-418,4354,-1507
21,-385,4423,-1497
-95,-337,4495,-1476
-84,-281,4565,-1464
-52,-213,4605,-1459
-111,-133,4642,-1452
-243,-54,4677,-1428
-310,3,4720,-1414
-225,45,4736,-1411
-39,98,4741,-1405
91,170,4741,-1376
87,235,4759,-1354
13,274,4761,-1352
2,297,4744,-1358
80,312,4702,-1348
154,298,4677,-1341
138,233,4653,-1342
66,134,4624,-1338
38,39,4571,-1311
100,-26,4538,-1291
220,-53,4515,-1291
354,-42,4491,-1291
484,3,4433,-1266
589,47,4386,-1243
605,50,4355,-1241
495,12,4329,-1244
340,-33,4270,-1223
273,-44,4218,-1203
297,-12,4183,-1202
285,30,4161,-1204
169,51,4109,-1181
71,38,4065,-1158
84,38,4034,-1152
143,64,4018,-1154
124,97,3974,-1135
36,84,3932,-1112
-24,36,3900,-1103
-20,7,3882,-1104
-5,27,3839,-1089
-26,52,3791,-1067
-70,39,3746,-1054
-111,55,3719,-1053
-171,259,3677,-1043
-264,725,3635,-1031
-315,1289,3594,-1023
-246,1641,3572,-1022
-109,1544,3538,-1009
153,910,3494,-985
