II,V,PLETH,ABP
78,-202,879,4816
88,-224,918,5172
84,-211,781,4608
93,-234,807,4865
99,-247,790,4891
101,-254,758,4818
101,-253,726,4751
98,-245,718,4787
90,-227,710,4828
76,-200,691,4801
57,-169,669,4767
36,-139,655,4774
15,-111,641,4789
-4,-83,619,4771
-18,-55,597,4757
-28,-32,579,4764
-31,-12,560,4771
-30,1,538,4766
-23,4,514,4762
-11,2,493,4768
3,-5,467,4764
17,-8,440,4757
28,-10,411,4756
36,-6,381,4749
40,-1,350,4749
41,-2,317,4743
43,-10,284,4745
46,-29,251,4739
51,-55,217,4741
57,-86,184,4733
69,-114,150,4736
92,-133,117,4725
134,-133,83,4728
197,-111,50,4714
276,-77,16,4718
356,-62,-16,4702
416,-109,-51,4708
432,-257,-83,4693
389,-512,-117,4703
284,-833,-150,4689
133,-1139,-184,4699
-36,-1335,-217,4680
-184,-1353,-251,4688
-283,-1181,-284,4668
-315,-869,-318,4678
-284,-504,-352,4663
-208,-177,-388,4675
-114,54,-424,4665
-25,174,-463,4677
44,205,-502,4666
90,188,-542,4673
115,159,-581,4660
125,139,-622,4664
125,132,-662,4652
121,132,-704,4655
117,129,-743,4646
117,117,-782,4650
121,95,-820,4642
132,68,-861,4644
143,34,-904,4636
156,2,-952,4636
166,-30,-1002,4628
177,-59,-1054,4627
186,-81,-1100,4620
194,-95,-1141,4620
200,-95,-1175,4614
203,-84,-1205,4616
203,-60,-1231,4607
203,-26,-1258,4607
206,12,-1284,4595
213,53,-1313,4596
224,94,-1339,4586
239,134,-1371,4593
254,176,-1400,4588
269,220,-1435,4600
283,265,-1469,4593
299,310,-1511,4605
316,352,-1550,4595
334,392,-1596,4607
351,431,-1639,4598
363,474,-1688,4618
369,522,-1731,4615
370,571,-1780,4647
366,618,-1821,4655
364,655,-1866,4700
364,678,-1902,4722
369,683,-1939,4779
374,671,-1964,4811
377,645,-1987,4869
373,607,-1996,4900
362,562,-1999,4949
345,512,-1990,4970
325,462,-1969,5006
303,413,-1928,5020
282,368,-1872,5050
261,324,-1805,5063
240,282,-1737,5089
221,238,-1673,5103
204,193,-1620,5128
191,149,-1571,5141
183,107,-1514,5162
177,71,-1434,5173
170,43,-1326,5190
158,25,-1194,5197
142,15,-1043,5209
125,10,-881,5215
111,8,-714,5227
103,7,-547,5231
100,9,-378,5242
98,14,-209,5243
95,26,-38,5251
87,43,127,5245
78,65,291,5250
69,87,449,5242
62,105,603,5247
59,112,745,5237
57,106,882,5243
55,86,1006,5229
52,55,1123,5232
50,18,1228,5212
51,-17,1328,5214
54,-47,1418,5189
58,-70,1501,5192
61,-88,1574,5167
65,-103,1641,5173
68,-118,1699,5148
72,-131,1755,5155
76,-139,1803,5130
78,-139,1850,5134
76,-127,1890,5107
69,-106,1929,5105
58,-79,1961,5077
47,-51,1992,5073
38,-27,2019,5046
33,-8,2046,5039
32,6,2068,5014
35,16,2090,5006
