II,V,PLETH,RESP
1998,-882,6165,619
2544,-1354,8378,840
2350,-1572,8684,866
1910,-1515,8175,809
1693,-1315,8047,791
1647,-1173,8362,818
1460,-1214,8606,837
1095,-1329,8553,823
819,-1291,8482,806
758,-1064,8581,808
721,-869,8752,820
536,-854,8788,820
344,-885,8767,813
345,-789,8831,814
439,-633,8981,823
355,-600,9055,824
48,-700,9070,816
-250,-761,9114,811
-349,-682,9213,814
-281,-529,9266,816
-192,-420,9298,815
-176,-421,9344,816
-240,-516,9425,821
-349,-613,9460,820
-413,-605,9515,817
-364,-460,9588,813
-203,-272,9686,814
-42,-147,9732,814
-9,-101,9794,811
-122,-74,9862,801
-235,-21,9944,795
-185,65,9970,794
7,140,10016,796
122,129,10076,795
-13,-7,10160,796
-303,-194,10191,796
-484,-287,10233,796
-419,-235,10275,791
-230,-131,10338,790
-97,-77,10351,791
-30,-55,10384,790
96,-5,10431,783
317,44,10516,779
503,2,10558,779
522,-144,10600,779
398,-286,10626,771
252,-325,10673,767
127,-294,10681,769
-45,-308,10699,769
-300,-385,10705,755
-552,-413,10742,739
-688,-283,10751,730
-703,-4,10773,730
-665,360,10779,728
-611,744,10812,730
-524,1039,10823,734
-401,1117,10849,736
-255,989,10850,722
-86,831,10869,702
95,752,10862,686
227,656,10872,682
243,434,10858,680
153,185,10868,678
49,91,10859,675
19,163,10873,673
53,230,10860,668
57,167,10858,659
-57,11,10825,647
-279,-135,10816,642
-507,-242,10793,640
-636,-338,10798,633
-644,-399,10784,619
-567,-370,10796,613
-501,-228,10787,611
-476,-117,10790,604
-488,-103,10757,583
-492,-169,10745,569
-463,-235,10721,568
-437,-326,10725,571
-447,-383,10708,565
-498,-309,10719,559
-500,-145,10713,561
-375,-83,10719,557
-191,-93,10687,539
-137,82,10675,524
-345,465,10652,523
-743,715,10651,524
-1079,646,10617,512
-976,346,10602,501
8,-439,10577,502
2106,-2421,10578,502
4907,-5766,10556,485
7297,-9389,10565,468
8056,-11807,10564,465
6655,-12501,10575,467
3563,-12020,10537,457
-62,-11003,10508,445
-2926,-9588,10465,443
-4175,-7747,10450,444
