II,V,PLETH,RESP
140,-527,1855,684
70,-821,2501,945
-25,-930,2561,973
-9,-892,2363,881
113,-871,2274,828
213,-929,2318,846
207,-934,2355,865
134,-747,2318,834
89,-453,2279,786
109,-296,2289,767
161,-399,2335,775
192,-622,2360,768
171,-718,2378,739
93,-594,2412,717
0,-402,2470,716
-5,-374,2525,716
141,-551,2599,700
332,-710,2691,678
370,-602,2787,670
227,-261,2866,672
90,24,2980,668
91,60,3127,650
158,-77,3264,636
195,-212,3354,636
260,-287,3483,651
405,-296,3660,661
506,-185,3827,663
420,85,3923,661
233,358,4038,666
172,387,4212,670
293,121,4388,674
404,-145,4484,674
335,-109,4575,674
172,154,4717,672
123,295,4877,674
211,216,4962,674
257,175,5022,675
170,324,5112,675
90,428,5229,683
147,273,5291,690
252,32,5321,685
250,-21,5359,670
181,27,5423,664
197,-102,5455,667
314,-440,5463,665
390,-756,5462,651
333,-926,5486,643
202,-1049,5495,648
99,-1248,5490,647
54,-1481,5463,622
50,-1611,5454,592
104,-1558,5443,580
233,-1355,5429,579
363,-1097,5386,571
369,-903,5349,563
233,-879,5312,562
87,-1012,5284,563
31,-1094,5232,546
38,-926,5181,519
83,-671,5130,499
212,-726,5096,494
381,-1147,5045,487
406,-1472,4989,470
231,-1325,4926,448
70,-924,4884,437
119,-726,4833,437
282,-804,4771,439
330,-859,4685,436
233,-709,4624,433
146,-456,4568,429
154,-270,4507,418
196,-183,4416,399
205,-149,4346,387
193,-92,4293,386
195,36,4243,383
219,212,4158,368
260,316,4089,356
322,235,4041,356
398,-5,4001,354
441,-222,3924,338
405,-246,3856,325
301,-96,3812,326
207,59,3782,323
188,132,3713,303
224,218,3639,283
243,414,3584,281
226,623,3565,285
209,674,3535,279
231,503,3513,273
288,199,3499,276
347,-114,3510,274
355,-272,3510,255
285,-169,3513,235
186,86,3513,230
139,205,3528,232
156,78,3533,224
178,-116,3542,213
199,-209,3544,211
276,-266,3555,212
378,-346,3559,202
378,-350,3569,187
238,-249,3573,178
105,-269,3583,178
88,-590,3584,177
112,-1073,3590,173
76,-1509,3588,169
32,-1868,3591,168
125,-2265,3586,167
307,-2583,3589,168
379,-2574,3587,170
227,-2167,3592,171
20,-1673,3586,165
-24,-1393,3583,152
105,-1271,3572,139
193,-1077,3570,134
152,-944,3561,135
113,-1234,3557,138
236,-1881,3545,138
494,-2296,3543,137
810,-2178,3535,136
1132,-1833,3528,136
1279,-1322,3508,137
846,77,3499,139
-427,2933,3486,137
-2213,6517,3476,129
-3724,9227,3454,114
-4362,10042,3443,103
-4198,9186,3432,102
-3799,7577,3422,106
-3685,6065,3394,107
-3940,5062,3374,105
-4300,4523,3357,103
-4517,4147,3344,106
-4584,3747,3313,107
-4585,3312,3291,105
-4460,2774,3274,103
-4046,1988,3263,104
-3347,1050,3233,103
-2605,314,3209,96
-2058,-22,3192,88
-1698,-160,3182,94
-1359,-301,3153,112
-958,-321,3128,124
-569,-8,3109,124
-272,497,3100,125
-55,821,3075,136
113,824,3056,145
216,676,3043,144
205,608,3039,145
117,621,3019,155
41,655,3003,159
65,678,2989,150
