II,V,ABP,RESP
5090,4608,6883,1265
5471,4757,7795,1460
4421,4022,6883,1320
3910,4058,6407,1246
4421,4534,6883,1347
4832,4347,7167,1426
4555,3876,6883,1402
4135,4081,6695,1383
4153,4608,6883,1430
4379,4531,6998,1475
4421,4096,6883,1485
4257,4157,6805,1489
4153,4608,6883,1512
4165,4659,6923,1538
4153,4242,6883,1567
4034,3982,6856,1598
4019,4169,6883,1622
4317,4501,6890,1632
4822,4754,6883,1650
5144,5005,6876,1678
5090,5339,6883,1705
4881,5561,6876,1716
4956,5412,6883,1732
5583,4788,6876,1757
6832,3876,6883,1787
8514,2850,6876,1802
10181,1828,6883,1815
11115,971,6876,1835
10850,585,6883,1870
9625,708,6876,1899
8305,1097,6883,1925
7496,1588,6876,1948
7100,2267,6883,1980
6680,2872,6876,2008
6162,2925,6883,2035
5709,2587,6876,2057
5358,2779,6883,2090
4925,3731,6876,2128
4421,4534,6883,2172
4056,4537,6876,2204
4019,4388,6883,2227
4176,4705,6876,2238
4287,5046,6883,2255
4196,4887,6876,2276
4019,4754,6883,2310
3924,5089,6876,2339
4019,5339,6883,2365
4185,5006,6876,2377
4287,4754,6883,2392
4198,5141,6876,2411
4019,5558,6883,2447
3902,5346,6876,2479
4019,5046,6883,2502
4293,5269,6876,2510
4555,5558,6883,2530
4659,5320,6876,2555
4688,5046,6883,2585
4709,5313,6876,2597
4688,5705,6883,2612
4483,5571,6876,2634
4153,5266,6883,2667
3925,5420,6876,2685
4019,5851,6883,2695
4319,5895,6876,2699
4555,5631,6883,2722
4579,5684,6876,2749
4555,6217,6883,2777
4608,6574,6876,2789
4688,6290,6883,2805
4652,5750,6876,2824
4555,5705,6883,2860
4508,6097,6876,2889
4555,6217,6883,2915
4616,5835,6876,2926
4688,5631,6883,2942
4763,5913,6876,2961
4822,6070,6883,2997
4821,5651,6876,3028
4822,5266,6883,3052
4838,5403,6876,3059
4822,5558,6883,3080
4696,5190,6876,3106
4555,4827,6883,3135
4536,4982,6876,3144
4688,5193,6883,3162
4839,4906,6876,3186
4822,4608,6883,3217
4616,4780,6876,3229
4421,4973,6883,3245
4397,4673,6876,3266
4555,4388,6883,3300
4696,4574,6876,3316
4688,4754,6883,3327
4543,4455,6876,3334
4421,4242,6883,3355
4387,4552,6876,3367
4421,4827,6883,3382
4430,4547,6876,3390
4421,4315,6883,3410
4404,4620,6876,3422
4421,4900,6883,3437
4462,4618,6876,3445
4555,4388,6883,3465
4650,4726,6876,3480
4688,5046,6883,3492
4588,4737,6876,3487
4421,4388,6883,3492
4329,4626,6876,3502
4421,4973,6883,3520
4552,4729,6876,3520
4555,4315,6883,3520
4432,4445,6876,3515
4421,4900,6883,3520
4569,4913,6876,3515
4688,4534,6883,3520
4591,4454,6876,3519
4421,4900,6883,3520
4362,5233,6876,3502
4421,4973,6883,3492
4438,4481,6876,3486
4421,4461,6883,3492
4412,4830,6876,3489
4421,4900,6883,3492
4392,4513,6876,3491
4421,4388,6883,3492
4572,4793,6876,3475
4822,5046,6883,3465
5049,4708,6876,3457
5224,4461,6883,3465
5297,4801,6876,3463
5224,5120,6883,3465
5038,4831,6876,3460
4956,4534,6883,3465
5094,4787,6876,3462
5358,5046,6883,3465
5546,4722,6876,3460
5626,4388,6883,3465
5637,4580,6876,3461
5626,4754,6883,3465
5600,4372,6876,3460
5626,4096,6883,3465
5664,4484,6876,3462
5626,4900,6883,3465
5480,4652,6876,3460
5358,4315,6883,3465
5271,4508,6876,3463
5090,4754,6883,3465
4700,4478,6876,3459
4287,4242,6883,3465
4050,4568,6876,3466
4019,4900,6883,3465
3943,4652,6876,3446
3751,4388,6883,3437
3572,4652,6876,3433
3617,4900,6883,3437
3756,4567,6876,3424
3751,4242,6883,3410
3602,4523,6876,3392
3617,4900,6883,3382
3779,4713,6876,3365
3751,4461,6883,3355
3468,4863,6876,3341
3483,5631,6883,3327
4096,5984,6876,3297
4956,5924,6883,3272
5666,5869,6876,3245
6430,5778,6883,3217
7421,5251,6876,3173
8439,4388,6883,3135
9411,3588,6876,3095
10583,2925,6883,3052
11460,2042,6876,2992
10850,951,6883,2942
8542,261,6876,2901
6162,585,6883,2860
5221,1623,6876,2792
5358,2487,6883,2722
5263,2736,6876,2660
4688,2852,6883,2612
4313,3252,6876,2555
4421,3730,6883,2502
4586,4015,6876,2449
4555,4388,6883,2392
4416,4934,6876,2319
4287,5193,6883,2255
4160,4962,6876,2200
4153,4900,6883,2145
4285,5347,6876,2064
4421,5705,6883,1980
4413,5481,6876,1904
4421,5266,6883,1842
4540,5535,6876,1771
4688,5778,6883,1705
4660,5500,6876,1646
4555,5266,6883,1595
4539,5544,6876,1529
4688,5778,6883,1457
4823,5456,6876,1391
4822,5193,6883,1347
4716,5492,6876,1308
4688,5778,6883,1265
4786,5495,6876,1208
4956,5266,6883,1155
5095,5627,6876,1107
5224,5997,6883,1072
5322,5754,6876,1042
5358,5485,6883,1017
5325,5802,6876,990
5358,6217,6883,962
5482,6036,6876,930
5626,5705,6883,907
5726,5906,6876,891
5894,6363,6883,880
6093,6319,6876,864
6162,5924,6883,852
6049,5914,6876,839
6028,6436,6883,825
6216,6759,6876,806
6430,6436,6883,797
6487,5915,6876,798
6564,5924,6883,797
6751,6336,6876,783
6832,6436,6883,770
6594,6042,6876,767
6296,5851,6883,770
6249,6158,6876,759
6430,6363,6883,742
6585,6021,6876,734
6698,5705,6883,742
6801,5841,6876,748
6832,5924,6883,742
6733,5487,6876,726
6698,5120,6883,715
6796,5283,6876,713
6832,5412,6883,715
6576,4959,6876,706
6162,4534,6883,687
5757,4692,6876,668
5358,4900,6883,660
4894,4565,6876,660
4555,4242,6883,660
4439,4453,6876,649
4421,4681,6883,632
4289,4368,6876,616
4153,4096,6883,605
4115,4365,6876,594
4153,4608,6883,577
4132,4284,6876,551
4153,4022,6883,522
4236,4357,6876,502
4287,4681,6883,495
4201,4409,6876,487
4153,4169,6883,467
4215,4491,6876,437
4287,4754,6883,412
4302,4401,6876,399
4555,4169,6883,385
5240,4696,6876,358
6162,5339,6883,330
6873,5354,6876,313
7234,5266,6883,302
7418,5609,6876,282
7769,5705,6883,247
8550,4715,6876,213
9779,3145,6883,192
10934,1904,6876,180
11252,1024,6883,165
10403,151,6876,140
8975,-293,6883,110
7880,207,6876,82
7502,1243,6883,55
7389,1900,6876,28
6966,2048,6883,0
6147,2253,6876,-27
5358,2852,6883,-55
4865,3499,6876,-84
4555,3876,6883,-110
4202,4135,6876,-135
3885,4608,6883,-165
3740,5085,6876,-197
3751,5120,6883,-220
3752,4779,6876,-233
3751,4754,6883,-247
3758,5180,6876,-273
