II,V,PLETH,RESP
-63,-1660,8471,2283
-115,-1880,9570,2596
-127,-1660,8416,2315
-95,-1545,7815,2183
-63,-1660,8416,2364
-61,-1729,8797,2477
-63,-1660,8471,2412
-47,-1615,8245,2389
-32,-1660,8471,2492
-35,-1688,8610,2562
-32,-1660,8471,2557
-9,-1642,8377,2575
0,-1660,8471,2653
-21,-1670,8520,2711
-32,-1660,8471,2733
-2,-1654,8440,2760
32,-1660,8471,2814
35,-1662,8464,2862
32,-1660,8416,2894
51,-1659,8352,2915
63,-1660,8306,2942
37,-1659,8262,2972
0,-1660,8251,3007
-7,-1659,8224,3031
0,-1660,8196,3055
-10,-1659,8136,3072
-32,-1660,8086,3087
-35,-1659,8022,3092
-32,-1660,7976,3103
-51,-1659,7913,3114
-95,-1660,7866,3119
-135,-1659,7788,3104
-158,-1660,7701,3087
-183,-1659,7578,3066
-222,-1660,7481,3039
-262,-1659,7387,2991
-285,-1660,7316,2942
-295,-1659,7220,2895
-317,-1660,7151,2846
-353,-1659,7083,2781
-380,-1660,7041,2717
-391,-1659,6987,2655
-412,-1660,6986,2589
-451,-1659,7018,2506
-475,-1660,7096,2428
-472,-1659,7161,2358
-475,-1660,7261,2283
-500,-1659,7383,2182
-507,-1660,7536,2074
-483,-1659,7648,1969
-475,-1660,7756,1865
-503,-1659,7880,1740
-507,-1660,8086,1608
-454,-1659,8312,1481
-412,-1660,8526,1367
-436,-1659,8672,1243
-475,-1660,8801,1109
-458,-1659,8898,973
-412,-1660,8966,852
-399,-1659,8954,729
-412,-1660,8911,595
-404,-1659,8850,453
-380,-1660,8801,338
-374,-1659,8694,247
-380,-1660,8526,161
-370,-1659,8281,66
-349,-1660,8031,0
-342,-1659,7786,-17
-349,-1660,7591,0
-342,-1659,7410,7
-317,-1660,7261,0
-292,-1659,7107,-6
-285,-1660,6986,0
-296,-1659,6877,2
-317,-1660,6821,0
-336,-1659,6776,-3
-349,-1660,6766,0
-359,-1659,6748,1
-380,-1660,6766,0
-422,-1659,6781,-1
-475,-1660,6821,0
-512,-1659,6852,0
-507,-1660,6931,0
-466,-1659,7026,0
-412,-1660,7151,0
-356,-1659,7250,-1
-285,-1660,7371,0
-199,-1659,7493,0
-127,-1660,7646,0
-86,-1659,7777,-2
-63,-1660,7921,0
-43,-1659,8050,2
-32,-1660,8196,0
-26,-1659,8323,-4
0,-1660,8471,0
44,-1659,8608,5
63,-1660,8746,0
52,-1659,8834,-12
63,-1660,8911,0
118,-1659,8976,39
158,-1660,9076,80
154,-1659,9164,109
158,-1660,9241,161
227,-1659,9270,263
317,-1660,9296,402
374,-1659,9297,531
412,-1660,9296,643
466,-1659,9260,755
507,-1660,9241,884
501,-1659,9213,1011
475,-1660,9186,1126
466,-1659,9106,1228
444,-1660,9021,1335
382,-1659,8925,1437
317,-1660,8856,1527
285,-1659,8767,1599
254,-1660,8691,1672
183,-1659,8599,1748
95,-1660,8526,1817
29,-1659,8432,1867
-32,-1660,8361,1913
-112,-1659,8288,1963
-190,-1660,8251,2010
-232,-1659,8207,2037
-254,-1660,8196,2058
-285,-1659,8181,2081
-317,-1660,8196,2106
-324,-1659,8204,2118
-317,-1660,8251,2122
-334,-1659,8296,2122
-380,-1660,8361,2122
-418,-1659,8402,2114
-412,-1660,8471,2106
-376,-1659,8540,2102
-349,-1660,8636,2106
-346,-1659,8710,2101
-349,-1660,8801,2090
-338,-1659,8878,2075
-317,-1660,8966,2074
-300,-1659,9017,2075
-285,-1660,9076,2074
-270,-1659,9121,2060
-254,-1660,9186,2058
-250,-1659,9217,2069
-254,-1660,9241,2090
-246,-1659,9233,2098
-222,-1660,9241,2106
-221,-1659,9234,2115
-254,-1660,9241,2138
-264,-1659,9215,2159
-190,-1660,9186,2187
-99,-1659,9122,2214
-127,-1660,9076,2251
-222,-1659,9030,2286
-127,-1660,9021,2331
266,-1659,8996,2377
761,-1660,8966,2428
1026,-1659,8899,2467
983,-1660,8856,2508
830,-1659,8832,2550
792,-1660,8856,2605
926,-1659,8863,2654
1204,-1660,8856,2701
1511,-1659,8814,2737
1680,-1660,8801,2782
1822,-1659,8792,2827
2250,-1660,8801,2878
2799,-1659,8788,2922
2662,-1660,8801,2975
1464,-1659,8795,3023
-63,-1660,8746,3071
-975,-1659,8566,3106
-634,-1660,8306,3151
1796,-1659,8004,3200
6054,-1660,7756,3248
8675,-1659,7540,3277
6054,-1660,7371,3312
668,-1659,7195,3347
-634,-1660,7041,3377
3429,-1659,6881,3386
6054,-1660,6766,3409
2766,-1659,6663,3440
-2029,-1660,6601,3457
-3040,-1659,6530,3434
-2029,-1660,6491,3409
-2382,-1659,6462,3394
-2029,-1660,6491,3377
1729,-1659,6532,3323
5230,-1660,6601,3264
3279,-1659,6661,3216
-2029,-1660,6766,3167
-3785,-1659,6902,3085
63,-1660,7096,2991
4538,-1659,7286,2901
4754,-1660,7481,2814
1231,-1659,7645,2703
-2029,-1660,7811,2589
-2426,-1659,7950,2482
-792,-1660,8086,2380
224,-1659,8196,2254
-602,-1660,8306,2122
-1903,-1659,8377,1997
-2029,-1660,8416,1881
-1556,-1659,8396,1750
-2029,-1660,8361,1608
-2869,-1659,8293,1465
-1870,-1660,8196,1335
1116,-1659,8025,1195
3360,-1660,7811,1045
3263,-1659,7559,891
2726,-1660,7316,756
3953,-1659,7062,620
6054,-1660,6821,466
6810,-1659,6566,301
6054,-1660,6326,177
5103,-1659,6083,112
4120,-1660,5886,80
2305,-1659,5720,38
-32,-1660,5611,0
-1610,-1659,5513,-13
-2029,-1660,5446,0
-1987,-1659,5375,5
-2029,-1660,5336,0
-2079,-1659,5308,-5
-2029,-1660,5336,0
-1988,-1659,5378,1
-2029,-1660,5446,0
-2061,-1659,5490,-2
-2029,-1660,5556,0
-1993,-1659,5622,-1
-2029,-1660,5721,0
-2076,-1659,5814,0
-1933,-1660,5941,0
-1534,-1659,6069,-3
-1046,-1660,6216,0
-699,-1659,6342,2
-475,-1660,6491,0
-270,-1659,6644,-6
-63,-1660,6821,0
72,-1659,6979,8
158,-1660,7151,0
266,-1659,7313,-18
380,-1660,7481,0
449,-1659,7616,69
475,-1660,7756,161
506,-1659,7890,238
539,-1660,8031,322
564,-1659,8126,437
602,-1660,8196,579
664,-1659,8239,706
697,-1660,8306,820
684,-1659,8365,943
666,-1660,8416,1093
684,-1659,8422,1245
697,-1660,8416,1383
671,-1659,8373,1501
634,-1660,8306,1624
622,-1659,8191,1751
602,-1660,8086,1881
543,-1659,7975,1996
475,-1660,7866,2106
432,-1659,7719,2215
380,-1660,7591,2331
288,-1659,7473,2443
190,-1660,7371,2557
133,-1659,7229,2662
95,-1660,7096,2766
28,-1659,6968,2859
-63,-1660,6876,2958
-139,-1659,6775,3055
-190,-1660,6711,3151
-239,-1659,6666,3232
-285,-1660,6656,3312
-311,-1659,6621,3390
-317,-1660,6601,3473
-327,-1659,6583,3544
-349,-1660,6601,3618
-362,-1659,6613,3683
-349,-1660,6656,3746
-332,-1659,6700,3798
-349,-1660,6766,3859
-393,-1659,6810,3917
-412,-1660,6876,3971
-383,-1659,6945,4002
-349,-1660,7041,4036
-345,-1659,7117,4068
-349,-1660,7206,4100
-324,-1659,7283,4104
-285,-1660,7371,4100
-264,-1659,7428,4093
-254,-1660,7481,4100
-236,-1659,7506,4098
-222,-1660,7536,4100
-224,-1659,7550,4095
-222,-1660,7591,4100
-202,-1659,7623,4097
-190,-1660,7646,4100
-197,-1659,7619,4096
-190,-1660,7591,4100
-154,-1659,7555,4096
-127,-1660,7536,4100
-131,-1659,7499,4097
-127,-1660,7481,4100
-90,-1659,7454,4095
-63,-1660,7426,4100
-70,-1659,7361,4098
-63,-1660,7316,4100
-21,-1659,7280,4093
0,-1660,7261,4100
-25,-1659,7204,4102
-32,-1660,7151,4100
21,-1659,7105,4074
63,-1660,7096,4052
37,-1659,7070,4028
0,-1660,7041,4004
14,-1659,6983,3951
32,-1660,6931,3891
1,-1659,6862,3827
-32,-1660,6821,3778
-7,-1659,6784,3727
32,-1660,6766,3682
15,-1659,6714,3627
-32,-1660,6656,3569
-44,-1659,6584,3500
-32,-1660,6546,3441
-49,-1659,6496,3384
-95,-1660,6436,3328
-125,-1659,6321,3252
-127,-1660,6216,3167
-133,-1659,6130,3077
-158,-1660,6106,2991
-183,-1659,6077,2895
-190,-1660,6051,2798
-197,-1659,6016,2692
-222,-1660,6051,2589
-252,-1659,6137,2480
-254,-1660,6271,2380
-230,-1659,6392,2276
-222,-1660,6546,2171
-242,-1659,6735,2055
-254,-1660,6986,1946
-235,-1659,7235,1835
-222,-1660,7481,1720
-239,-1659,7698,1591
-254,-1660,7921,1463
-238,-1659,8105,1341
-222,-1660,8251,1222
-227,-1659,8337,1083
