II,V,PLETH,ABP
1043,-27,-1062,5870
1223,225,-1175,6639
1233,569,-1094,6360
1390,773,-1183,7003
1514,983,-1225,7374
1626,1192,-1242,7587
1753,1406,-1260,7758
1911,1601,-1295,7996
2070,1795,-1330,8200
2206,1972,-1344,8287
2320,2105,-1353,8336
2417,2173,-1366,8394
2485,2203,-1379,8425
2516,2227,-1386,8380
2520,2248,-1397,8312
2504,2269,-1415,8245
2464,2285,-1438,8167
2404,2303,-1459,8070
2327,2312,-1481,7972
2241,2316,-1505,7884
2137,2319,-1528,7785
2021,2325,-1551,7688
1890,2330,-1577,7600
1749,2334,-1605,7511
1600,2342,-1636,7441
1447,2346,-1669,7374
1297,2346,-1705,7332
1157,2332,-1742,7288
1030,2290,-1779,7269
914,2190,-1817,7242
810,1998,-1854,7238
711,1669,-1888,7216
616,1181,-1919,7220
516,541,-1944,7203
423,-186,-1959,7216
335,-908,-1961,7201
261,-1519,-1948,7219
188,-1948,-1919,7205
127,-2152,-1875,7225
66,-2135,-1815,7208
21,-1906,-1741,7225
-14,-1513,-1653,7199
-22,-1006,-1552,7208
-16,-491,-1439,7170
4,-47,-1317,7166
13,241,-1183,7117
17,373,-1043,7096
8,370,-894,7035
3,315,-740,6997
-1,248,-579,6918
5,209,-417,6857
10,173,-252,6758
15,133,-89,6670
12,55,73,6550
9,-45,229,6445
7,-166,382,6321
10,-269,526,6217
14,-332,663,6101
19,-336,789,6004
24,-273,906,5898
27,-171,1009,5806
28,-61,1102,5709
27,14,1183,5630
27,47,1255,5552
25,45,1318,5498
22,46,1374,5450
18,72,1423,5427
14,133,1464,5408
11,208,1501,5411
9,265,1531,5410
9,276,1561,5429
11,236,1585,5439
13,156,1611,5469
15,65,1633,5484
15,-12,1659,5518
16,-61,1682,5529
17,-81,1711,5557
17,-82,1737,5557
18,-71,1772,5576
19,-52,1801,5563
21,-23,1839,5574
24,13,1869,5549
27,43,1908,5548
27,45,1938,5511
25,5,1976,5500
