II,V,PLETH
-908,230,1330
-977,238,1449
-867,203,1317
-950,206,1413
-994,199,1451
-1006,190,1463
-1002,186,1478
-1005,190,1523
-1010,197,1570
-1013,201,1598
-1034,202,1621
-1078,200,1651
-1117,195,1677
-1126,186,1689
-1107,179,1696
-1073,175,1702
-1028,176,1702
-988,177,1692
-971,179,1677
-989,179,1660
-1033,174,1635
-1090,164,1606
-1147,151,1575
-1194,137,1540
-1221,126,1505
-1231,117,1467
-1229,113,1430
-1220,113,1390
-1198,117,1354
-1149,126,1315
-1068,143,1281
-948,169,1244
-805,206,1214
-657,249,1182
-546,293,1158
-491,332,1132
-513,361,1116
-583,378,1097
-680,384,1087
-743,377,1072
-754,357,1066
-687,323,1055
-576,277,1052
-439,223,1045
-330,166,1046
-260,111,1041
-250,63,1044
-276,22,1041
-337,-12,1044
-407,-37,1041
-493,-51,1043
-584,-54,1039
-701,-43,1038
-838,-23,1032
-1002,1,1027
-1176,24,1017
-1346,39,1007
-1492,44,994
-1599,41,979
-1660,34,961
-1685,29,941
-1689,29,916
-1687,36,888
-1685,47,859
-1681,57,828
-1683,67,797
-1663,67,766
-1649,70,734
-1622,62,700
-1617,62,665
-1631,57,629
-1656,59,592
-1699,60,557
-1735,63,523
-1774,66,490
-1789,71,456
-1794,85,423
-1765,116,387
-1716,174,352
-1622,252,315
-1481,328,281
-1223,357,247
-773,287,215
-21,65,184
1038,-328,154
2307,-873,122
3516,-1498,92
4362,-2099,61
4573,-2569,31
4095,-2830,-1
3056,-2853,-32
1757,-2664,-66
491,-2329,-102
-522,-1924,-143
-1217,-1515,-186
-1614,-1144,-228
-1798,-830,-266
-1834,-574,-296
-1782,-370,-320
-1673,-211,-338
-1548,-91,-357
-1425,-4,-380
-1330,57,-408
-1254,95,-439
-1207,121,-472
-1167,134,-503
-1144,145,-533
-1121,149,-558
-1103,153,-584
-1091,154,-608
-1072,152,-633
-1061,151,-655
-1042,147,-679
-1022,149,-701
-995,150,-725
-961,154,-747
-927,156,-773
-893,158,-797
-866,155,-827
-843,151,-855
-824,145,-891
-801,138,-924
-775,132,-964
-744,127,-999
-712,124,-1041
-676,122,-1076
-641,121,-1117
-607,120,-1152
-573,117,-1194
-540,112,-1229
-506,107,-1270
-467,102,-1306
-419,99,-1346
-355,97,-1380
-274,94,-1415
-177,89,-1444
-70,80,-1474
44,67,-1498
161,51,-1525
283,31,-1550
408,7,-1580
535,-22,-1610
659,-55,-1643
779,-93,-1676
888,-132,-1713
990,-171,-1752
1086,-210,-1800
1183,-248,-1857
1273,-286,-1924
1350,-324,-1998
1402,-361,-2071
1426,-395,-2139
1414,-424,-2196
1370,-446,-2243
1298,-460,-2279
1213,-466,-2307
1112,-463,-2328
1002,-454,-2340
880,-437,-2339
753,-415,-2322
614,-386,-2286
470,-354,-2230
323,-319,-2154
184,-282,-2062
53,-245,-1957
-70,-208,-1839
-183,-171,-1709
-284,-135,-1564
-374,-100,-1406
-451,-66,-1234
-510,-36,-1053
-551,-9,-864
-576,13,-675
-597,33,-484
-613,51,-298
-635,68,-114
-660,84,61
-696,98,232
-734,109,391
-776,120,543
-811,128,678
-840,136,803
-855,141,910
-859,144,1006
-855,142,1084
-852,139,1151
-853,135,1201
-855,133,1241
-855,135,1269
-849,140,1288
-835,145,1300
-816,148,1309
-802,148,1314
-798,144,1317
-807,138,1320
-823,131,1321
-843,127,1325
-858,126,1325
-866,127,1329
-858,132,1330
-843,136,1336
-819,138,1340
-798,138,1353
-777,136,1364
-774,136,1386
-782,135,1404
-806,138,1431
-822,142,1451
-834,146,1478
-830,146,1497
-818,145,1524
-798,142,1543
-790,142,1568
-794,142,1585
-812,144,1604
-831,145,1613
-850,146,1621
-862,146,1619
-870,147,1615
-870,149,1602
-873,152,1587
-879,152,1565
-886,148,1540
-882,142,1509
-865,136,1476
-828,137,1438
-772,148,1400
-696,174,1360
-607,210,1322
-510,254,1283
-412,300,1245
-318,340,1206
-245,372,1169
-194,393,1130
-173,403,1095
-166,399,1060
-164,380,1029
-145,345,999
-110,294,974
-59,231,950
-12,164,931
23,99,913
32,46,903
22,5,893
-5,-21,891
-33,-35,887
-72,-41,889
-120,-40,888
-197,-32,890
-300,-17,888
-441,4,890
-602,25,885
-774,44,885
-928,56,878
-1054,62,873
-1134,60,860
-1171,58,848
-1169,55,829
-1148,59,811
-1120,61,788
-1103,64,767
-1106,66,743
-1121,62,720
-1153,60,694
-1178,53,669
-1195,53,640
-1197,52,611
-1178,54,579
-1158,58,546
-1138,60,510
-1136,63,474
-1142,65,436
-1143,78,398
-1112,107,360
-1028,165,322
-881,240,284
-668,309,245
-364,319,207
77,210,169
720,-75,132
1587,-555,96
2604,-1206,63
3569,-1948,29
4219,-2668,-3
4315,-3244,-38
3790,-3583,-72
2757,-3643,-109
1493,-3442,-146
288,-3042,-184
-635,-2529,-222
-1218,-1986,-261
-1497,-1479,-299
-1578,-1042,-338
-1540,-690,-376
-1449,-418,-415
-1324,-219,-451
-1200,-76,-482
-1083,21,-506
-1000,88,-526
-945,128,-540
-921,157,-555
-906,173,-573
-898,189,-596
-892,202,-620
-875,214,-646
-867,225,-671
-843,228,-695
-839,234,-717
-826,230,-740
-820,234,-763
-804,232,-789
-781,239,-816
-751,244,-845
-719,254,-873
-692,260,-904
-671,265,-934
-652,264,-966
-629,258,-996
-599,249,-1028
-570,239,-1057
-539,234,-1090
-514,234,-1120
-486,240,-1155
-455,249,-1187
-408,261,-1226
-351,273,-1259
-285,286,-1298
-228,296,-1329
-181,303,-1365
-151,308,-1392
-122,309,-1425
-83,309,-1447
-19,309,-1477
70,311,-1496
187,314,-1524
322,315,-1543
469,314,-1570
620,308,-1590
769,293,-1619
916,268,-1642
1053,235,-1674
1181,197,-1701
1297,158,-1736
1402,118,-1768
1485,79,-1806
1539,38,-1846
1557,-8,-1896
1547,-59,-1952
1517,-110,-2015
1486,-156,-2080
1462,-190,-2139
1445,-212,-2184
1417,-224,-2212
1359,-228,-2222
1258,-225,-2215
1117,-219,-2194
945,-207,-2157
765,-191,-2109
593,-173,-2045
443,-155,-1965
314,-134,-1866
205,-111,-1751
104,-82,-1618
6,-50,-1473
-94,-19,-1315
-192,7,-1149
-285,27,-974
-373,42,-794
-446,55,-608
-502,71,-420
-537,89,-232
-557,103,-46
-565,112,134
-574,115,306
-596,113,467
-640,112,619
-696,116,758
-751,126,889
-791,139,1003
-813,153,1107
-815,164,1191
-804,172,1261
-790,177,1313
-779,180,1355
-767,184,1383
-747,189,1407
-720,197,1420
-690,207,1430
-664,218,1432
-653,227,1431
-661,232,1426
-683,234,1423
-709,232,1421
-726,231,1422
-728,234,1427
-714,243,1433
-695,255,1440
-681,266,1445
-676,273,1450
-677,274,1452
-682,270,1457
-687,263,1462
-690,257,1471
-687,252,1481
-682,249,1495
-674,246,1507
-663,243,1522
-650,237,1533
-638,230,1544
-629,219,1548
-626,210,1551
-625,205,1544
-629,209,1537
-638,217,1518
-652,229,1500
-663,236,1471
-674,235,1443
-679,226,1404
-682,212,1368
-682,198,1322
-678,191,1281
-657,192,1233
-611,205,1193
-528,229,1148
-419,265,1111
-294,309,1071
-182,357,1039
-100,401,1006
-56,436,981
-40,457,956
-38,465,938
-31,458,922
-12,435,912
24,396,903
65,340,900
103,270,898
132,196,902
152,129,907
161,77,915
162,43,922
155,21,931
140,7,937
110,-2,943
62,-6,946
-16,-1,949
-125,13,948
-274,36,945
-451,62,937
-643,84,926
-820,98,910
-965,104,892
-1063,103,871
-1116,102,850
-1130,99,824
-1117,103,796
-1091,108,764
-1049,115,732
-1013,124,695
-962,122,659
-940,126,620
-919,115,583
-940,117,544
-976,110,505
-1029,118,464
-1076,121,423
-1105,131,380
-1109,135,337
-1083,141,293
-1033,151,251
-954,178,209
-846,230,170
-699,296,130
-497,346,92
-192,323,54
281,162,16
984,-191,-23
1909,-745,-61
2938,-1458,-100
3834,-2230,-138
4330,-2934,-178
4232,-3450,-220
3534,-3697,-262
