II,V,PLETH,ABP
5972,9149,13513,3881
6759,10365,15208,4383
5972,9149,13315,3846
5565,8511,12326,3553
5972,9149,13217,3811
6207,9537,13690,3971
5972,9149,13019,3811
5829,8867,12550,3690
5972,9084,12822,3775
6006,9213,12941,3819
5869,9019,12625,3740
5837,8850,12424,3678
5972,8889,12526,3705
6058,8908,12514,3716
6075,8824,12329,3705
6116,8734,12210,3716
6178,8695,12230,3775
6175,8636,12207,3834
6178,8565,12132,3916
6257,8490,12060,4042
6384,8435,12033,4234
6453,8384,12007,4460
6487,8370,12033,4728
6517,8335,12037,5000
6590,8305,12033,5292
6646,8256,11968,5583
6693,8240,11934,5892
6730,8226,11915,6192
6796,8240,11934,6492
6823,8233,11894,6753
6796,8240,11836,6986
6719,8248,11756,7171
6693,8305,11737,7339
6701,8348,11699,7472
6693,8370,11639,7586
6593,8346,11516,7651
6487,8370,11441,7692
6443,8427,11386,7696
6487,8500,11343,7692
6508,8504,11232,7659
6487,8500,11145,7621
6449,8506,11077,7563
6487,8565,11047,7515
6553,8602,10978,7459
6590,8630,10948,7409
6540,8623,10936,7337
6487,8630,10948,7268
6462,8618,10893,7189
6487,8630,10849,7127
6516,8625,10823,7053
6590,8630,10849,6986
6662,8612,10842,6905
6693,8630,10849,6845
6633,8657,10843,6783
6590,8695,10849,6739
6611,8672,10795,6679
6693,8630,10751,6633
6744,8573,10720,6585
6796,8565,10751,6563
6848,8559,10757,6528
6899,8565,10751,6492
6894,8546,10691,6430
6899,8565,10652,6386
6935,8606,10619,6344
7002,8695,10652,6316
7015,8765,10694,6253
7002,8824,10751,6175
6983,8830,10752,6074
7002,8824,10751,5998
7007,8785,10731,5914
7002,8760,10751,5822
6955,8718,10750,5693
6899,8695,10751,5575
6830,8650,10695,5461
6796,8630,10652,5363
6756,8610,10614,5248
6693,8630,10652,5151
6575,8631,10697,5066
6487,8630,10751,5010
6457,8605,10742,4947
6487,8630,10751,4904
6466,8682,10769,4863
6384,8760,10849,4834
6253,8796,10901,4788
6178,8824,10948,4763
6126,8844,10963,4752
6075,8889,11047,4763
5966,8918,11167,4749
5869,8954,11343,4728
5799,8975,11482,4697
5766,9019,11639,4693
5710,9045,11797,4689
5663,9084,12033,4693
5640,9103,12273,4675
5663,9149,12526,4657
5665,9179,12720,4631
5663,9214,12921,4622
5715,9188,13099,4606
5972,9084,13315,4587
6499,8762,13509,4545
7311,8176,13710,4516
8282,7324,13831,4491
9267,6424,13907,4481
10036,5624,13926,4458
10400,5061,14006,4446
10194,4739,14103,4427
9473,4737,14203,4410
8440,5024,14205,4371
7414,5580,14203,4340
6546,6304,14217,4312
5869,7202,14302,4305
5323,8153,14356,4285
4942,9019,14400,4269
4720,9605,14393,4246
4634,9927,14400,4234
4602,10020,14381,4213
4634,9992,14400,4199
4692,9876,14398,4176
4736,9798,14400,4163
4697,9771,14342,4141
4634,9798,14302,4128
4598,9775,14241,4107
4634,9733,14203,4093
4678,9680,14131,4070
4736,9668,14104,4058
4780,9637,14060,4037
4839,9603,14006,4022
4881,9570,13883,3997
4942,9603,13808,3987
4995,9649,13751,3981
5045,9668,13710,3987
5048,9603,13594,3972
5045,9538,13513,3952
5065,9487,13451,3923
5148,9473,13414,3916
5226,9430,13301,3914
5251,9408,13217,3916
5197,9392,13153,3899
5148,9408,13118,3881
5132,9398,13009,3857
5148,9408,12921,3846
5141,9407,12853,3825
5148,9408,12822,3811
5183,9364,12718,3786
5251,9343,12625,3775
5272,9335,12549,3754
5251,9343,12526,3740
5218,9286,12439,3715
5251,9214,12329,3705
5310,9148,12198,3685
5354,9149,12132,3669
5342,9133,12067,3639
5354,9084,12033,3634
5424,8973,11971,3640
5560,8889,11934,3669
5678,8817,11873,3690
5766,8760,11836,3740
5814,8652,11774,3818
5869,8565,11737,3952
5914,8504,11675,4107
5972,8500,11639,4305
6021,8471,11577,4527
6075,8435,11540,4799
6087,8381,11478,5085
6075,8370,11441,5398
6049,8360,11381,5700
6075,8370,11343,5998
6127,8359,11280,6265
6178,8370,11244,6527
6178,8364,11184,6764
6178,8370,11145,6986
6178,8353,11082,7159
6178,8370,11047,7304
6126,8409,10989,7404
6075,8500,10948,7480
6049,8571,10880,7508
6075,8630,10849,7515
6086,8650,10826,7496
6075,8695,10849,7480
6019,8727,10847,7447
5972,8760,10849,7409
5941,8749,10828,7341
5972,8760,10849,7268
6023,8779,10854,7185
6075,8824,10849,7127
6075,8828,10785,7071
6075,8824,10751,7021
6097,8806,10731,6946
6178,8824,10751,6880
6246,8827,10739,6815
6281,8824,10751,6774
6266,8784,10749,6720
6281,8760,10751,6669
6321,8721,10692,6603
6384,8695,10652,6563
6422,8646,10628,6522
6487,8630,10652,6492
6578,8619,10646,6436
6693,8630,10652,6386
6759,8616,10641,6335
6796,8630,10652,6316
6796,8649,10636,6285
6796,8695,10652,6245
6779,8718,10654,6170
6796,8760,10652,6104
6834,8773,10589,6032
6899,8760,10554,5963
6946,8683,10534,5858
7002,8630,10554,5751
7026,8591,10540,5636
7002,8565,10554,5539
6894,8487,10555,5430
6796,8435,10554,5328
6759,8415,10489,5215
6796,8435,10455,5116
6786,8423,10437,5013
6693,8435,10455,4940
6549,8459,10434,4876
6487,8500,10455,4834
6487,8493,10494,4775
6487,8500,10554,4728
6390,8521,10543,4690
6281,8565,10554,4693
6199,8583,10608,4694
6178,8630,10751,4693
6126,8694,10859,4666
6075,8760,10948,4657
6043,8760,11010,4653
6075,8760,11145,4657
6093,8776,11288,4635
6075,8824,11441,4622
6010,8826,11555,4614
5972,8824,11737,4622
5955,8830,11962,4606
5972,8889,12230,4587
6011,8919,12432,4560
6178,8889,12625,4552
6556,8695,12803,4533
7208,8305,13019,4516
8038,7649,13182,4491
8958,6813,13315,4481
9846,5900,13397,4463
10606,5126,13513,4446
10996,4600,13610,4407
10812,4412,13710,4375
9998,4489,13754,4346
8855,4802,13808,4340
7769,5299,13818,4325
7002,6034,13808,4305
6483,6923,13738,4264
6075,7851,13710,4234
5697,8613,13697,4208
5457,9149,13710,4199
5393,9411,13655,4179
5457,9473,13611,4163
5488,9380,13578,4139
5457,9279,13611,4128
5410,9211,13611,4108
5457,9214,13611,4093
5562,9209,13585,4068
5663,9214,13611,4058
5677,9205,13612,4039
5663,9214,13611,4022
5643,9188,13575,3994
5663,9149,13611,3987
5662,9096,13662,3986
5663,9084,13710,3987
5646,9080,13658,3965
5663,9084,13611,3952
5695,9068,13580,3946
5766,9084,13611,3952
5827,9093,13608,3935
5869,9084,13611,3916
5862,9008,13568,3894
5869,8954,13513,3881
5901,8932,13394,3857
5972,8954,13315,3846
6027,8929,13253,3840
6075,8889,13217,3846
6083,8836,13111,3829
6075,8824,13019,3811
6050,8812,12943,3785
6075,8824,12921,3775
6126,8821,12836,3755
6178,8824,12723,3740
6177,8788,12586,3715
6178,8760,12526,3705
6177,8718,12476,3683
6178,8695,12428,3669
6151,8633,12314,3643
6178,8565,12230,3634
6265,8480,12161,3623
6384,8435,12132,3634
6445,8377,12041,3650
6487,8305,11934,3705
6527,8188,11805,3777
6590,8111,11737,3881
6629,8062,11673,3997
6693,8046,11639,4163
6782,8000,11576,4368
6899,7981,11540,4622
6964,7971,11480,4887
7002,7981,11441,5187
7031,7944,11377,5497
7105,7916,11343,5822
7167,7896,11286,6113
7208,7916,11244,6386
7201,7911,11173,6633
7208,7916,11145,6880
7207,7926,11129,7091
7208,7981,11145,7268
7187,8016,11105,7387
7208,8046,11047,7480
7228,8054,10965,7539
7208,8111,10948,7586
7096,8176,10942,7594
7002,8240,10948,7586
6969,8242,10893,7550
7002,8240,10849,7515
7002,8247,10816,7462
7002,8305,10849,7409
7023,8345,10860,7336
7105,8370,10849,7268
7166,8359,10781,7189
7208,8370,10751,7127
7233,8370,10734,7054
7311,8370,10751,6986
7380,8329,10737,6904
7414,8305,10751,6845
7388,8289,10748,6786
7414,8305,10751,6739
7500,8301,10721,6676
7620,8305,10751,6633
7678,8295,10799,6592
7723,8305,10849,6563
7767,8297,10831,6506
7825,8305,10849,6457
7831,8298,10896,6408
7825,8305,10948,6386
7815,8293,10902,6350
7825,8305,10849,6316
7812,8321,10821,6259
7825,8370,10849,6210
7863,8400,10842,6139
7928,8435,10849,6069
7945,8437,10847,5976
7928,8435,10849,5892
7871,8381,10788,5788
7825,8305,10751,5681
7794,8191,10735,5549
7825,8111,10751,5434
7851,8053,10700,5319
7825,8046,10652,5222
7710,8036,10619,5119
7620,8046,10652,5046
7593,8037,10654,4983
7620,8046,10652,4940
7588,8053,10624,4879
7517,8111,10652,4834
7406,8175,10685,4800
7311,8240,10751,4799
7191,8267,10784,4783
7105,8305,10849,4763
7033,8340,10917,4732
7002,8370,11047,4728
6946,8358,11177,4726
6899,8370,11343,4728
6839,8417,11478,4705
6796,8500,11639,4693
6733,8521,11798,4685
6693,8500,12033,4693
6669,8461,12275,4677
6693,8500,12526,4657
6721,8568,12714,4630
6796,8630,12921,4622
6952,8588,13113,4605
7311,8435,13315,4587
7908,8055,13456,4548
8752,7397,13611,4516
9700,6470,13752,4487
10606,5515,13907,4481
11256,4703,14000,4467
11532,4153,14104,4446
11332,3853,14194,4403
10709,3893,14302,4375
9771,4248,14347,4353
8752,4866,14400,4340
7818,5628,14438,4303
7105,6553,14499,4269
6598,7543,14499,4239
6281,8435,14499,4234
6074,9004,14477,4219
5972,9279,14499,4199
5934,9348,14494,4158
5972,9343,14499,4128
6025,9270,14449,4101
6075,9214,14400,4093
6077,9186,14321,4075
6075,9214,14302,4058
6063,9216,14290,4029
6075,9214,14302,4022
6069,9198,14250,4020
6075,9214,14203,4022
6064,9217,14134,4003
6075,9214,14104,3987
6067,9176,14044,3966
6075,9149,14006,3952
6067,9129,13942,3925
6075,9149,13907,3916
6069,9153,13842,3913
6075,9149,13808,3916
6069,9105,13751,3896
6075,9084,13710,3881
6068,9068,13610,3872
6075,9084,13513,3881
6069,9078,13387,3869
6075,9084,13315,3846
6068,9075,13245,3815
6075,9084,13217,3811
6070,9056,13158,3809
6075,9019,13118,3811
6066,8962,13050,3789
6075,8954,13019,3775
6072,8953,12963,3754
6075,8954,12921,3740
6061,8910,12847,3711
6075,8889,12822,3705
6108,8880,12802,3701
6178,8889,12822,3705
6231,8837,12809,3680
6281,8760,12822,3669
6317,8650,12814,3670
6384,8565,12822,3705
6443,8477,12773,3739
6487,8435,12723,3811
6481,8398,12652,3919
6487,8370,12625,4093
6516,8298,12572,4289
6590,8240,12526,4516
6646,8190,12452,4757
6693,8176,12428,5046
6726,8137,12386,5353
6796,8111,12329,5681
6857,8067,12208,5984
6899,8046,12132,6280
6892,8020,12074,6548
6899,8046,12033,6810
6904,8078,11923,7033
6899,8111,11836,7233
6840,8096,11768,7386
6796,8111,11737,7515
6779,8156,11638,7598
6796,8240,11540,7656
6761,8280,11452,7677
6693,8305,11441,7692
6613,8319,11427,7680
