II,V,PLETH,ABP
-223,544,13036,3071
-152,613,17679,4163
-31,492,18188,4287
-9,358,16886,3990
-66,301,16388,3879
-83,277,16890,3996
-38,248,17260,4080
-11,234,16970,4013
-38,243,16618,3935
-64,242,16677,3949
-45,211,16924,4003
-1,168,16869,3987
23,149,16631,3930
15,163,16562,3912
-8,198,16704,3945
-25,237,16715,3948
-38,271,16570,3916
-53,298,16476,3895
-68,321,16538,3908
-70,339,16550,3910
-54,358,16472,3895
-29,382,16382,3875
-13,409,16395,3877
-11,430,16375,3870
-27,449,16338,3866
-60,470,16240,3854
-102,491,16193,3851
-131,509,16137,3839
-138,529,16111,3837
-144,547,16037,3829
-180,562,16007,3831
-240,577,15973,3826
-279,608,15974,3831
-280,654,15916,3831
-275,692,15884,3846
-294,704,15842,3856
-315,700,15847,3878
-297,700,15817,3896
-245,711,15827,3933
-202,717,15821,3969
-199,707,15839,4019
-229,686,15792,4061
-267,659,15768,4114
-292,612,15729,4163
-296,535,15726,4227
-291,448,15673,4283
-300,391,15646,4347
-333,384,15603,4399
-366,402,15599,4463
-377,403,15549,4522
-365,377,15524,4590
-350,352,15478,4647
-335,348,15472,4711
-309,350,15426,4765
-265,331,15403,4830
-222,299,15353,4883
-200,292,15344,4941
-197,328,15301,4987
-179,379,15280,5040
-131,396,15227,5081
-65,370,15215,5126
-5,326,15175,5156
56,292,15158,5193
147,275,15102,5220
284,264,15087,5253
442,248,15050,5271
589,217,15037,5294
714,173,14980,5304
831,129,14960,5323
940,104,14925,5328
1019,103,14917,5339
1048,111,14859,5337
1045,107,14832,5338
1043,86,14796,5324
1052,64,14804,5318
1056,60,14780,5301
1040,70,14794,5290
1016,65,14785,5262
1004,26,14792,5238
1007,-27,14739,5201
1009,-54,14715,5172
996,-48,14678,5130
976,-44,14673,5093
963,-74,14617,5045
961,-126,14588,5011
951,-168,14547,4970
920,-189,14547,4938
874,-204,14498,4892
838,-223,14465,4855
820,-236,14415,4813
814,-229,14418,4786
804,-211,14381,4751
791,-202,14348,4724
775,-215,14279,4686
756,-236,14282,4659
723,-245,14290,4627
680,-231,14324,4605
637,-203,14311,4571
616,-174,14360,4548
619,-156,14416,4519
644,-151,14496,4504
671,-147,14510,4479
700,-137,14573,4461
705,-110,14658,4434
699,-86,14787,4422
677,-71,14844,4406
672,-79,14925,4396
671,-86,15025,4372
666,-80,15203,4358
643,-59,15341,4341
616,-41,15489,4338
599,-32,15610,4323
576,-14,15784,4314
557,25,15913,4296
575,84,16041,4290
657,158,16127,4278
792,245,16274,4274
992,288,16408,4260
1350,179,16552,4255
2001,-168,16632,4241
3009,-763,16755,4237
4295,-1575,16866,4226
5608,-2534,16986,4226
6594,-3461,17034,4218
6977,-4085,17135,4218
6718,-4217,17263,4207
5917,-3839,17433,4202
4578,-3030,17519,4189
2629,-1883,17611,4189
266,-577,17686,4182
-1886,593,17796,4182
-3146,1373,17830,4170
