II,V,PLETH,RESP
80,-123,3570,-951
127,-432,4850,-1287
153,-693,4979,-1328
157,-705,4592,-1243
149,-515,4422,-1210
136,-314,4539,-1242
116,-186,4616,-1270
87,-82,4495,-1263
52,31,4344,-1257
18,123,4314,-1272
-12,177,4342,-1294
-39,215,4278,-1298
-62,251,4151,-1297
-72,277,4072,-1307
-62,291,4063,-1324
-35,298,4020,-1330
-7,298,3919,-1333
4,287,3828,-1344
-12,271,3791,-1359
-49,260,3753,-1362
-85,260,3677,-1363
-107,266,3583,-1370
-112,265,3525,-1380
-118,257,3480,-1380
-129,247,3431,-1391
-146,242,3354,-1411
-152,236,3295,-1430
-151,225,3256,-1429
-148,213,3224,-1430
-151,207,3162,-1440
-160,201,3110,-1453
-164,191,3077,-1451
-158,184,3058,-1452
-157,187,3009,-1463
-172,200,2962,-1475
-185,211,2930,-1472
-158,212,2916,-1476
-63,191,2881,-1496
112,139,2845,-1521
391,45,2819,-1525
803,-89,2814,-1522
1316,-248,2799,-1524
1816,-414,2785,-1534
2171,-557,2773,-1533
2308,-647,2778,-1534
2204,-663,2775,-1540
1839,-615,2775,-1554
1222,-531,2769,-1559
465,-450,2774,-1559
-214,-395,2774,-1558
-613,-370,2781,-1566
-690,-359,2783,-1570
-574,-344,2791,-1572
-439,-320,2796,-1567
-365,-293,2810,-1569
-334,-276,2820,-1570
-311,-275,2834,-1572
-288,-285,2838,-1566
-274,-300,2845,-1562
-270,-325,2846,-1557
-272,-361,2850,-1557
-281,-404,2843,-1556
-295,-439,2836,-1557
-309,-460,2822,-1557
-317,-475,2815,-1559
-319,-486,2802,-1556
-316,-490,2792,-1552
-313,-481,2775,-1546
-311,-469,2767,-1546
-313,-459,2757,-1544
-318,-452,2747,-1542
-323,-436,2729,-1535
-328,-413,2720,-1534
-328,-392,2711,-1532
-328,-375,2701,-1532
-329,-357,2676,-1524
-334,-338,2660,-1521
-337,-321,2647,-1520
-337,-308,2634,-1523
-333,-297,2606,-1521
-336,-287,2589,-1522
-348,-275,2579,-1522
-364,-262,2564,-1521
-366,-248,2525,-1512
-345,-236,2493,-1510
-315,-226,2473,-1511
-300,-215,2454,-1509
-310,-202,2412,-1496
-329,-190,2376,-1487
-339,-180,2355,-1484
-337,-173,2338,-1487
-333,-163,2298,-1483
-334,-153,2261,-1485
-332,-144,2237,-1490
-325,-138,2222,-1489
-312,-134,2184,-1468
-302,-131,2147,-1446
-297,-128,2120,-1436
-298,-126,2103,-1438
-297,-125,2073,-1437
-288,-127,2048,-1438
-272,-132,2033,-1441
-263,-134,2025,-1442
-264,-133,2000,-1429
-273,-130,1972,-1414
-281,-130,1950,-1403
-291,-131,1936,-1403
-301,-128,1907,-1397
-306,-119,1871,-1389
-303,-110,1834,-1380
-301,-105,1808,-1379
-308,-102,1774,-1375
-325,-98,1735,-1373
-340,-91,1694,-1369
-350,-83,1666,-1369
-354,-76,1634,-1364
-353,-65,1597,-1357
-351,-52,1545,-1347
-357,-39,1504,-1344
-374,-28,1470,-1341
-394,-17,1445,-1333
-403,-2,1406,-1315
-400,10,1366,-1305
-392,19,1337,-1304
-393,29,1340,-1307
-405,46,1343,-1300
-423,66,1332,-1296
-441,81,1319,-1295
-461,91,1361,-1293
-485,100,1430,-1280
-511,107,1478,-1272
-531,113,1494,-1271
-549,119,1573,-1271
-565,128,1715,-1258
-585,137,1838,-1248
-603,142,1897,-1246
-616,147,2004,-1249
-621,152,2193,-1240
-627,154,2376,-1236
-639,153,2469,-1238
-661,150,2584,-1237
-680,147,2793,-1221
-685,142,3021,-1214
-679,131,3154,-1220
-677,113,3272,-1217
-685,77,3462,-1199
-699,11,3682,-1198
-705,-80,3821,-1213
-708,-171,3924,-1210
-714,-236,4069,-1177
-726,-272,4249,-1164
-732,-294,4373,-1179
-732,-312,4457,-1179
-733,-326,4550,-1144
-746,-335,4670,-1136
-765,-344,4756,-1174
-782,-354,4813,-1187
-790,-360,4865,-1125
-800,-358,4941,-1089
-813,-346,5007,-1180
-826,-325,5059,-1269
-831,-300,5084,-1022
-840,-273,5106,-291
-854,-249,5114,600
-866,-228,5122,1039
-868,-211,5112,699
-870,-194,5104,-156
-882,-177,5089,-919
-900,-161,5086,-1216
-911,-146,5074,-1143
-917,-134,5062,-1033
-923,-122,5041,-1044
-934,-111,5038,-1100
-945,-99,5029,-1091
-958,-87,5014,-1045
-968,-74,4978,-1034
-972,-60,4962,-1059
-962,-46,4947,-1060
-949,-31,4923,-1034
-940,-15,4866,-1018
-939,0,4828,-1027
-935,13,4802,-1031
-925,24,4768,-1019
-905,36,4695,-1008
-882,49,4639,-1013
-856,55,4606,-1018
-842,47,4568,-1010
-844,22,4477,-995
-871,-13,4396,-987
-911,-46,4343,-985
-954,-67,4299,-987
-984,-75,4208,-985
-1007,-76,4126,-986
-1026,-75,4075,-988
-1047,-71,4039,-988
-1060,-62,3958,-977
-1061,-51,3874,-967
-1048,-41,3816,-961
-1034,-32,3780,-963
-1030,-25,3709,-962
-1046,-20,3632,-963
-1071,-16,3570,-964
-1097,-10,3535,-965
-1116,0,3481,-958
-1132,14,3426,-954
-1146,28,3377,-953
-1154,38,3351,-953
-1153,48,3314,-946
-1147,58,3274,-937
-1142,68,3229,-929
-1139,76,3202,-927
-1142,79,3173,-924
-1158,81,3151,-921
-1173,84,3123,-918
-1174,87,3110,-917
-1156,90,3094,-912
-1140,96,3084,-905
-1140,112,3064,-895
-1150,137,3054,-892
-1131,156,3044,-890
-1052,148,3041,-883
-885,100,3027,-872
-614,16,3022,-870
-217,-99,3016,-868
271,-239,3016,-856
760,-390,3005,-831
1122,-523,2999,-820
1284,-596,2992,-821
1219,-582,2994,-813
913,-485,2988,-786
349,-342,2991,-772
-385,-203,2991,-777
-1082,-101,2991,-767
-1513,-44,2976,-727
-1621,-19,2966,-700
-1519,-4,2955,-704
-1379,12,2950,-700
-1281,26,2935,-661
-1220,26,2929,-631
-1168,12,2925,-636
-1134,-9,2924,-632
-1127,-29,2907,-581
-1140,-47,2896,-530
-1143,-67,2888,-524
-1134,-85,2882,-527
-1123,-96,2860,-491
-1123,-100,2843,-450
-1125,-103,2827,-443
-1120,-109,2817,-445
-1112,-113,2794,-411
-1107,-114,2779,-365
-1108,-110,2770,-348
-1110,-105,2767,-347
-1103,-95,2744,-326
-1087,-79,2720,-294
-1061,-58,2698,-280
-1042,-38,2684,-278
-1031,-27,2654,-255
-1029,-22,2614,-216
-1020,-18,2568,-187
-1004,-11,2535,-177
-983,-3,2500,-166
-972,5,2469,-143
-966,14,2438,-118
-958,24,2419,-106
-939,35,2399,-98
-920,44,2377,-78
-908,48,2346,-50
-910,48,2326,-33
-909,47,2306,-29
-896,47,2283,-13
-867,48,2245,18
-841,49,2217,38
-823,49,2195,40
-815,49,2170,54
-804,51,2124,94
-784,52,2086,124
-757,48,2060,123
-739,41,2035,126
-729,34,1991,156
-723,31,1957,181
-710,30,1936,178
-695,33,1918,186
-678,40,1877,233
-660,47,1840,276
-634,54,1818,278
-606,58,1803,273
-581,58,1768,297
-565,54,1735,322
-553,46,1717,316
-548,38,1706,319
-547,34,1678,363
-547,34,1655,410
-536,33,1643,417
-513,32,1635,414
-490,31,1605,439
-491,34,1576,469
-513,40,1557,471
-529,46,1545,471
-514,48,1512,502
-479,48,1476,542
-451,49,1450,554
-448,57,1433,556
-461,83,1399,578
-470,133,1358,610
-462,203,1320,623
-446,276,1297,627
-432,336,1263,647
-433,383,1218,682
-445,423,1165,704
-457,464,1129,713
-460,503,1103,725
