II,V,PLETH,RESP
159,16,2919,-189
165,89,3960,-256
122,137,4054,-264
77,113,3715,-249
32,59,3542,-249
-20,56,3599,-263
-42,114,3634,-269
-4,167,3521,-263
63,158,3399,-258
113,103,3381,-262
148,50,3417,-267
178,18,3384,-263
181,-18,3301,-250
157,-87,3255,-241
154,-177,3263,-240
205,-241,3246,-242
258,-244,3189,-245
254,-200,3136,-247
212,-153,3120,-250
188,-138,3103,-249
187,-152,3075,-246
171,-171,3041,-242
127,-179,3024,-241
85,-173,3009,-241
66,-150,3018,-241
55,-119,3028,-240
32,-92,3037,-243
5,-77,3037,-243
4,-70,3075,-236
41,-75,3125,-222
90,-88,3162,-212
112,-81,3171,-211
98,-9,3227,-214
72,114,3324,-213
64,210,3414,-213
75,223,3454,-214
90,184,3530,-213
105,161,3659,-205
131,180,3790,-199
173,231,3855,-199
212,310,3937,-199
227,400,4075,-192
219,453,4227,-185
212,446,4308,-184
224,408,4388,-185
242,377,4518,-180
238,342,4676,-172
201,279,4773,-170
145,208,4852,-170
87,158,4957,-169
30,120,5090,-170
-24,75,5176,-172
-61,27,5240,-172
-67,4,5311,-166
-55,11,5410,-160
-59,33,5481,-158
-95,55,5535,-157
-133,73,5573,-153
-137,77,5626,-147
-116,64,5658,-144
-113,49,5683,-144
-137,53,5689,-138
-147,82,5708,-127
-122,120,5718,-117
-101,154,5734,-112
-123,180,5732,-111
-167,208,5733,-113
-197,226,5721,-115
-214,221,5722,-117
-233,185,5710,-113
-238,146,5700,-98
-214,129,5675,-79
-179,135,5668,-69
-162,135,5654,-69
-141,99,5637,-65
-102,60,5600,-51
-51,30,5583,-41
-48,8,5566,-42
-114,-46,5541,-39
-192,-110,5482,-23
-190,-122,5444,-13
-104,-39,5418,-16
-22,85,5386,-11
16,165,5308,12
48,210,5245,30
62,365,5203,28
10,736,5167,28
-20,1194,5085,43
125,1451,5016,50
394,1321,4972,40
654,773,4940,47
1149,-260,4863,81
2347,-1884,4790,105
4075,-3906,4741,99
5260,-5670,4710,101
4974,-6455,4643,131
3480,-6050,4580,149
1861,-4848,4535,137
809,-3442,4509,138
179,-2232,4451,178
-376,-1363,4397,205
-784,-852,4356,190
-751,-636,4337,188
-307,-561,4286,233
105,-456,4222,257
126,-289,4156,196
-144,-163,4114,160
-362,-135,4068,364
-382,-122,4032,856
-327,-52,3997,1378
-317,16,3982,1569
-321,12,3958,1297
-284,-5,3935,783
-243,54,3901,377
-246,151,3883,252
-280,198,3859,312
-274,181,3840,377
-226,174,3806,374
-169,163,3782,351
-162,114,3759,362
-208,19,3752,394
-262,-62,3734,410
-270,-111,3721,407
-192,-155,3709,407
-25,-222,3721,419
184,-287,3726,426
335,-317,3729,423
362,-329,3723,421
309,-378,3754,432
283,-480,3798,447
342,-579,3837,454
445,-622,3851,452
511,-631,3903,456
522,-661,3980,469
530,-724,4055,484
588,-776,4087,488
685,-787,4147,481
745,-772,4245,469
718,-762,4349,462
633,-762,4401,460
555,-752,4463,462
490,-723,4561,468
397,-686,4674,480
277,-658,4734,488
197,-636,4791,485
201,-592,4875,471
244,-512,4984,463
263,-422,5047,463
254,-369,5097,463
226,-361,5158,453
160,-360,5245,444
49,-327,5303,441
-39,-272,5346,442
-27,-223,5382,433
68,-205,5438,420
146,-223,5477,412
149,-283,5507,411
111,-364,5517,408
98,-428,5535,403
114,-460,5540,399
114,-492,5546,398
72,-543,5532,394
30,-591,5521,384
