Time,PPG,ECG,resp
0,0.283479960899316,0.794921875,0.746823069403715
0.008,0.280547409579668,0.8046875,0.743890518084066
0.016,0.279569892473118,0.810546875,0.739980449657869
0.024,0.278592375366569,0.8203125,0.736070381231672
0.032,0.27761485826002,0.833984375,0.731182795698925
0.04,0.275659824046921,0.849609375,0.725317693059629
0.048,0.273704789833822,0.85546875,0.719452590420332
0.056,0.270772238514174,0.84375,0.708699902248289
0.064,0.268817204301075,0.82421875,0.696969696969697
0.072,0.266862170087977,0.82421875,0.681329423264907
0.08,0.263929618768328,0.833984375,0.665689149560117
0.088,0.26197458455523,0.865234375,0.64613880742913
0.096,0.260019550342131,0.89453125,0.626588465298143
0.104,0.259042033235582,0.9296875,0.604105571847507
0.112,0.258064516129032,0.955078125,0.582600195503421
0.12,0.258064516129032,0.96875,0.562072336265885
0.128,0.259042033235582,0.984375,0.542521994134897
0.136,0.260019550342131,0.994140625,0.524926686217009
0.144,0.260019550342131,1,0.50733137829912
0.152,0.260019550342131,0.984375,0.49169110459433
0.16,0.259042033235582,0.96484375,0.476050830889541
0.168,0.259042033235582,0.9453125,0.463343108504399
0.176,0.259042033235582,0.935546875,0.449657869012708
0.184,0.258064516129032,0.904296875,0.438905180840665
0.192,0.258064516129032,0.865234375,0.427174975562072
0.2,0.258064516129032,0.82421875,0.418377321603128
0.208,0.257086999022483,0.779296875,0.409579667644184
0.216,0.255131964809384,0.740234375,0.401759530791789
0.224,0.253176930596285,0.708984375,0.393939393939394
0.232,0.252199413489736,0.6953125,0.388074291300098
0.24,0.251221896383187,0.6953125,0.381231671554252
0.248,0.252199413489736,0.6796875,0.375366568914956
0.256,0.258064516129032,0.708984375,0.36950146627566
0.264,0.270772238514174,0.720703125,0.363636363636364
0.272,0.29227761485826,0.73046875,0.357771260997067
0.28,0.324535679374389,0.724609375,0.354838709677419
0.288,0.364613880742913,0.71484375,0.351906158357771
0.296,0.410557184750733,0.705078125,0.351906158357771
0.304,0.459433040078201,0.69921875,0.350928641251222
0.312,0.509286412512219,0.69921875,0.352883675464321
0.32,0.557184750733138,0.6953125,0.35386119257087
0.328,0.595307917888563,0.689453125,0.355816226783969
0.336,0.626588465298143,0.685546875,0.358748778103617
0.344,0.658846529814272,0.6796875,0.360703812316716
0.352,0.688172043010753,0.6796875,0.363636363636364
0.36,0.714565004887586,0.67578125,0.365591397849462
0.368,0.737047898338221,0.6796875,0.36852394916911
0.376,0.755620723362659,0.6953125,0.36950146627566
0.384,0.770283479960899,0.69921875,0.371456500488759
0.392,0.782013685239492,0.705078125,0.372434017595308
0.4,0.789833822091887,0.734375,0.373411534701857
0.408,0.793743890518084,0.73046875,0.375366568914956
0.416,0.793743890518084,0.705078125,0.376344086021505
0.424,0.790811339198436,0.67578125,0.377321603128055
0.432,0.785923753665689,0.66015625,0.379276637341153
0.44,0.778103616813294,0.67578125,0.380254154447703
0.448,0.76930596285435,0.685546875,0.382209188660802
0.456,0.758553274682307,0.705078125,0.383186705767351
0.464,0.746823069403715,0.724609375,0.38514173998045
0.472,0.733137829912023,0.734375,0.386119257086999
0.48,0.718475073313783,0.71484375,0.387096774193548
0.488,0.702834799608993,0.705078125,0.388074291300098
0.496,0.686217008797654,0.705078125,0.388074291300098
0.504,0.669599217986315,0.689453125,0.387096774193548
0.512,0.652003910068426,0.689453125,0.387096774193548
0.52,0.634408602150538,0.6953125,0.38514173998045
0.528,0.617790811339198,0.705078125,0.383186705767351
0.536,0.603128054740958,0.6953125,0.382209188660802
0.544,0.591397849462366,0.6796875,0.380254154447703
0.552,0.579667644183773,0.685546875,0.379276637341153
0.56,0.56989247311828,0.6953125,0.378299120234604
0.568,0.560117302052786,0.6640625,0.376344086021505
0.576,0.552297165200391,0.654296875,0.375366568914956
0.584,0.545454545454545,0.66015625,0.374389051808407
0.592,0.5386119257087,0.66015625,0.374389051808407
0.6,0.531769305962854,0.669921875,0.373411534701857
0.608,0.524926686217009,0.67578125,0.373411534701857
0.616,0.519061583577713,0.669921875,0.373411534701857
0.624,0.513196480938416,0.69921875,0.373411534701857
0.632,0.50830889540567,0.705078125,0.371456500488759
0.64,0.503421309872923,0.71484375,0.36950146627566
0.648,0.498533724340176,0.720703125,0.366568914956012
0.656,0.494623655913978,0.73046875,0.362658846529814
0.664,0.488758553274682,0.654296875,0.354838709677419
0.672,0.481915933528837,0.609375,0.347996089931574
0.68,0.475073313782991,1.193359375,0.336265884652981
0.688,0.467253176930596,1.5,0.325513196480938
0.696,0.459433040078201,1.5,0.310850439882698
0.704,0.452590420332356,1.3046875,0.297165200391007
0.712,0.444770283479961,0.9453125,0.280547409579668
0.72,0.437927663734115,0.85546875,0.263929618768328
0.728,0.43010752688172,0.740234375,0.245356793743891
0.736,0.423264907135875,0.6796875,0.227761485826002
0.744,0.41544477028348,0.66015625,0.209188660801564
0.752,0.409579667644184,0.6640625,0.190615835777126
0.76,0.404692082111437,0.66015625,0.173020527859238
0.768,0.398826979472141,0.66015625,0.155425219941349
0.776,0.391984359726295,0.67578125,0.13880742913001
0.784,0.386119257086999,0.689453125,0.12316715542522
0.792,0.379276637341153,0.705078125,0.111436950146628
0.8,0.372434017595308,0.720703125,0.0987292277614858
0.808,0.366568914956012,0.740234375,0.0909090909090909
0.816,0.359726295210166,0.75,0.0821114369501466
0.824,0.35386119257087,0.775390625,0.0762463343108504
0.832,0.348973607038123,0.798828125,0.0703812316715543
0.84,0.344086021505376,0.8203125,0.0654936461388074
0.848,0.339198435972629,0.833984375,0.0606060606060606
0.856,0.335288367546432,0.85546875,0.0518084066471163
0.864,0.332355816226784,0.869140625,0.043010752688172
0.872,0.328445747800586,0.875,0.032258064516129
0.88,0.32355816226784,0.888671875,0.021505376344086
0.888,0.319648093841642,0.89453125,0.0127077223851417
0.896,0.315738025415445,0.89453125,0.00391006842619746
0.904,0.312805474095797,0.9140625,0.00195503421309873
0.912,0.309872922776149,0.939453125,0
0.92,0.3069403714565,0.96875,0
0.928,0.304007820136852,0.974609375,0
0.936,0.302052785923754,0.984375,0
0.944,0.299120234604106,0.96484375,0.000977517106549365
0.952,0.295210166177908,0.958984375,0.00684261974584555
0.96,0.293255131964809,0.9140625,0.0117302052785924
0.968,0.29227761485826,0.89453125,0.0175953079178886
0.976,0.290322580645161,0.849609375,0.0224828934506354
0.984,0.287390029325513,0.8046875,0.0283479960899316
0.992,0.285434995112414,0.740234375,0.0332355816226784
1,0.282502443792766,0.6953125,0.0381231671554252
1.008,0.279569892473118,0.67578125,0.043010752688172
1.016,0.27663734115347,0.654296875,0.0498533724340176
1.024,0.272727272727273,0.640625,0.0566959921798631
1.032,0.268817204301075,0.634765625,0.0654936461388074
1.04,0.267839687194526,0.62890625,0.0752688172043011
1.048,0.270772238514174,0.615234375,0.0879765395894428
1.056,0.279569892473118,0.609375,0.101661779081134
1.064,0.293255131964809,0.634765625,0.118279569892473
1.072,0.313782991202346,0.64453125,0.134897360703812
1.08,0.343108504398827,0.640625,0.15347018572825
1.088,0.381231671554252,0.6640625,0.173020527859238
1.096,0.425219941348974,0.66015625,0.193548387096774
1.104,0.471163245356794,0.6640625,0.21505376344086
1.112,0.517106549364614,0.67578125,0.235581622678397
1.12,0.559139784946237,0.66015625,0.256109481915934
1.128,0.597262952101662,0.650390625,0.274682306940371
1.136,0.63049853372434,0.6640625,0.294232649071359
1.144,0.658846529814272,0.654296875,0.311827956989247
1.152,0.682306940371456,0.64453125,0.329423264907136
1.16,0.701857282502444,0.6640625,0.345063538611926
1.168,0.716520039100684,0.6796875,0.360703812316716
1.176,0.726295210166178,0.6640625,0.374389051808407
1.184,0.735092864125122,0.64453125,0.389051808406647
1.192,0.741935483870968,0.640625,0.403714565004888
1.2,0.746823069403715,0.67578125,0.417399804496579
1.208,0.748778103616813,0.689453125,0.432062561094819
1.216,0.747800586510264,0.67578125,0.44672531769306
1.224,0.743890518084066,0.66015625,0.462365591397849
1.232,0.73802541544477,0.66015625,0.47702834799609
1.24,0.729227761485826,0.6953125,0.49169110459433
1.248,0.719452590420332,0.685546875,0.50733137829912
1.256,0.70772238514174,0.6796875,0.521994134897361
1.264,0.695014662756598,0.66015625,0.536656891495601
1.272,0.682306940371456,0.66015625,0.551319648093842
1.28,0.668621700879765,0.67578125,0.565982404692082
1.288,0.652981427174976,0.689453125,0.579667644183773
1.296,0.635386119257087,0.685546875,0.594330400782014
1.304,0.617790811339198,0.689453125,0.606060606060606
1.312,0.599217986314761,0.6796875,0.618768328445748
1.32,0.581622678396872,0.6796875,0.63049853372434
1.328,0.564027370478983,0.67578125,0.641251221896383
1.336,0.548387096774194,0.685546875,0.651026392961877
1.344,0.535679374389052,0.705078125,0.659824046920821
1.352,0.523949169110459,0.720703125,0.668621700879765
1.36,0.514173998044966,0.71484375,0.67644183773216
1.368,0.506353861192571,0.705078125,0.684261974584555
1.376,0.499511241446725,0.720703125,0.691104594330401
1.384,0.493646138807429,0.73046875,0.697947214076246
1.392,0.487781036168133,0.724609375,0.704789833822092
1.4,0.482893450635386,0.71484375,0.711632453567937
1.408,0.478005865102639,0.705078125,0.718475073313783
1.416,0.473118279569892,0.69921875,0.725317693059629
1.424,0.468230694037146,0.69921875,0.733137829912023
1.432,0.463343108504399,0.705078125,0.739980449657869
1.44,0.458455522971652,0.708984375,0.747800586510264
1.448,0.453567937438905,0.705078125,0.75366568914956
1.456,0.449657869012708,0.71484375,0.760508308895406
1.464,0.444770283479961,0.69921875,0.763440860215054
1.472,0.438905180840665,0.705078125,0.766373411534702
1.48,0.434995112414467,0.705078125,0.765395894428152
1.488,0.43010752688172,0.724609375,0.764418377321603
1.496,0.425219941348974,0.740234375,0.760508308895406
1.504,0.420332355816227,0.740234375,0.755620723362659
1.512,0.41544477028348,0.75390625,0.747800586510264
1.52,0.409579667644184,0.775390625,0.740957966764418
1.528,0.403714565004888,0.775390625,0.732160312805474
1.536,0.397849462365591,0.76953125,0.724340175953079
1.544,0.391984359726295,0.759765625,0.716520039100684
1.552,0.38514173998045,0.76953125,0.709677419354839
1.56,0.377321603128055,0.76953125,0.704789833822092
1.568,0.36950146627566,0.779296875,0.699902248289345
1.576,0.362658846529814,0.75390625,0.698924731182796
1.584,0.354838709677419,0.765625,0.697947214076246
1.592,0.348973607038123,0.76953125,0.704789833822092
1.6,0.345063538611926,0.765625,0.712609970674487
1.608,0.339198435972629,0.759765625,0.727272727272727
1.616,0.333333333333333,0.765625,0.742913000977517
1.624,0.328445747800586,0.775390625,0.764418377321603
1.632,0.32258064516129,0.775390625,0.786901270772238
1.64,0.317693059628543,0.779296875,0.814271749755621
1.648,0.312805474095797,0.798828125,0.841642228739003
1.656,0.30791788856305,0.78515625,0.869990224828935
1.664,0.303030303030303,0.775390625,0.899315738025415
1.672,0.297165200391007,0.759765625,0.928641251221896
1.68,0.291300097751711,0.75,0.958944281524927
1.688,0.285434995112414,0.75390625,0.979472140762463
1.696,0.281524926686217,0.75,1
1.704,0.27761485826002,0.740234375,1
1.712,0.273704789833822,0.734375,1
1.72,0.270772238514174,0.75,1
1.728,0.267839687194526,0.740234375,1
1.736,0.266862170087977,0.75,1
1.744,0.264907135874878,0.75,1
1.752,0.263929618768328,0.76953125,1
1.76,0.26197458455523,0.794921875,1
1.768,0.26099706744868,0.8046875,1
1.776,0.259042033235582,0.765625,1
1.784,0.259042033235582,0.720703125,1
1.792,0.260019550342131,1.18359375,1
1.8,0.26197458455523,1.5,1
1.808,0.263929618768328,1.5,1
1.816,0.266862170087977,1.48828125,1
1.824,0.268817204301075,1.009765625,1
1.832,0.270772238514174,0.935546875,1
1.84,0.272727272727273,0.830078125,1
1.848,0.273704789833822,0.759765625,1
1.856,0.274682306940371,0.73046875,1
1.864,0.274682306940371,0.71484375,1
1.872,0.274682306940371,0.708984375,1
1.88,0.274682306940371,0.720703125,1
1.888,0.274682306940371,0.724609375,1
1.896,0.274682306940371,0.744140625,1
1.904,0.274682306940371,0.75390625,1
1.912,0.274682306940371,0.76953125,1
1.92,0.275659824046921,0.798828125,1
1.928,0.274682306940371,0.830078125,1
1.936,0.274682306940371,0.849609375,1
1.944,0.273704789833822,0.859375,1
1.952,0.271749755620723,0.865234375,1
1.96,0.270772238514174,0.869140625,1
1.968,0.268817204301075,0.865234375,1
1.976,0.266862170087977,0.875,1
1.984,0.264907135874878,0.87890625,1
1.992,0.262952101661779,0.884765625,1
2,0.26099706744868,0.888671875,1
2.008,0.260019550342131,0.904296875,1
