,ECG,PPG
0,3867.9905995685867,1987.9929914829065
1,3985.876380126846,2047.1133894805034
2,3867.784617491342,1942.4885318730524
3,3932.7984412690685,2019.6746449575965
4,3730.191176951819,1938.2448131365866
5,3667.9104866298126,1920.1278032178284
6,3339.9830147126067,1839.9059996539825
7,3142.590128040069,1828.656371658446
8,2983.4805824089926,1762.3783145489472
9,2901.299831160578,1713.9653830089037
10,2856.957359039816,1682.7028512338936
11,2799.659330152837,1655.4941757987242
12,2820.6477680283315,1656.5544524649067
13,2834.6035002327767,1709.23780751399
14,2833.3396281798323,1794.9899434666197
15,3140.9485597242497,1929.6162121392301
16,4787.120580586673,2099.236954581523
17,7543.11147360759,2343.774197391868
18,8899.038797461508,2595.9917689559857
19,8460.7857023953,2869.2857113797313
20,4837.042669026668,3119.66177289466
21,2401.608297052422,3367.926834208827
22,2236.442386135503,3587.7328519381504
23,2557.5519593943873,3755.786398683672
24,2729.503120977453,3890.568070444832
25,2797.2803461776493,3949.599431210568
26,2906.0345894257584,4028.6989798848094
27,2939.7679168802606,4059.776007346565
28,3039.724253597982,4056.991058018672
29,3172.217867539357,4059.2589932322453
30,3223.1656949661706,4028.946942601308
31,3221.562795568455,3976.3304490366654
32,3130.3185317513444,3946.718576360151
33,3131.8280945783836,3892.9750432802593
34,3219.5921583282056,3836.698927314221
35,3224.971261717258,3781.7264184627406
36,3311.8484089962467,3726.215582840347
37,3315.847700128855,3671.0693800000035
38,3314.0882802433466,3588.4279169046226
39,3313.4624305542497,3505.3989886777817
40,3223.288314842499,3395.2159108580577
41,3221.23749866994,3257.9742352002286
42,3222.1316625044037,3118.5080544470748
43,3222.1532968366496,2982.1335187625054
44,3267.5530356647077,2842.203166890155
45,3314.86017402943,2678.7652539819665
46,3359.7786567157923,2565.604626396884
47,3361.3471344492536,2457.1804904626833
48,3313.1363568267043,2344.992140877689
49,3362.220035332941,2291.390929942066
50,3542.7956115134502,2262.4457408318644
51,3729.1552787204864,2236.6937257251443
52,4098.16204373572,2234.435642209832
53,4186.596107256169,2208.8695441302552
54,3686.82251963974,2207.2877485286235
55,3033.0494388347634,2208.1832444801953
56,2444.186290936305,2207.943879693861
57,2250.6964781811225,2207.817752026445
58,2397.7514383740786,2208.6127707151322
59,2618.9406677958937,2234.987902216815
60,2719.372935521721,2236.603851435561
61,2803.974307023897,2234.9636725770515
62,2809.5237801513276,2236.473534567274
63,2805.7498016859818,2235.388209310165
64,2807.687410008784,2236.3960360131723
65,2807.6262504742813,2235.513699458833
66,2852.828058746439,2208.55049897867
67,2946.9795399680365,2180.6498487999193
68,3128.886345355547,2152.989684234802
69,3270.30263690753,2125.371754569549
70,3312.7268138493646,2097.566710240044
71,3316.1674187672884,2070.248286035927
72,3405.075126294028,2041.9794620087625
73,3500.5237253672913,2015.955399948949
74,3496.662309800437,2013.6677415700049
75,3455.5235948772834,1988.2520173321
76,3219.2382208272415,1957.9709442214853
77,2718.1097756478207,1933.0201846422835
78,2482.4278575897565,1902.744507643251
79,2391.641914099269,1878.3024054954187
80,2302.2644349712177,1902.380996895252
81,2298.5720456960125,1933.2973036002777
82,2305.0708201570737,2040.793855009552
83,2343.927743587628,2208.4904891505785
84,2304.7840540916213,2427.990955412098
85,2390.5494242065224,2704.893764052955
86,2901.6846951932043,3008.0801764445796
