,ECG,PPG
0,-272.99758848115374,-145.005179336585
1,-144.72085545580393,-187.10307370754887
2,-65.28753389581993,-230.1091963293751
3,-65.27106895099739,-280.19930874074066
4,-135.10115542101383,-331.38436905504574
5,-243.92101710303382,-367.12548367681165
6,-370.7531771203364,-388.3907821259581
7,-459.8364226788283,-412.8126008143386
8,-463.4681322633026,-447.99451637567637
9,-375.33273263709276,-491.7041012737168
10,-239.7412156026858,-540.5254131111393
11,-151.51055247700097,-595.842284394639
12,-186.0347923540642,-654.4277671306038
13,-265.20037118383885,-709.6469443327396
14,-275.917457109305,-759.332483379984
15,-273.300479679936,-804.0845980171321
16,-341.2193858088831,-851.8152104741165
17,-409.4344495113693,-914.295766553194
18,-414.1475189123279,-993.4525754627374
19,-400.0147223303079,-1070.2137370273724
20,-393.8774787611968,-1129.2384068783867
21,-382.83505250838016,-1180.8951359792397
22,-364.6352723206286,-1236.31049886502
23,-345.17457179196924,-1295.2573836104232
24,-333.8839783850209,-1353.7561240596067
25,-300.9059022955827,-1412.722569401576
26,21.76703372355115,-1471.3221326265334
27,1192.362183003912,-1529.4715710673267
28,3236.415757903228,-1588.2586589537668
29,4776.434926471909,-1646.505291637155
30,4359.81084772744,-1705.2195848843137
31,2594.848006303587,-1764.2671868655736
32,1218.4027834619983,-1827.241001067872
33,677.7229589726828,-1897.3952211114838
34,378.007282197093,-1969.3629170070205
35,99.56302715404294,-2036.1576292335674
36,-58.4201488068427,-2096.8749987792507
37,-103.57459468270001,-2154.9090905231674
38,-69.77297491570496,-2210.0190152568325
39,-46.43393513370599,-2256.673641134327
40,-94.7327722344416,-2280.4774468325486
41,-117.38902575377737,-2269.53509157121
42,-49.89006382384929,-2226.2151907096995
43,28.605147530267985,-2149.976097697991
44,65.98583016215552,-2039.1459039508136
45,52.34724116244332,-1894.5274190750088
46,-30.784930922955517,-1711.9730630893255
47,-146.0372075989011,-1487.2734899274901
48,-234.72160533445148,-1231.8142277264274
49,-293.0596940319697,-965.2841431595896
50,-312.48945000105505,-698.417269622503
51,-241.37466076903237,-436.85456313118016
52,-99.85496016363767,-189.59312255680612
53,40.9294324756332,42.894543362863864
54,176.30305367087084,242.31640211179254
55,332.26776927217963,377.48470019108913
56,495.1195542639182,459.8261552206402
57,704.993696297693,553.6848379527762
58,1048.5071118984167,676.6056644151537
59,1487.126837343931,795.4856933123367
60,1866.5076708814302,892.5024602954456
61,2177.2137717914206,977.2891382868684
62,2547.4188706116047,1056.526830125894
63,2945.9659754516,1131.4544948093496
64,3227.1384635016225,1199.2977041978406
