,ECG,PPG
0,-132.9772082415289,3187.982523868583
1,792.1715217849596,4511.820822043669
2,1536.4310246049122,4059.8194295293583
3,1030.0193639732818,4301.361637859782
4,310.460684666914,4149.548531779618
5,-367.4948595258258,4195.061611120206
6,-766.3650758176656,4124.432374457629
7,-733.0562449444246,4110.860209082785
8,-555.474452263301,4077.374290502537
9,-321.0612080973699,4040.137134200145
10,-33.634580580998275,4024.4416784426876
11,35.39373140070545,3993.693266440719
12,-66.91555956021459,3989.457000565083
13,-37.59606599805201,3965.171202731873
14,-5.610881478276532,3958.86314516879
15,-65.42876245931294,3954.8584617796187
16,3.872459845790308,3956.792231297777
17,61.28524385957248,3968.885931630884
18,115.05721306568714,3982.8376484927
19,233.9308507678702,3987.989689925067
20,183.57197598771364,3987.05497064653
21,163.43790889429246,3998.842437715933
22,258.0791972538017,4013.5148323021176
23,389.1826758692263,4020.085187397402
24,347.50784286764025,4020.9332650318242
25,214.83765685949174,4008.147719115483
26,106.80248560727449,3993.1352331093585
27,-44.00785333126609,3987.656526565632
28,-125.91633416717546,3989.08153824179
29,-266.60016399363735,3979.825823458037
30,-608.1346088076936,3962.1512893025033
31,-978.0542638177852,3956.516660131508
32,-1421.837070574442,3954.7386700757042
33,-1798.394346061602,3956.589104746497
34,-1590.2093743585237,3954.680388814051
35,-1054.5410537470334,3960.0123587004937
36,-777.8155296870754,3971.2931364248593
37,-167.53457836927038,3991.287079529343
38,808.4141517103085,4020.9157910103168
39,922.7001229454312,4049.042106060537
40,257.1896618329703,4083.884296336303
41,-530.8808070227329,4108.363050527633
42,-764.6313258537864,4129.839080979622
43,-548.1770387712689,4142.789792159162
44,-308.37716983585835,4173.600439859819
45,-55.98859967838011,4199.544914826559
46,335.67109095405,4235.758333232789
47,709.6492249485112,4261.020523388609
48,776.4032954886837,4297.483963820213
49,798.9600328860449,4322.234130486726
50,644.5390054705084,4358.733890842792
51,687.7640461709591,4382.490411976362
52,745.5921079796084,4429.356488217787
53,584.8855585435481,4470.906417471558
