Time,PPG,ECG
0,0.517647058823529,-0.133858267716535
0.008,0.517647058823529,-0.181102362204724
0.016,0.517647058823529,-0.21259842519685
0.024,0.517647058823529,-0.220472440944882
0.032,0.517647058823529,-0.204724409448819
0.04,0.517647058823529,-0.188976377952756
0.048,0.517647058823529,-0.188976377952756
0.056,0.517647058823529,-0.173228346456693
0.064,0.517647058823529,-0.15748031496063
0.072,0.517647058823529,-0.125984251968504
0.08,0.517647058823529,-0.0866141732283465
0.088,0.517647058823529,-0.0551181102362205
0.096,0.517647058823529,-0.047244094488189
0.104,0.513725490196078,0.0078740157480315
0.112,0.513725490196078,0.102362204724409
0.12,0.513725490196078,0.440944881889764
0.128,0.513725490196078,0.874015748031496
0.136,0.513725490196078,0.976377952755906
0.144,0.513725490196078,0.653543307086614
0.152,0.513725490196078,0.52755905511811
0.16,0.513725490196078,0.393700787401575
0.168,0.513725490196078,0.21259842519685
0.176,0.513725490196078,0.0866141732283465
0.184,0.513725490196078,0.078740157480315
0.192,0.513725490196078,0.0708661417322835
0.2,0.513725490196078,0.0551181102362205
0.208,0.513725490196078,0.0393700787401575
0.216,0.513725490196078,0.031496062992126
0.224,0.513725490196078,0.047244094488189
0.232,0.513725490196078,0.0708661417322835
0.24,0.513725490196078,0.078740157480315
0.248,0.513725490196078,0.0866141732283465
0.256,0.513725490196078,0.0866141732283465
0.264,0.513725490196078,0.0708661417322835
0.272,0.513725490196078,0.0236220472440945
0.28,0.513725490196078,-0.031496062992126
0.288,0.513725490196078,-0.062992125984252
0.296,0.513725490196078,-0.094488188976378
0.304,0.513725490196078,-0.118110236220472
0.312,0.513725490196078,-0.125984251968504
0.32,0.513725490196078,-0.133858267716535
0.328,0.513725490196078,-0.133858267716535
0.336,0.513725490196078,-0.125984251968504
0.344,0.513725490196078,-0.110236220472441
0.352,0.513725490196078,-0.102362204724409
0.36,0.513725490196078,-0.078740157480315
0.368,0.513725490196078,-0.047244094488189
0.376,0.513725490196078,-0.031496062992126
0.384,0.513725490196078,-0.0236220472440945
0.392,0.513725490196078,-0.015748031496063
0.4,0.513725490196078,-0.015748031496063
0.408,0.513725490196078,-0.0078740157480315
0.416,0.513725490196078,0.0078740157480315
0.424,0.513725490196078,-0.0078740157480315
0.432,0.513725490196078,-0.015748031496063
0.44,0.513725490196078,-0.015748031496063
0.448,0.513725490196078,-0.031496062992126
0.456,0.513725490196078,-0.031496062992126
0.464,0.513725490196078,-0.031496062992126
0.472,0.513725490196078,-0.047244094488189
0.48,0.513725490196078,-0.062992125984252
0.488,0.513725490196078,-0.078740157480315
0.496,0.513725490196078,-0.0866141732283465
0.504,0.513725490196078,-0.102362204724409
0.512,0.513725490196078,-0.102362204724409
0.52,0.513725490196078,-0.094488188976378
0.528,0.513725490196078,-0.0866141732283465
0.536,0.513725490196078,-0.0708661417322835
