Time,PPG,ECG,resp
0,2.04398826979472,0.40478515625,0.187637429758124
0.008,2.13098729227761,0.43017578125,0.189347666748107
0.016,2.21309872922776,0.46484375,0.190813584168092
0.024,2.28934506353861,0.47998046875,0.192523821158075
0.032,2.35483870967742,0.509765625,0.193745419008063
0.04,2.40957966764418,0.51513671875,0.195211336428048
0.048,2.44965786901271,0.52490234375,0.195944295138041
0.056,2.47800586510264,0.51513671875,0.196677253848033
0.064,2.50146627565982,0.52001953125,0.196677253848033
0.072,2.52003910068426,0.5048828125,0.196677253848033
0.08,2.5327468230694,0.47509765625,0.194722697288053
0.088,2.53763440860215,0.44482421875,0.19301246029807
0.096,2.53372434017595,0.43994140625,0.189591986318104
0.104,2.52394916911046,0.44482421875,0.186415831908136
0.112,2.50928641251222,0.47998046875,0.18299535792817
0.12,2.48973607038123,0.5751953125,0.179574883948204
0.128,2.4652981427175,0.6201171875,0.176154409968238
0.136,2.43597262952102,0.64501953125,0.172733935988273
0.144,2.40371456500489,0.68505859375,0.168824822868312
0.152,2.37047898338221,0.77978515625,0.165160029318348
0.16,2.33626588465298,0.7998046875,0.16100659662839
0.168,2.29618768328446,0.7197265625,0.157097483508429
0.176,2.25904203323558,0.58984375,0.153677009528463
0.184,2.22678396871945,0.56494140625,0.150500855118495
0.192,2.19648093841642,0.544921875,0.147813339848522
0.2,2.16911045943304,0.5498046875,0.145125824578549
0.208,2.14565004887586,0.52978515625,0.143415587588566
0.216,2.12414467253177,0.47021484375,0.141705350598583
0.224,2.10361681329423,0.35986328125,0.14097239188859
0.232,2.08504398826979,0.3349609375,0.140483752748595
0.24,2.06842619745846,0.330078125,0.141216711458588
0.248,2.05669599217986,0.330078125,0.142193989738578
0.256,2.04594330400782,0.3349609375,0.144148546298559
0.264,2.03519061583578,0.3251953125,0.146347422428537
0.272,2.02443792766373,0.330078125,0.148301978988517
0.28,2.01466275659824,0.330078125,0.150256535548497
0.288,2.00782013685239,0.3251953125,0.152211092108478
0.296,2,0.330078125,0.154409968238456
0.304,1.99217986314761,0.31005859375,0.157097483508429
0.312,1.98533724340176,0.30029296875,0.1600293183484
0.32,1.97751710654936,0.30517578125,0.163449792328366
0.328,1.97067448680352,0.28515625,0.166870266308331
0.336,1.96774193548387,0.30517578125,0.170290740288297
0.344,1.96578690127077,0.3349609375,0.173711214268263
0.352,1.96480938416422,0.330078125,0.176887368678231
0.36,1.96578690127077,0.35009765625,0.180307842658197
0.368,1.97165200391007,0.39990234375,0.18299535792817
0.376,1.98435972629521,0.44482421875,0.185927192768141
0.384,2.00488758553275,0.46484375,0.188126068898119
0.392,2.03030303030303,0.47021484375,0.190569264598094
0.4,2.05669599217986,0.46484375,0.19203518201808
0.408,2.08406647116325,0.46484375,0.193501099438065
0.416,2.11143695014663,0.47509765625,0.194234058148058
0.424,2.13587487781036,0.47021484375,0.19496701685805
0.432,2.15542521994135,0.47021484375,0.194722697288053
0.44,2.16813294232649,0.455078125,0.194478377718055
