Time,PPG,ECG
0,0.403921568627451,0.390625
0.008,0.407843137254902,0.390625
0.016,0.407843137254902,0.40625
0.024,0.407843137254902,0.40625
0.032,0.411764705882353,0.4375
0.04,0.411764705882353,0.421875
0.048,0.411764705882353,0.40625
0.056,0.415686274509804,0.40625
0.064,0.415686274509804,0.40625
0.072,0.415686274509804,0.40625
0.08,0.419607843137255,0.4296875
0.088,0.419607843137255,0.4375
0.096,0.419607843137255,0.421875
0.104,0.419607843137255,0.40625
0.112,0.419607843137255,0.421875
0.12,0.419607843137255,0.4140625
0.128,0.423529411764706,0.40625
0.136,0.427450980392157,0.3984375
0.144,0.435294117647059,0.375
0.152,0.450980392156863,0.375
0.16,0.466666666666667,0.6875
0.168,0.494117647058824,1.1796875
0.176,0.525490196078431,1.390625
0.184,0.56078431372549,1.1484375
0.192,0.596078431372549,0.6953125
0.2,0.627450980392157,0.46875
0.208,0.654901960784314,0.3671875
0.216,0.67843137254902,0.3203125
0.224,0.694117647058824,0.3125
0.232,0.701960784313725,0.3203125
0.24,0.705882352941177,0.3203125
0.248,0.705882352941177,0.3203125
0.256,0.701960784313725,0.3125
0.264,0.698039215686274,0.3125
0.272,0.694117647058824,0.3125
0.28,0.686274509803922,0.3203125
0.288,0.67843137254902,0.3359375
0.296,0.670588235294118,0.328125
0.304,0.662745098039216,0.3125
0.312,0.654901960784314,0.3125
0.32,0.647058823529412,0.3125
0.328,0.63921568627451,0.3203125
0.336,0.627450980392157,0.328125
0.344,0.619607843137255,0.34375
0.352,0.607843137254902,0.359375
0.36,0.6,0.375
0.368,0.588235294117647,0.3828125
0.376,0.576470588235294,0.390625
0.384,0.564705882352941,0.390625
0.392,0.549019607843137,0.390625
0.4,0.537254901960784,0.390625
0.408,0.52156862745098,0.3984375
0.416,0.509803921568627,0.4140625
0.424,0.498039215686275,0.4140625
0.432,0.490196078431373,0.421875
0.44,0.482352941176471,0.40625
0.448,0.474509803921569,0.4140625
0.456,0.470588235294118,0.4140625
0.464,0.470588235294118,0.4140625
0.472,0.466666666666667,0.421875
0.48,0.466666666666667,0.40625
0.488,0.462745098039216,0.390625
0.496,0.462745098039216,0.40625
0.504,0.462745098039216,0.3984375
0.512,0.462745098039216,0.40625
0.52,0.462745098039216,0.390625
0.528,0.458823529411765,0.40625
0.536,0.458823529411765,0.3984375
0.544,0.454901960784314,0.40625
0.552,0.450980392156863,0.40625
0.56,0.450980392156863,0.40625
0.568,0.447058823529412,0.40625
0.576,0.443137254901961,0.40625
0.584,0.43921568627451,0.40625
0.592,0.435294117647059,0.4140625
0.6,0.431372549019608,0.4140625
0.608,0.427450980392157,0.40625
0.616,0.423529411764706,0.4140625
0.624,0.419607843137255,0.4140625
0.632,0.419607843137255,0.40625
0.64,0.423529411764706,0.3828125
0.648,0.431372549019608,0.375
0.656,0.43921568627451,0.375
0.664,0.450980392156863,0.390625
0.672,0.470588235294118,0.40625
0.68,0.494117647058824,0.421875
0.688,0.517647058823529,0.4375
0.696,0.541176470588235,0.4375
0.704,0.56078431372549,0.421875
0.712,0.576470588235294,0.40625
0.72,0.592156862745098,0.421875
0.728,0.6,0.4375
0.736,0.603921568627451,0.4375
0.744,0.603921568627451,0.4375
0.752,0.603921568627451,0.4375
0.76,0.6,0.4375
0.768,0.596078431372549,0.4296875
0.776,0.588235294117647,0.4375
0.784,0.580392156862745,0.4375
0.792,0.576470588235294,0.453125
0.8,0.556862745098039,0.4375
0.808,0.533333333333333,0.4140625
0.816,0.513725490196078,0.3984375
0.824,0.501960784313725,0.390625
0.832,0.490196078431373,0.390625
0.84,0.47843137254902,0.40625
0.848,0.466666666666667,0.421875
0.856,0.454901960784314,0.4375
0.864,0.43921568627451,0.4375
0.872,0.423529411764706,0.4375
0.88,0.411764705882353,0.4375
0.888,0.396078431372549,0.421875
0.896,0.380392156862745,0.421875
0.904,0.364705882352941,0.4296875
0.912,0.352941176470588,0.4375
0.92,0.345098039215686,0.421875
0.928,0.337254901960784,0.4375
0.936,0.333333333333333,0.4453125
0.944,0.329411764705882,0.4609375
0.952,0.329411764705882,0.453125
0.96,0.329411764705882,0.453125
0.968,0.329411764705882,0.421875
0.976,0.329411764705882,0.40625
0.984,0.329411764705882,0.40625
0.992,0.329411764705882,0.421875
1,0.333333333333333,0.4140625
1.008,0.333333333333333,0.40625
1.016,0.329411764705882,0.40625
1.024,0.329411764705882,0.5234375
1.032,0.329411764705882,0.90625
1.04,0.325490196078431,1.3359375
1.048,0.325490196078431,1.375
1.056,0.32156862745098,0.9453125
1.064,0.32156862745098,0.5859375
1.072,0.317647058823529,0.4375
1.08,0.313725490196078,0.375
1.088,0.309803921568627,0.34375
1.096,0.305882352941176,0.3359375
1.104,0.301960784313725,0.3515625
1.112,0.298039215686275,0.3671875
1.12,0.294117647058824,0.3515625
1.128,0.290196078431373,0.3359375
1.136,0.286274509803922,0.3125
1.144,0.282352941176471,0.3125
1.152,0.27843137254902,0.296875
1.16,0.27843137254902,0.3125
1.168,0.274509803921569,0.328125
1.176,0.274509803921569,0.3359375
1.184,0.270588235294118,0.3359375
1.192,0.270588235294118,0.359375
1.2,0.270588235294118,0.375
1.208,0.266666666666667,0.3828125
1.216,0.266666666666667,0.3828125
1.224,0.266666666666667,0.390625
1.232,0.266666666666667,0.40625
1.24,0.266666666666667,0.40625
1.248,0.266666666666667,0.4140625
1.256,0.266666666666667,0.40625
1.264,0.270588235294118,0.4296875
1.272,0.270588235294118,0.4375
1.28,0.270588235294118,0.4375
1.288,0.274509803921569,0.4296875
1.296,0.274509803921569,0.40625
1.304,0.274509803921569,0.3984375
1.312,0.274509803921569,0.40625
1.32,0.27843137254902,0.40625
1.328,0.27843137254902,0.4140625
1.336,0.27843137254902,0.40625
1.344,0.282352941176471,0.4140625
1.352,0.282352941176471,0.421875
1.36,0.286274509803922,0.421875
1.368,0.286274509803922,0.4140625
1.376,0.290196078431373,0.4140625
1.384,0.294117647058824,0.4140625
1.392,0.294117647058824,0.4140625
1.4,0.298039215686275,0.40625
1.408,0.301960784313725,0.421875
1.416,0.301960784313725,0.4140625
1.424,0.305882352941176,0.421875
1.432,0.305882352941176,0.421875
1.44,0.309803921568627,0.4375
1.448,0.309803921568627,0.4453125
1.456,0.313725490196078,0.421875
1.464,0.313725490196078,0.3984375
1.472,0.313725490196078,0.3984375
1.48,0.317647058823529,0.3984375
1.488,0.325490196078431,0.40625
1.496,0.337254901960784,0.4140625
1.504,0.356862745098039,0.40625
1.512,0.392156862745098,0.421875
1.52,0.431372549019608,0.4375
1.528,0.47843137254902,0.4296875
1.536,0.529411764705882,0.421875
1.544,0.576470588235294,0.421875
1.552,0.611764705882353,0.4140625
1.56,0.643137254901961,0.421875
1.568,0.666666666666667,0.421875
1.576,0.686274509803922,0.4140625
1.584,0.698039215686274,0.4140625
1.592,0.701960784313725,0.421875
1.6,0.698039215686274,0.4375
1.608,0.694117647058824,0.4375
1.616,0.682352941176471,0.4375
1.624,0.670588235294118,0.421875
1.632,0.658823529411765,0.40625
1.64,0.643137254901961,0.3984375
1.648,0.631372549019608,0.40625
1.656,0.615686274509804,0.390625
1.664,0.6,0.421875
1.672,0.584313725490196,0.4375
1.68,0.568627450980392,0.4453125
1.688,0.552941176470588,0.4453125
1.696,0.541176470588235,0.4453125
1.704,0.525490196078431,0.4375
1.712,0.509803921568627,0.4296875
1.72,0.494117647058824,0.421875
1.728,0.47843137254902,0.4375
1.736,0.462745098039216,0.421875
1.744,0.447058823529412,0.421875
1.752,0.431372549019608,0.4296875
1.76,0.419607843137255,0.4453125
1.768,0.407843137254902,0.4609375
1.776,0.396078431372549,0.4375
1.784,0.388235294117647,0.421875
1.792,0.380392156862745,0.40625
1.8,0.372549019607843,0.4140625
1.808,0.368627450980392,0.421875
1.816,0.364705882352941,0.421875
1.824,0.364705882352941,0.421875
1.832,0.36078431372549,0.4296875
1.84,0.356862745098039,0.4375
1.848,0.356862745098039,0.4296875
1.856,0.356862745098039,0.4296875
1.864,0.352941176470588,0.4453125
1.872,0.352941176470588,0.4375
1.88,0.349019607843137,0.4375
1.888,0.349019607843137,0.4375
1.896,0.345098039215686,0.4375
1.904,0.341176470588235,0.40625
1.912,0.341176470588235,0.390625
1.92,0.337254901960784,0.6171875
1.928,0.333333333333333,1.1171875
1.936,0.333333333333333,1.3984375
1.944,0.329411764705882,1.2421875
1.952,0.325490196078431,0.796875
1.96,0.325490196078431,0.515625
1.968,0.32156862745098,0.390625
1.976,0.317647058823529,0.3515625
1.984,0.309803921568627,0.3359375
1.992,0.305882352941176,0.328125
2,0.301960784313725,0.3125
2.008,0.298039215686275,0.3203125
2.016,0.294117647058824,0.34375
2.024,0.290196078431373,0.3515625
2.032,0.286274509803922,0.3359375
2.04,0.286274509803922,0.328125
2.048,0.282352941176471,0.3359375
2.056,0.282352941176471,0.3515625
2.064,0.27843137254902,0.3671875
2.072,0.27843137254902,0.3515625
2.08,0.274509803921569,0.359375
2.088,0.274509803921569,0.375
2.096,0.274509803921569,0.375
2.104,0.270588235294118,0.3671875
2.112,0.270588235294118,0.3671875
2.12,0.270588235294118,0.375
2.128,0.270588235294118,0.3984375
2.136,0.270588235294118,0.40625
2.144,0.270588235294118,0.40625
2.152,0.270588235294118,0.40625
2.16,0.270588235294118,0.3984375
2.168,0.270588235294118,0.40625
2.176,0.270588235294118,0.421875
2.184,0.270588235294118,0.4296875
2.192,0.270588235294118,0.421875
2.2,0.274509803921569,0.4140625
2.208,0.274509803921569,0.40625
2.216,0.274509803921569,0.421875
2.224,0.274509803921569,0.4140625
2.232,0.27843137254902,0.421875
2.24,0.27843137254902,0.421875
2.248,0.27843137254902,0.4375
2.256,0.282352941176471,0.4375
2.264,0.282352941176471,0.4296875
2.272,0.286274509803922,0.4140625
2.28,0.286274509803922,0.40625
2.288,0.290196078431373,0.40625
2.296,0.294117647058824,0.40625
2.304,0.294117647058824,0.421875
2.312,0.298039215686275,0.4375
2.32,0.301960784313725,0.4375
2.328,0.301960784313725,0.4453125
2.336,0.305882352941176,0.4921875
2.344,0.305882352941176,0.7109375
2.352,0.309803921568627,1.125
2.36,0.309803921568627,1.3125
2.368,0.309803921568627,1.15625
