Time,PPG,ECG,resp
0,2.1524926686217,0.329912023460411,-0.0262675626145388
0.008,2.22091886608016,0.329912023460411,-0.0256566890653635
0.016,2.28543499511241,0.329912023460411,-0.0250458155161882
0.024,2.34310850439883,0.345063538611926,-0.0250458155161882
0.032,2.39100684261975,0.339687194525904,-0.0244349419670128
0.04,2.42619745845552,0.354838709677419,-0.0244349419670128
0.048,2.44965786901271,0.345063538611926,-0.0244349419670128
0.056,2.46041055718475,0.359726295210166,-0.0244349419670128
0.064,2.4594330400782,0.354838709677419,-0.0244349419670128
0.072,2.44672531769306,0.359726295210166,-0.0244349419670128
0.08,2.42326490713587,0.354838709677419,-0.0244349419670128
0.088,2.39296187683284,0.349951124144673,-0.0250458155161882
0.096,2.35483870967742,0.379765395894428,-0.0256566890653635
0.104,2.30596285434995,0.509775171065494,-0.0268784361637141
0.112,2.24633431085044,0.670087976539589,-0.0281001832620648
0.12,2.17888563049853,0.695014662756598,-0.0293219303604154
0.128,2.10557184750733,0.450146627565982,-0.030543677458766
0.136,2.02932551319648,0.309872922776149,-0.0317654245571167
0.144,1.95112414467253,0.28494623655914,-0.0329871716554673
0.152,1.87487781036168,0.260019550342131,-0.034208918753818
0.16,1.80058651026393,0.294721407624633,-0.0354306658521686
0.168,1.73216031280547,0.334799608993157,-0.0372632864996946
0.176,1.67057673509286,0.354838709677419,-0.0390959071472205
0.184,1.62267839687195,0.359726295210166,-0.0403176542455712
0.192,1.58455522971652,0.374877810361681,-0.0415394013439218
0.2,1.54838709677419,0.369990224828935,-0.0427611484422724
0.208,1.51710654936461,0.379765395894428,-0.0439828955406231
0.216,1.49266862170088,0.390029325513196,-0.0452046426389737
0.224,1.47507331378299,0.404692082111437,-0.0458155161881491
0.232,1.4633431085044,0.404692082111437,-0.0464263897373244
0.24,1.45650048875855,0.414956011730205,-0.0470372632864997
0.248,1.45356793743891,0.39980449657869,-0.047648136835675
0.256,1.45259042033236,0.404692082111437,-0.047648136835675
0.264,1.45356793743891,0.379765395894428,-0.047648136835675
0.272,1.45650048875855,0.379765395894428,-0.0470372632864997
0.28,1.46041055718475,0.374877810361681,-0.0470372632864997
0.288,1.4652981427175,0.379765395894428,-0.0470372632864997
0.296,1.47018572825024,0.379765395894428,-0.0470372632864997
0.304,1.47409579667644,0.390029325513196,-0.0470372632864997
0.312,1.47605083088954,0.390029325513196,-0.0470372632864997
0.32,1.47605083088954,0.404692082111437,-0.0470372632864997
0.328,1.47409579667644,0.419843597262952,-0.047648136835675
0.336,1.4692082111437,0.444770283479961,-0.047648136835675
0.344,1.4633431085044,0.455034213098729,-0.0482590103848503
0.352,1.455522971652,0.484848484848485,-0.0488698839340257
0.36,1.44770283479961,0.495112414467253,-0.0500916310323763
0.368,1.43988269794721,0.524926686217009,-0.0513133781307269
0.376,1.43304007820137,0.535190615835777,-0.0525351252290776
0.384,1.42913000977517,0.544965786901271,-0.0537568723274282
0.392,1.42619745845552,0.549853372434018,-0.0549786194257789
0.4,1.42228739002933,0.540078201368524,-0.0555894929749542
0.408,1.41642228739003,0.515151515151515,-0.0568112400733048
0.416,1.40860215053763,0.479960899315738,-0.0580329871716555
0.424,1.39980449657869,0.424731182795699,-0.0598656078191814
0.432,1.38905180840665,0.379765395894428,-0.0610873549175321
