Time,PPG,ECG
0,0.529411764705882,0.732283464566929
0.008,0.52156862745098,0.748031496062992
0.016,0.513725490196078,0.740157480314961
0.024,0.501960784313725,0.748031496062992
0.032,0.494117647058824,0.748031496062992
0.04,0.482352941176471,0.763779527559055
0.048,0.474509803921569,0.748031496062992
0.056,0.466666666666667,0.748031496062992
0.064,0.458823529411765,0.740157480314961
0.072,0.454901960784314,0.748031496062992
0.08,0.450980392156863,0.740157480314961
0.088,0.447058823529412,0.740157480314961
0.096,0.447058823529412,0.724409448818898
0.104,0.447058823529412,0.724409448818898
0.112,0.447058823529412,0.708661417322835
0.12,0.450980392156863,0.716535433070866
0.128,0.450980392156863,0.700787401574803
0.136,0.450980392156863,0.716535433070866
0.144,0.454901960784314,0.700787401574803
0.152,0.454901960784314,0.724409448818898
0.16,0.454901960784314,0.724409448818898
0.168,0.454901960784314,0.724409448818898
0.176,0.454901960784314,0.740157480314961
0.184,0.454901960784314,0.763779527559055
0.192,0.454901960784314,0.78740157480315
0.2,0.450980392156863,0.803149606299213
0.208,0.450980392156863,0.811023622047244
0.216,0.447058823529412,0.818897637795276
0.224,0.443137254901961,0.834645669291339
0.232,0.443137254901961,0.826771653543307
0.24,0.443137254901961,0.834645669291339
0.248,0.443137254901961,0.818897637795276
0.256,0.443137254901961,0.834645669291339
0.264,0.443137254901961,0.818897637795276
0.272,0.43921568627451,0.834645669291339
0.28,0.43921568627451,0.818897637795276
0.288,0.43921568627451,0.826771653543307
0.296,0.43921568627451,0.811023622047244
0.304,0.435294117647059,0.818897637795276
0.312,0.435294117647059,0.795275590551181
0.32,0.43921568627451,0.818897637795276
0.328,0.43921568627451,0.803149606299213
0.336,0.443137254901961,0.803149606299213
0.344,0.443137254901961,0.78740157480315
0.352,0.447058823529412,0.795275590551181
0.36,0.447058823529412,0.779527559055118
0.368,0.447058823529412,0.795275590551181
0.376,0.447058823529412,0.795275590551181
0.384,0.447058823529412,0.803149606299213
0.392,0.443137254901961,0.803149606299213
0.4,0.435294117647059,0.818897637795276
0.408,0.431372549019608,0.803149606299213
0.416,0.423529411764706,0.803149606299213
0.424,0.411764705882353,0.818897637795276
0.432,0.403921568627451,0.818897637795276
0.44,0.396078431372549,0.834645669291339
0.448,0.388235294117647,0.84251968503937
0.456,0.384313725490196,0.850393700787402
0.464,0.380392156862745,0.834645669291339
0.472,0.380392156862745,0.84251968503937
0.48,0.384313725490196,0.826771653543307
0.488,0.388235294117647,0.834645669291339
0.496,0.392156862745098,0.818897637795276
0.504,0.4,0.834645669291339
0.512,0.407843137254902,0.803149606299213
0.52,0.411764705882353,0.803149606299213
0.528,0.419607843137255,0.795275590551181
0.536,0.427450980392157,0.803149606299213
0.544,0.435294117647059,0.78740157480315
0.552,0.443137254901961,0.795275590551181
0.56,0.450980392156863,0.779527559055118
0.568,0.458823529411765,0.795275590551181
0.576,0.466666666666667,0.779527559055118
0.584,0.474509803921569,0.795275590551181
0.592,0.482352941176471,0.771653543307087
0.6,0.490196078431373,0.795275590551181
0.608,0.498039215686275,0.795275590551181
0.616,0.505882352941176,0.874015748031496
0.624,0.513725490196078,0.94488188976378
0.632,0.517647058823529,1.14173228346457
0.64,0.525490196078431,1.33070866141732
0.648,0.529411764705882,1.28346456692913
0.656,0.529411764705882,1.04724409448819
0.664,0.533333333333333,0.748031496062992
0.672,0.537254901960784,0.700787401574803
0.68,0.537254901960784,0.716535433070866
0.688,0.541176470588235,0.732283464566929
0.696,0.541176470588235,0.724409448818898
0.704,0.545098039215686,0.732283464566929
0.712,0.545098039215686,0.724409448818898
0.72,0.545098039215686,0.732283464566929
0.728,0.541176470588235,0.724409448818898
0.736,0.541176470588235,0.740157480314961
0.744,0.533333333333333,0.724409448818898
0.752,0.529411764705882,0.732283464566929
0.76,0.52156862745098,0.740157480314961
0.768,0.517647058823529,0.748031496062992
0.776,0.509803921568627,0.740157480314961
0.784,0.501960784313725,0.748031496062992
0.792,0.498039215686275,0.755905511811024
0.8,0.490196078431373,0.763779527559055
0.808,0.486274509803922,0.748031496062992
0.816,0.482352941176471,0.755905511811024
0.824,0.482352941176471,0.748031496062992
0.832,0.482352941176471,0.748031496062992
0.84,0.482352941176471,0.740157480314961
0.848,0.482352941176471,0.732283464566929
0.856,0.486274509803922,0.740157480314961
