ECG,PPG
-0.11454343150094311,0.34363786753724074
0.18904582545152207,0.8032081309211804
-0.11454343150094311,0.2875447090514066
-0.2703422348290667,-0.005714259874533477
-0.059213015365721634,0.20389701657253106
0.1635647127576701,0.3219878765427083
0.27568160861061886,0.14780385808669688
0.596743628553154,0.023808455118010826
1.392482376392589,0.09171069960086271
2.534036225077158,0.1222175050931585
3.680686296300498,0.035617541115028545
4.504818283998797,-0.029332431868568917
4.796759032291216,-0.020475617370805627
4.509186474746314,-0.03130061286807187
3.792075160362194,-0.0765687758566398
2.8995081842861214,-0.1021551288501782
2.06227162434527,-0.10412330984968116
1.3895702492275774,-0.12577330084421365
0.8901404404280784,-0.1602164683355153
0.5122919407678159,-0.1897391833280596
0.2203511924753974,-0.2163096268213495
-0.018443235055558442,-0.25173688481240264
-0.22666032735389188,-0.27240278530718365
-0.42104481561841994,-0.2871641428034558
-0.5615549513302324,-0.299957319300225
-0.6358141940380296,-0.33243230579202376
-0.6729438153919283,-0.3560504777860592
-0.7290022633184026,-0.3727800162818343
-0.7843326794536241,-0.38360501177910056
-0.8069016649824644,-0.4150959077711478
-0.7843326794536241,-0.43969817026493474
-0.7872448066186357,-0.45741179926046127
-0.8403911273800985,-0.46823679475772756
-0.9270269105391953,-0.49874360025002334
-0.9517799914417944,-0.5243299532435617
-0.894993511724067,-0.5341708582410765
-0.7843326794536241,-0.5243299532435617
-0.7370106130221846,-0.5322026772415736
-0.7843326794536241,-0.5518844872366031
-0.8585919221614213,-0.5764867497303899
-0.8403911273800985,-0.5804231117293959
-0.7748682661673362,-0.5804231117293959
-0.7843326794536241,-0.5804231117293959
-0.8797048441077558,-0.5961685597254195
-0.8964495753065729,-0.6079776457224373
-0.7828766158711182,-0.615850369720449
-0.6729438153919283,-0.6079776457224373
-0.6707597200181695,-0.6050253742231828
-0.6729438153919283,-0.6079776457224373
-0.6168853674654539,-0.6256912747179638
-0.6168853674654539,-0.6355321797154786
-0.7654038528810483,-0.6414367227139874
-0.8964495753065729,-0.6355321797154786
-0.8396630955888456,-0.6375003607149815
-0.6729438153919283,-0.6355321797154786
-0.6132452085091893,-0.6394685417144845
-0.6729438153919283,-0.6355321797154786
-0.7020650870420447,-0.6375003607149815
-0.6168853674654539,-0.6355321797154786
-0.5215132028113221,-0.6394685417144845
-0.505496503403758,-0.6355321797154786
-0.5499064426701857,-0.6375003607149815
-0.5615549513302324,-0.6355321797154786
-0.53097761609761,-0.6394685417144845
-0.505496503403758,-0.6355321797154786
-0.5156889484812988,-0.6375003607149815
-0.505496503403758,-0.6355321797154786
-0.4552623098073069,-0.6414367227139874
-0.3941076393420621,-0.6355321797154786
-0.35042573186688725,-0.6345480892157271
-0.28199074348911335,-0.6355321797154786
-0.21501181869384525,-0.6542298992107567
-0.22666032735389188,-0.6640708042082714
-0.30310366543544787,-0.6680071662072773
-0.28199074348911335,-0.6640708042082714
-0.12691997195224264,-0.6758798902052892
-0.003154567439247246,-0.6916253382013128
-0.043196315958157525,-0.7113071481963423
-0.11454343150094311,-0.7201639626941055
-0.08178200089456197,-0.7349253201903777
-0.003154567439247246,-0.747718496687147
-0.013347012516788043,-0.7654321256826735
-0.059213015365721634,-0.7762571211799397
-0.046108443123169175,-0.7920025691759633
-0.003154567439247246,-0.8038116551729811
-0.02281142580307593,-0.8205411936687562
-0.059213015365721634,-0.8323502796657739
-0.04101222058439878,-0.8480957276617975
-0.003154567439247246,-0.8599048136588153
-0.05630088820070998,-0.8766343521545904
-0.1706018794274175,-0.8874593476518566
-0.22884442272765063,-0.9032047956478803
-0.1706018794274175,-0.9159979721446495
-0.09998279567588482,-0.933711601140176
-0.11454343150094311,-0.9435525061376908
-0.19826708749502822,-0.958313863633963
-0.22666032735389188,-0.9720911306304836
-0.17278597480117625,-0.9927570311252646
-0.11454343150094311,-0.999645664623525
-0.13201619449101304,-1.001613845623028
-0.1706018794274175,-0.999645664623525
-0.17933826092245245,-1.0153911126195485
-0.1706018794274175,-1.0281842891163178
-0.1822503880874641,-1.035072922614578
-0.1706018794274175,-1.0281842891163178
-0.14439273494231258,-1.0272001986165664
-0.1706018794274175,-1.0281842891163178
-0.2630619169165376,-1.0321206511153238
-0.28199074348911335,-1.0281842891163178
-0.16113746614112961,-1.0281842891163178
-0.003154567439247246,-1.0281842891163178
0.055087975860985884,-1.0321206511153238
0.05290388048722714,-1.0281842891163178
0.04271143540968634,-1.0281842891163178
-0.003154567439247246,-1.0281842891163178
-0.1138153997096902,-1.0340888321148267
-0.1706018794274175,-1.0281842891163178
-0.10362295463214939,-1.0163752031193
-0.003154567439247246,-0.999645664623525
-0.004610631021753074,-0.9986615741237735
-0.059213015365721634,-0.999645664623525
-0.06066907894822746,-1.0035820266225308
-0.003154567439247246,-0.999645664623525
0.004125750473281895,-1.001613845623028
-0.059213015365721634,-0.999645664623525
-0.13784044882103635,-1.001613845623028
-0.1706018794274175,-0.999645664623525
-0.18079432450495828,-1.0045661171222824
-0.1706018794274175,-0.999645664623525
-0.11818359045720768,-0.9917729406255131
-0.003154567439247246,-0.9720911306304836
0.08420924751110245,-0.9592979541337144
0.05290388048722714,-0.9435525061376908
-0.06867742865200951,-0.933711601140176
-0.11454343150094311,-0.9159979721446495
-0.04974860207943375,-0.8973002526493714
-0.003154567439247246,-0.8599048136588153
-0.08032593731205614,-0.8205411936687562
-0.1706018794274175,-0.7762571211799397
-0.1706018794274175,-0.7418139536886381
-0.11454343150094311,-0.6916253382013128
-0.07668577835579157,-0.6315958177164727
-0.003154567439247246,-0.5518844872366031
0.09512972437989616,-0.4820140617542482
0.10823429662244861,-0.4121436362718934
