,diastolic_time,dist_std,num_peaks,rr_median,rr_std,diastolic_area,y
0,0.0,0.04601333683694342,144,83.0,18.953627621117814,0.0,Atrial_Fibrillation
1,0.3577142857142857,0.03702120363005317,140,47.0,17.22213912743035,-14.207213029572499,Atrial_Fibrillation
2,0.6286666666666666,0.04157716852284782,142,74.5,36.217226564164186,-14.256553658982558,Atrial_Fibrillation
3,0.28137931034482755,0.043304709544034654,137,88.0,14.861022845013057,-13.092035496308936,Atrial_Fibrillation
4,0.4216470588235294,0.03912547088125872,143,113.5,28.77824699317177,-17.045099520064,Atrial_Fibrillation
5,0.6984,0.027253815418488897,149,86.5,29.438240436547833,-8.562862858476874,Atrial_Fibrillation
6,0.47253333333333336,0.044075200817933056,144,86.0,40.93837585058731,-17.64735726054683,Atrial_Fibrillation
7,0.43670588235294117,0.035530825235919467,146,60.0,13.171746200074752,-11.315909515378857,Atrial_Fibrillation
8,0.5605714285714286,0.03753026793066352,142,88.0,11.021391671661311,-8.799746836423513,Atrial_Fibrillation
9,0.7424,0.055524351863164526,146,56.0,30.012145689518583,-7.670712162432267,Atrial_Fibrillation
10,0.4868571428571428,0.053082962445223,144,157.0,13.818827736099758,-13.535468820176549,Atrial_Fibrillation
11,0.5826666666666667,0.03534845847005205,139,82.0,17.540979174870003,-9.721382968680727,Atrial_Fibrillation
12,0.5704615384615385,0.02862652064650156,114,69.0,17.8474800568231,-6.969105966547692,Atrial_Fibrillation
13,0.2826666666666667,0.045371307086839174,135,71.0,12.225688349590046,-26.216093785695264,Atrial_Fibrillation
14,0.612,0.04102600953427013,143,86.5,11.268195162590246,-18.226662018079715,Atrial_Fibrillation
15,0.5889230769230769,0.062080704302788975,149,54.0,32.07380377954708,-14.076463672575935,Atrial_Fibrillation
16,0.36218181818181816,0.04819401974904246,126,82.0,22.242876660409227,-17.692491574372916,Atrial_Fibrillation
17,0.4865,0.049410616914796215,139,73.0,9.135320554455276,-14.678939513488363,Atrial_Fibrillation
18,0.5312,0.041454504485582716,154,78.0,33.35285929482652,-11.839155323949388,Atrial_Fibrillation
19,0.6887272727272727,0.07414741664674274,136,42.5,16.251115821139752,-12.029589564791836,Atrial_Fibrillation
20,0.7243636363636363,0.06382015910903768,140,59.5,27.902527133006483,-13.640264984574955,Atrial_Fibrillation
21,0.4517647058823529,0.05510429335957974,147,59.0,8.672649177154579,-16.667612598425087,Atrial_Fibrillation
22,0.32509090909090904,0.058349632348204776,133,94.0,77.6799384622965,-26.215861306803728,Atrial_Fibrillation
23,0.33676190476190476,0.037486517250381865,147,112.5,41.593268686170845,-24.985487324601934,Atrial_Fibrillation
24,0.4,0.03908418273135971,136,64.5,12.355255713662912,-6.196776558134336,Atrial_Fibrillation
25,0.4182222222222222,0.03780636616282515,145,92.0,52.040819685898946,-16.39455035116973,Atrial_Fibrillation
26,0.47105882352941175,0.03208788380529741,147,88.0,31.343969825860356,-13.050866644001937,Atrial_Fibrillation
27,0.42,0.037978915947860827,148,60.0,12.6473536977328,-16.792388134450032,Atrial_Fibrillation
28,0.0,0.05396121648642715,146,98.0,7.764663547121665,0.0,Atrial_Fibrillation
