0,347.751
0.12207,2.051
0.244141,0.321346
0.366211,7.44577
0.488281,3.01892
0.610352,5.24643
0.732422,4.8073
0.854492,10.4121
0.976562,99.3947
1.09863,13.0173
1.2207,5.88763
1.34277,4.40009
1.46484,4.31382
1.58691,5.31124
1.70898,3.33824
1.83105,5.1978
1.95312,23.9052
2.0752,7.00488
2.19727,3.47334
2.31934,6.54424
2.44141,4.6461
2.56348,4.45854
2.68555,4.91431
2.80762,10.7247
2.92969,37.6538
3.05176,16.4061
3.17383,5.24078
3.2959,3.82228
3.41797,1.94464
3.54004,1.20784
3.66211,4.56785
3.78418,9.67033
3.90625,33.1242
4.02832,28.2944
4.15039,9.40634
4.27246,5.8274
4.39453,6.5362
4.5166,4.88136
4.63867,6.83677
4.76074,5.62231
4.88281,13.2973
5.00488,16.6547
5.12695,6.6596
5.24902,4.8034
5.37109,5.27003
5.49316,5.74279
5.61523,8.14602
5.7373,9.06344
5.85938,15.8852
5.98145,19.8185
6.10352,3.40898
6.22559,1.08891
6.34766,3.76164
6.46973,5.1396
6.5918,8.71132
6.71387,7.64105
6.83594,12.3763
6.95801,26.414
7.08008,3.4672
7.20215,0.54279
7.32422,4.96626
7.44629,4.82256
7.56836,8.02383
7.69043,5.54047
7.8125,7.24993
7.93457,25.6604
8.05664,1.91227
8.17871,0.200349
8.30078,4.43042
8.42285,3.91115
8.54492,6.1128
8.66699,2.17321
8.78906,3.05377
8.91113,23.6762
9.0332,1.36219
9.15527,0.58979
9.27734,4.69139
9.39941,3.28528
9.52148,5.17177
9.64355,0.634702
9.76562,3.28201
9.8877,22.741
10.0098,2.72233
10.1318,0.731716
10.2539,5.49013
10.376,3.46684
10.498,4.71916
10.6201,1.63656
10.7422,4.85708
10.8643,21.6294
10.9863,4.883
11.1084,0.278421
11.2305,5.24582
11.3525,2.58674
11.4746,2.9112
11.5967,3.13304
11.7188,5.07472
11.8408,17.7051
11.9629,6.36255
12.085,0.90071
12.207,3.94049
12.3291,1.3003
12.4512,0.958052
12.5732,4.73596
12.6953,5.39134
12.8174,14.5483
12.9395,6.82719
13.0615,0.952691
13.1836,3.30987
13.3057,0.698142
13.4277,0.686927
13.5498,5.87507
13.6719,6.24136
13.7939,12.7231
13.916,7.81676
14.0381,1.68027
14.1602,3.54574
14.2822,1.46845
14.4043,1.85841
14.5264,7.03126
14.6484,6.55701
14.7705,11.0849
14.8926,9.17329
15.0146,1.42003
15.1367,3.81081
15.2588,2.20234
15.3809,2.45989
15.5029,7.16755
15.625,5.95646
15.7471,8.5291
15.8691,10.8901
15.9912,1.39432
16.1133,3.18377
16.2354,3.61653
16.3574,3.43973
16.4795,7.15902
16.6016,4.90238
16.7236,6.18731
16.8457,11.771
16.9678,1.93019
17.0898,1.92375
17.2119,4.8308
17.334,4.21057
17.4561,7.30228
17.5781,4.35365
17.7002,4.72237
17.8223,12.0957
17.9443,3.0354
18.0664,1.78015
18.1885,5.85821
18.3105,4.69774
18.4326,7.42796
18.5547,3.2443
18.6768,3.37757
18.7988,12.9821
18.9209,3.52404
19.043,1.38666
19.165,6.92882
19.2871,4.67407
