ECG,PPG
0.2273903521434257,-2.1423757966896617
0.28785760786123094,1.7384249674116454
0.25075270094348684,2.18287846134259
0.1806656545433035,1.1329045662783759
0.13531521275494957,0.756828532952192
0.11195286395488845,1.2028015260076867
0.07828359656656507,1.529493837785988
0.026749003625253797,1.3091664647262033
-0.019975693974868432,1.0478126153035625
-0.045399426492581996,1.1291058184670002
-0.0563934729867284,1.357790436711811
-0.06601326366910651,1.3304394524699066
-0.07769443806913706,1.1579763018334548
-0.08525284503386273,1.134424065402926
-0.09762114733977742,1.2840947291711244
-0.12441913566925929,1.3084067151639283
-0.16221117049288755,1.1929247816981101
-0.18832203091648528,1.1184693245951485
-0.18900915882236943,1.1739310426412322
-0.16633393792819245,1.1845675365130839
-0.1381616937869423,1.121508322844249
-0.12579339148102758,1.0470528657412874
-0.136787437975174,1.0554101109263136
-0.1587755309634668,1.038695620556261
-0.17457947279880226,1.031857874495785
-0.18488639138706453,1.0037471406916056
-0.20550022856358904,1.0250201284353089
-0.24123087966956486,1.018942131937108
-0.27283876334023577,1.0227408797484836
-0.278335786587309,0.9786754051365266
-0.2625318447519735,0.961960914766474
-0.24947641454017466,0.9285319340263688
-0.2542863098813637,0.9315709322754693
-0.2707773796225833,0.9072589462826655
-0.2852070656461505,0.9201746888413425
-0.2962011121402969,0.9125771932185913
-0.30925654235209576,0.9239734366527181
-0.32025058884624213,0.885226208976687
-0.3168149493168214,0.8677519690443593
-0.2989496237638335,0.8320437396174287
-0.27627440286965654,0.8320437396174287
-0.2659674842813943,0.8046927553755244
-0.25978333312843693,0.8160889988096512
-0.2584090773166686,0.8122902509982757
-0.255660565693132,0.827485242243778
-0.2639061005637418,0.7902575136922971
-0.27283876334023577,0.7743027728845197
-0.28451993774026635,0.7423932912689647
-0.2955139842344127,0.7393542930198642
-0.31337930978740064,0.6952888184079073
-0.3408644260227667,0.6762950793510294
-0.36766241435224856,0.6436258481731992
-0.38690199571700473,0.6413465994863738
-0.37796933294051077,0.5919628779384911
-0.3353674027756935,0.5532156502624601
-0.255660565693132,0.4893966870313501
-0.15327850771639362,0.46280545235172094
-0.00142324051599637,0.41038273255473773
0.2816734567082736,0.3845512474373837
0.8052649209919962,0.3374467745763263
1.585842222076391,0.3306090285158503
2.474985732290482,0.2994592964625704
3.226703661327742,0.2873033034661685
3.6705882885289034,0.24095858016738625
3.8052653580821967,0.23032208629553458
3.6973862768583854,0.19993210380452983
3.29747783563381,0.1908151090572284
2.4371936974668533,0.14371063619617103
1.0450725601455646,0.1300351440752189
-0.6205254837176158,0.1019244102710395
-2.047690144238996,0.09584641377283855
-2.805592224429214,0.047222441787230944
-2.8523169220293365,0.030507951417178332
-2.4860777481930842,0.003156967175274053
-2.045628760521344,-0.0014015301983766597
-1.6567143657909147,-0.050785251746259384
-1.2815425291781686,-0.06901924124086224
-0.9015607972242334,-0.09637022548276651
-0.6060957976940488,-0.09940922373186699
-0.4824127746349017,-0.14803319571747459
-0.5057751234349628,-0.1677866843366277
-0.5738007861174936,-0.19513766857853196
-0.6129670767528902,-0.19817666682763244
-0.625335379058805,-0.24756038837551517
-0.6287710185882257,-0.26731387699466824
-0.6383908092706038,-0.29238561254974715
-0.6473234720470977,-0.29922335861022326
-0.6631274138824332,-0.36456182096588347
-0.6727472045648113,-0.4116662938269408
-0.671372948753043,-0.4633292640616489
-0.6562561348235917,-0.48080350399397664
-0.6370165534588355,-0.5385444707268857
-0.6267096348705732,-0.5681747036556153
-0.6157155883764268,-0.5993244357088952
-0.6067829255999329,-0.5970451870220699
-0.5916661116704816,-0.6388314129472014
-0.5834205767998718,-0.6623836493777301
-0.5847948326116401,-0.6965723796801104
-0.5992245186352072,-0.6980918788046606
-0.6191512279058475,-0.7375988560429668
-0.643887832517677,-0.7581120942243951
-0.6699986929412747,-0.7945800732136007
-0.6981709370825249,-0.7991385705872515
-0.7208461579767018,-0.8356065495764572
-0.7359629719061531,-0.8546002886333351
-0.7387114835296897,-0.8933475163093662
-0.7332144602826165,-0.9001852623698422
-0.721533285882586,-0.9351337422344977
-0.7126006231060921,-0.9518482326045503
-0.7022937045178298,-0.9921149594051316
-0.6926739138354516,-1.001231954152433
-0.6885511464001468,-1.0346609348925382
-0.7112263672943238,-1.0490961765757656
-0.757951064894446,-1.0901226529386219
-0.8115470415534097,-1.0992396476859234
-0.8514004600946904,-1.1334283779883036
-0.8823212158594772,-1.160019612667933
-0.9132419716242639,-1.2291568228349687
-0.9475983669184714,-1.2671443009487247
-0.9798933784950266,-1.3134890242475068
-1.0163111575068866,-1.3340022624289352
-1.058913087671704,-1.3879444813504684
-1.0994536341188688,-1.4084577195318968
-1.1269387503542347,-1.4327697055247006
-1.1454912038131069,-1.4373282028983512
-1.1633565293660948,-1.4844326757594086
-1.1846574944485033,-1.5064654130653872
-1.201835692095607,-1.5330566477450163
-1.2155782502132901,-1.5353358964318415
-1.2238237850839,-1.581680619730624
-1.2251980408956682,-1.6044731065988773
-1.2183267618368268,-1.6325838404030568
-1.2080198432485645,-1.634863089089882
-1.192215901413229,-1.678928563701839
-1.159920889836674,-1.704000299256918
-1.1028892736482894,-1.735150031310198
-1.0286794598128013,-1.7336305321856476
-0.9462241111067031,-1.7579425181784514
-0.8548360996241112,-1.7495852729934251
-0.749018402117952,-1.7503450225557002
-0.6315195302117623,-1.7404682782461236
-0.5105850187761518,-1.7913714989185567
-0.3917118910581938,-1.8369564726550638
-0.2721516354343516,-1.8931779402634226
-0.15327850771639362,-1.9121716793203005
-0.038528147433740494,-1.9623151504304583
0.06316678263711377,-1.9949843816082886
0.1497448987785167,-2.03677060753342
0.21433492193162684,-2.036010857971145
0.26037249162586495,-2.062602092650774
0.2899189915788834,-2.086914078643578
0.3105328287554079,-2.140096548002836
0.320152619437786,-2.1446550453764868
0.3235882589672068,-2.1537720401237883
0.3235882589672068,-2.146174544501037
0.32427538687309093,-2.1788437756788674
0.3215268752495543,-2.1704865304938408
0.32083974734367016,-2.1545317896860636
0.3263367705907434,-2.101349320326805
0.3332080496495849,-2.0846348299567525
0.32083974734367016,-2.037530357095695
0.2802992008965053,-1.985107637298712
0.22120620099046837,-1.8863401942029465
0.16623596851973632,-1.8285992274700376
0.12432116626080315,-1.7632607651143772
0.09340041049601638,-1.7024808001323677
0.07141231750772357,-1.569524626734222
0.05285986404885151,-1.4510036950193035
0.0336202826840953,-1.3400802589271361
0.015067829225223239,-1.251189560140947
0.006135166448729285,-1.0483364270134905
0.01369357341345494,-0.7809045810926486
0.025374747813485494,-0.4997972430508546
0.022626236189948894,-0.32277559504075193
0.0026995269193085323,-0.15107219396657506
-0.027534100939594085,0.004676466299824291
-0.048147938116118595,0.14826913356982174
-0.06120336832791746,0.19765285511770447
-0.05914198461026501,0.27590706003204174
-0.059829112516149155,0.3906292439355847
-0.05914198461026501,0.5380206590169577
-0.06876177529264312,0.5995603735612424
-0.07906869388090537,0.6702170828528284
-0.09899540315154573,0.7606272807635676
-0.1285419031045642,0.885226208976687
-0.15740127515169852,0.9308111827131942
-0.17526660070468641,0.9786754051365266
-0.17389234489291813,1.031857874495785
-0.1670210658340766,1.1230278219687992
-0.14434584493989966,1.1496190566484283
-0.07906869388090537,1.1876065347621843
0.05354699195473566,1.2286330111250408
0.24869131722583437,1.3160042107866794
0.5201068400500738,1.350952690651335
0.9406291184511738,1.390459667889641
1.6078303150646838,1.4117326556333445
2.5100292554905734,1.4725126206153538
3.453455870269512,1.4899868605476816
4.147455055212504,1.5158183456650356
4.400318124577871,1.5105000987291097
4.207235183024425,1.5393705820955643
3.660281369940641,1.5340523351596385
2.7745734992559714,1.542409580344665
1.4951413384996832,1.518097594351861
-0.10105678686919818,1.5348120847219135
-1.6367876565202744,1.5325328360350883
-2.613196410781652,1.550007075967416
-2.8069664802409826,1.5135390969782103
-2.4427886901223825,1.4839088640494806
-1.9253813769916175,1.4208496503806458
-1.4897422846610662,1.3927389165764663
-1.1351842852248446,1.338796697654933
-0.8156698089887146,1.312965212537579
-0.5566225884703899,1.2651009901142465
-0.4068287049876451,1.2590229936160455
-0.36491390272871194,1.224834263313665
-0.3862148678111206,1.2005222773208613
-0.4178227514817915,1.128346068904725
-0.4240069026347489,1.0918780899155194
-0.4157613677641391,1.0432541179299117
-0.41301285614060246,1.0272993771221341
-0.4301910537877062,0.9718376590760506
-0.4308781816935904,0.9498049217700721
-0.40201880964645603,0.9186551897167923
-0.3552941120463338,0.9315709322754693
-0.3257476120933154,0.9118174436563162
-0.3223119725638946,0.9201746888413425
-0.3271218679050837,0.9064991967203904
-0.33261889115215687,0.9254929357772683
-0.3250604841874312,0.9102979445317659
-0.3113179260697482,0.9224539375281678
-0.29001696098733953,0.9095381949694908
-0.27146450752846746,0.9239734366527181
-0.25634769359901616,0.9057394471581153
-0.24535364710486976,0.9209344384036177
-0.2405437517636807,0.9133369427808664
-0.25291205406959544,0.9232136870904429
-0.2838328098343822,0.8844664594144119
-0.3181892051285897,0.8677519690443593
-0.3401772981168825,0.8320437396174287
-0.35323272832868136,0.8320437396174287
-0.3683495422581327,0.8046927553755244
-0.38827625152877304,0.8168487483719263
-0.4027059375523402,0.8115305014360005
-0.4054544491758768,0.8267254926815029
-0.3958346584934987,0.7910172632545723
-0.383466356187584,0.7750625224467947
-0.3786564608463949,0.7416335417066896
-0.3937732747758462,0.7385945434575891
-0.4253811584465172,0.6968083175324575
-0.45973755374072467,0.6785743280378547
-0.4803513909172492,0.6413465994863738
-0.4927196932231639,0.6375478516749983
-0.5092107629643835,0.5988006239989673
-0.5394443908232861,0.5828458831911897
-0.5772364256469144,0.5425791563906084
-0.6088443093175854,0.5365011598924074
-0.6280838906823415,0.5000331809032018
-0.6397650650823721,0.4855979392199745
-0.6535076232000551,0.4430519637325679
-0.6686244371295064,0.43469471854754155
-0.6782442278118845,0.4005059882451612
-0.6727472045648113,0.3883499952487593
-0.6541947511059393,0.3450442701990775
-0.6328937860235306,0.33440777632722585
-0.6150284604705427,0.30173854514939574
-0.593727495388134,0.29110205127754407
-0.5607453559056947,0.2470365766655872
-0.5119592745879201,0.23715983235601065
-0.4528662746818832,0.2060101003027308
-0.38484061199935227,0.18397736299675232
-0.30925654235209576,0.11332065370516628
-0.22473980992834525,0.07533317559141034
-0.1271676472927959,0.027468953168077858
-0.015165798633679377,-0.0029210293229268974
0.10576871280193109,-0.08269473336181438
0.21983194517870006,-0.12903945666059663
0.320152619437786,-0.17386468083482864
0.4101663751086097,-0.189059672080331
0.5008672586853176,-0.2490798875000654
0.5888196306384889,-0.27415162305514434
0.6595938049445563,-0.29922335861022326
0.7008214792976053,-0.2984636090479481
0.7145640374152884,-0.348607080158106
0.7097541420740993,-0.3713995670263595
0.6973858397681846,-0.3964713025814385
0.6802076421210809,-0.4010297999550892
0.6589066770386721,-0.46560851274847426
0.6348572003327269,-0.514992234296357
0.6080592120032451,-0.5674149540933402
0.5771384562384583,-0.5833696949011177
0.5434691888501348,-0.6403509120717517
0.5125484330853481,-0.6707408945627563
0.4898732121911712,-0.7026503761783114
0.47613065407348815,-0.6996113779292109
0.46925937501464665,-0.7406378542920673
0.4733821424499516,-0.764190090722596
0.48575044475586626,-0.7998983201495266
0.4988058749676651,-0.8014178192740768
0.5056771540265066,-0.8394052973878328
